Updated.gene.symbol	logFC	P.Value
AP1S2	0.454	8.83e-07
AP1S3	-0.439	0.00717
AP2A1	-0.212	0.0683
AP2A2	-0.208	0.00363
AP2B1	-2.05	2.11e-27
AP2M1	-0.789	1.95e-15
AP2S1	-0.219	0.000931
AP3B1	0.243	3e-04
AP3B2	-0.0435	0.34
AP3D1	-0.247	0.004
AP3M1	0.456	3.2e-10
AP3M2	-0.21	0.078
AP3S1	-0.0846	0.165
AP4B1	0.571	2.36e-11
AP4E1	-0.0365	0.67
AP4M1	-0.204	0.00533
AP4S1	-0.713	1.79e-06
AP5B1	0.0595	0.432
AP5M1	0.611	8.2e-10
AP5S1	-0.199	0.00232
APAF1	-0.316	9.53e-07
APBA1///LOC101929802	-0.0235	0.466
APBA2	-0.521	2.11e-06
APBA3	-0.323	7.45e-08
APBB1	0.0709	0.0723
APBB1IP	0.188	0.0091
APBB2	-2.32	8.63e-20
APC	0.505	3.46e-12
APC2	0.0574	0.262
APCDD1	-0.916	7.3e-07
APCDD1L	-0.847	5.1e-05
APCDD1L-DT	-0.291	0.012
APCS	-0.00213	0.896
APEH	0.477	1.7e-07
APELA	-0.695	0.000116
APEX1	-0.35	1.75e-06
APEX2	-0.416	2.02e-06
APH1A	-0.211	0.067
APH1B	-1.07	1.24e-13
API5	0.493	2.21e-06
APIP	0.18	0.113
CENPS	0.0572	0.68
PROKR1///APLF	-0.0424	0.579
APLN	-0.275	0.000241
APLNR	-0.303	0.0658
APLP1	-0.0444	0.163
APLP2	-0.488	8.67e-06
APMAP	-1.13	1.76e-25
APOA1	0.0824	3.16e-05
APOA2	-0.00132	0.758
APOA4	-0.031	0.738
APOA5	0.0147	0.0675
APOB	0.0313	0.00287
APOBEC1	-0.00207	0.722
APOBEC2	1.58	1.62e-09
APOBEC3A///APOBEC3A_B	-2.06	3.73e-10
APOBEC3B	-1.58	1.69e-10
APOBEC3C	0.0495	0.55
APOBEC3D	0.056	0.0464
APOBEC3F	-0.0775	0.0113
APOBEC3G///APOBEC3F	-0.81	4.66e-05
APOBEC3G	-0.741	0.00116
APOBEC4	-0.0041	0.461
APOBR	-0.142	0.0154
APOC1	-2.6	2.14e-16
APOC2	0.0245	0.386
APOC3	-0.0238	0.115
APOC2///APOC4-APOC2	-0.548	0.00018
APOD	2.21	2.21e-09
APOE	-1.98	1.85e-12
APOF	-5e-04	0.967
APOH	-0.0155	0.455
APOL1	-2.58	7.1e-26
APOL2	-1.08	6.66e-16
APOL3	0.0181	0.92
APOL4	-1.14	4.92e-09
APOL5	0.033	0.0685
APOL6	-0.853	2.54e-06
APOLD1	-1.11	1.01e-10
DDX47///APOLD1	-0.409	2.44e-08
APOM	0.61	2.73e-12
APOO	-0.0667	0.513
APOOL	0.676	2.75e-12
COA8	0.106	0.212
APP	-1.61	6.68e-22
APPBP2	0.214	0.000345
APPL1	0.975	1.13e-18
APPL2	-0.145	0.158
APRT	0.293	0.000407
APTR	0.899	1.28e-10
APTX	-0.684	3.31e-08
AQP1	0.898	1.07e-06
AQP10	-9.16e-05	0.987
AQP11	-0.0116	0.478
AQP12A///AQP12B	0.125	0.00333
AQP2	0.117	0.000174
AQP3	1.85	1.73e-09
AQP4	0.551	3.01e-06
AQP4-AS1	0.13	0.024
AQP5	1.32	8.95e-08
AQP6	0.0466	0.00668
AQP8	-0.00397	0.626
AQP9	-1.19	8.36e-07
AQR	0.204	0.0322
AR	1.71	1.48e-21
ARAF	-0.317	3.59e-05
ARAP1	-0.198	0.0305
ARAP2	0.0525	0.71
ARAP3	-0.363	0.000609
ARC	-0.0206	0.656
ARCN1	0.0565	0.419
AREG	-0.658	0.0409
AREL1	0.028	0.724
ARF1	-0.0882	0.183
ARF3	-0.748	3.93e-11
ARF4	-0.188	0.00447
ARF5	0.314	0.000152
ARF6	0.81	5.23e-24
ARFGAP1	-0.601	1.29e-08
ARFGAP2	0.387	3.47e-07
ARFGAP3	-0.634	6.01e-13
ARFGEF1	0.162	0.016
ARFGEF2	0.449	4.98e-10
ARFGEF3	1.32	2.42e-06
ARFIP1	0.202	0.000291
ARFIP2	0.0868	0.324
ARFRP1	-0.18	0.0723
ARG1	1.12	0.00571
ARG2	0.665	0.00497
ARGLU1	0.46	3.67e-06
ARHGAP1	-0.276	0.0545
ARHGAP10	0.677	5.07e-19
ARHGAP11A	-0.0586	0.263
ARHGAP12	0.289	3e-04
ARHGAP17	-0.0645	0.402
ARHGAP18	-0.514	0.0178
ARHGAP19	0.609	1.51e-08
ARHGAP20	1.69	3.22e-28
ARHGAP21	-0.657	4.35e-11
ARHGAP22	-0.159	0.0593
ARHGAP22-IT1	-0.0114	0.191
ARHGAP23	0.362	0.000787
ARHGAP24	-0.109	0.393
ARHGAP25	-0.477	0.0157
ARHGAP26	-0.458	0.00164
ARHGAP26-AS1	-0.00628	0.561
ARHGAP27	1.62	1.96e-29
ARHGAP28	-0.836	6.06e-07
ARHGAP29	0.132	0.421
ARHGAP30	0.511	0.00813
ARHGAP31	-0.0531	0.566
ARHGAP32	1.76	8.92e-17
ARHGAP33	-0.0173	0.432
ARHGAP35	0.177	0.0156
ARHGAP36	0.0724	0.118
ARHGAP39	-0.0981	0.213
ARHGAP4	-0.21	0.115
ARHGAP42	-0.328	0.0361
ARHGAP44	0.229	0.00158
ARHGAP45	-0.238	0.257
ARHGAP5	0.695	3.55e-07
ARHGAP5-AS1	1.56	6.4e-23
ARHGAP6	1.07	3.05e-11
ARHGAP9	-0.778	0.00126
ARHGDIA	-0.473	3.75e-05
ARHGDIB	0.0711	0.00515
ARHGDIG	0.0379	0.343
ARHGEF1	-0.076	0.149
ARHGEF10	0.184	0.253
ARHGEF10L	1.43	3.64e-34
ARHGEF11	0.121	0.0906
ARHGEF12	0.478	2.77e-09
ARHGEF15	0.104	0.159
ARHGEF16	-0.103	0.326
ARHGEF17	-0.57	1.34e-08
ARHGEF18	-0.0137	0.86
ARHGEF19	-0.235	0.039
ARHGEF2	0.21	0.00852
ARHGEF25	0.115	0.00218
ARHGEF26	2.55	1.16e-15
ARHGEF26-AS1	0.0524	0.000224
ARHGEF28	0.626	6.97e-06
ARHGEF3	0.458	3.39e-06
ARHGEF33	0.00262	0.714
OR2A4///OR2A7///ARHGEF34P	-0.0273	0.611
ARHGEF37	0.325	0.0775
ARHGEF38	0.00762	0.114
ARHGEF39	-0.141	0.0125
ARHGEF4	0.0102	0.392
ARHGEF40	-0.707	2.09e-06
ARHGEF5///ARHGEF34P	0.292	0.156
ARHGEF6	0.0436	0.765
ARHGEF7	-0.408	0.0136
ARHGEF7-AS2	-0.0216	0.325
ARHGEF7-IT1	0.00896	0.128
ARHGEF9	0.476	1e-06
ARID1A	-0.245	0.00943
ARID1B	1.01	1.02e-14
ARID2	0.186	0.0123
ARID3A	-0.251	0.00208
ARID3B	0.119	0.205
ARID4A	0.384	2.75e-06
ARID4B	0.0971	0.26
RBM34///ARID4B	-0.391	4.23e-11
ARID5A	-0.439	4.09e-08
ARID5B	-0.181	0.0248
ARIH1	0.372	1.8e-09
ARIH2	0.497	1.34e-08
ARIH2OS	0.00467	0.201
ARL1	0.816	1.89e-22
ARL10	0.333	0.0323
ARL11	0.293	0.0746
ARL13B	-0.794	1.74e-12
ARL14	-0.408	0.147
ARL14EP	0.163	0.0502
ARL15	0.194	0.0883
ARL16	0.106	0.0803
ARL17B///ARL17A	0.578	9.22e-08
ARL2	-0.118	0.203
ARL2BP	0.0316	0.686
ARL3	-0.347	5.88e-06
ARL4A	0.855	1.18e-11
ARL4C	-0.297	0.0204
ARL4D	0.34	0.0541
ARL5B	-0.466	0.000367
ARL5C	0.0285	0.0421
ARL6	0.325	0.0074
ARL6IP1	-0.366	7.52e-06
ARL6IP4	0.179	0.000782
ARL6IP5	0.546	1.95e-08
ARL6IP6	-0.417	1.75e-06
ARL8A	-0.09	0.172
ARL8B	0.343	0.00409
ARL9	-0.186	0.235
ARMC1	-0.445	1.32e-06
ARMC10	-0.374	9.94e-05
ARMC12	0.0489	0.000909
ARMC2	-0.0207	0.19
ATP5MF	0.19	0.00823
ARMC3	0.00217	0.58
ODAD2	0.0213	0.00449
ARMC5	-0.06	0.38
ARMC6	-0.0503	0.426
ARMC7	0.0885	0.0132
ARMC8	-0.734	2.58e-10
ARMC9	-0.68	2.26e-10
ARMCX1	0.345	0.0461
ARMCX2	-0.252	0.272
ARMCX3	0.207	0.132
ARMCX4	0.403	0.000757
ARMCX5	0.487	2.97e-06
GPRASP2///ARMCX5-GPRASP2	1.04	3.05e-12
ARMCX6	0.428	0.00635
ARMT1	-0.459	3.04e-07
ARNT	0.452	0.000159
ARNT2	-0.467	0.0267
BMAL1	-1.3	2.31e-15
BMAL2	-0.871	8.98e-08
BMAL2-AS1	0.021	0.265
ARPC1A	-0.303	0.00999
ARPC1B	-1.59	3.23e-29
ARPC2	0.315	1.34e-07
ARPC3	0.232	1.17e-05
ARPC4	0.158	0.0228
ARPC4///ARPC4-TTLL3	-0.0722	0.497
TTLL3///ARPC4-TTLL3	0.639	9.58e-10
ARPC5	-0.232	0.00265
ARPC5L	-0.386	0.000122
ARPIN	0.363	2.56e-05
ARPP19	-0.507	3.63e-08
ARPP21	0.138	0.00332
ARR3	-0.0154	0.497
ARRB1	1.14	3e-19
ARRB2	-1.07	8.72e-11
ARRDC1	0.102	0.33
ARRDC1-AS1	-0.059	0.309
ARRDC2	-0.362	0.00117
ARRDC3	0.702	1.65e-08
ARRDC3-AS1	-0.00041	0.973
ARRDC4	-1.02	4.64e-07
ARSA	-0.126	0.0217
ARSB	-0.689	5.21e-09
ARSD	1.12	7.13e-15
ARSL	-0.0906	0.0615
ARSF	0.13	5.26e-06
ARSG	0.482	8.48e-10
ARSI	-0.785	2.76e-05
ARSJ	-1.96	8.46e-18
ARSK	-0.174	0.277
ART1	0.0634	0.0675
ART3	0.7	9.77e-07
ART4	0.0132	0.611
ART5	-0.0136	0.221
ARTN	-1.68	2.77e-17
ARV1	0.339	8.47e-05
ARVCF	-0.121	0.0421
ARX	0.277	8.6e-05
AS3MT	0.064	0.468
ASAH1	1.12	7.64e-27
ASAH2B	-0.202	0.00184
ASAP1	-1.29	2.13e-23
ASAP1-IT1	-1.07	5.69e-15
ASAP1-IT2	-0.664	9.52e-10
ASAP2	-0.52	1.37e-05
ASAP3	1.42	1.31e-17
ASB1	-0.0885	0.21
ASB10	0.0282	0.124
ASB11	0.0441	0.00712
ASB12	0.155	0.00358
MTMR7///MTMR8	0.0272	0.301
ASB13	0.323	0.00243
ASB14	0.0382	0.00721
ASB15	0.0148	0.0845
ASB16	0.00519	0.738
ASB16-AS1	-0.0833	0.331
ASB17	0.00457	0.435
ASB2	-0.269	0.158
ASB3	0.0199	0.0216
ASB4	0.126	0.000365
ASB5	0.652	0.101
ASB6	-0.456	6.76e-08
ASB7	-0.482	6.16e-10
ASB8	0.772	3.36e-23
ASB9	-0.0191	0.845
ASCC1	-0.639	7.25e-10
ASCC2	0.841	5.23e-20
ASCC3	-0.48	5.3e-06
ASCL1	-0.0113	0.372
ASCL2	-0.901	7.66e-09
ASCL3	-0.0649	0.484
ASCL5	0.00159	0.688
ASF1A	0.267	0.00165
ASF1B	-0.771	5.01e-06
ASGR1	-0.00341	0.524
ASGR2	-0.0137	0.443
ASH1L	0.362	9.27e-09
ASH1L-AS1	-0.152	0.0325
ASH2L	0.0503	0.613
ASIC1	0.02	0.165
ASIC2	0.0043	0.857
ASIC4	-0.0236	0.666
ASIC5	0.00224	0.646
ASIP	0.0147	0.0391
ASL	0.71	6.23e-10
ASMT	0.042	0.0133
ASMTL	0.616	2.46e-10
ASMTL-AS1	0.157	0.0011
GET3	-0.278	0.000132
ASNS	-0.31	0.0196
ASNSD1	-0.0633	0.268
ASPA	1.49	2.92e-22
ASPDH	0.0347	0.361
ASPG	0.106	0.000171
ASPH	-0.706	1.9e-07
ASPHD1	-0.155	0.00788
ASPHD2	-0.83	1.05e-07
ASPM	-0.704	4.71e-05
ASPN	-3.24	7.48e-23
ASPRV1	-2.51	1.11e-07
ASPSCR1	-0.399	5.94e-05
ASRGL1	0.0843	0.575
ASS1	-0.672	0.00179
ASTE1	0.0127	0.9
ASTN1	0.059	0.111
ASTN2	-1.65	8.81e-11
INTS13	-0.394	9.26e-07
ASXL1	-0.873	4.28e-16
ASXL2	-0.257	0.0301
ASXL3	0.0488	0.000448
ASZ1	0.00238	0.859
ATAD1	0.354	2.36e-05
ATAD2	-1.45	3.27e-13
ATAD2B	0.396	0.00022
ATAD3A	-0.464	4.64e-11
ATAD3B	-0.376	1.54e-06
ATAD3B///ATAD3A	-0.555	7.77e-09
ATAD3C	0.0256	0.563
ATAD5	-0.219	0.0596
ATAT1	-0.0693	0.366
ATCAY	-0.00494	0.779
ATE1	0.0891	0.213
ATF1	-0.369	0.000316
ATF2	-0.628	6.07e-06
ATF3	-1.44	2.94e-06
ATF4	0.127	0.025
ATF5	-0.429	0.000247
ATF6	0.457	8.74e-07
ATF6B	0.135	0.021
ATF7	0.854	2.76e-13
ATF7IP	0.259	0.000297
ATF7IP2	-0.0485	0.749
ATG10	0.286	0.00763
ATG101	-0.642	2.46e-16
ATG12	-0.247	0.0313
ATG13	-0.306	4.48e-06
ATG14	0.0995	0.135
ATG16L1	-0.177	0.00734
ATG16L2	0.37	0.0188
ATG2A	-0.36	5.7e-06
ATG2B	0.299	0.000175
ATG3	-0.167	0.00693
ATG4A	0.475	7.24e-10
ATG4B	0.133	0.0143
ATG4C	-0.0364	0.658
ATG4D	0.437	4.59e-06
ATG5	-0.416	9.61e-05
ATG7	0.279	0.00111
ATG9A	-0.13	0.227
ATG9B	2.05	5.91e-14
ATIC	-0.712	5.47e-16
ATL1	0.669	1.42e-05
ATL2	-0.181	0.124
ATL3	-0.435	0.0208
ATM	-0.534	0.00103
ATMIN	0.594	8.15e-13
ATN1	-0.118	0.0795
ATOH1	-0.0112	0.407
ATOH7	-0.00639	0.426
ATOH8	0.232	0.000302
ATOX1	-0.00188	0.982
ATP10A	-0.142	0.11
ATP10B	2.04	2.35e-13
ATP10D	-0.248	0.0631
ATP11A	-0.143	0.0246
ATP11A-AS1	-0.0538	0.475
ATP11B	0.338	0.0236
ATP11C	-0.291	0.0023
ATP12A	1.66	5.4e-11
ATP13A1	-0.198	0.00155
ATP13A2	-0.453	0.000125
ATP13A3	-1.61	3.96e-19
ATP13A4	3.11	1.66e-27
ATP13A4-AS1	-0.00753	0.47
ATP13A5	-0.164	0.175
ATP1A1	-0.649	7.73e-12
ATP1A1-AS1	0.183	0.000603
ATP1A2	2.68	2.79e-13
ATP1A4	-0.0111	0.471
ATP1B1	1.23	3.52e-20
ATP1B2	-0.0233	0.467
ATP1B3	-1.04	3.45e-16
ATP1B4	0.275	0.196
ATP23	0.293	0.00797
ATP2A1	2.31	1.83e-11
ATP2A1-AS1	-0.085	0.0975
ATP2A2	0.576	0.000139
ATP2A3	0.678	0.00723
ATP2B1	-0.553	1.8e-06
ATP2B2	0.0453	0.000914
ATP2B3	0.0182	0.365
ATP2B4	-0.585	3.78e-16
ATP2C1	-1.75	1.13e-36
ATP2C2	-0.104	0.39
ATP4A	0.00514	0.0944
ATP4B	0.0178	0.386
ATP5F1A	0.729	2.08e-23
ATP5F1B	0.402	8.05e-11
ATP5F1C	0.491	5.36e-12
ATP5F1D	0.563	1.59e-08
ATP5F1E	0.0699	0.194
ATP5PB	0.501	3.68e-14
ATP5MC1	0.531	5.37e-09
ATP5MC2	0.196	0.00134
ATP5G2P1	0.0974	0.032
ATP5MC3	0.512	4.39e-06
ATP5PD	0.418	9.94e-11
ATP5ME	0.734	3.55e-21
ATP5PF	0.505	4.68e-17
ATP5MF	-0.00391	0.948
PTCD1///ATP5MF-PTCD1	-0.104	0.198
ATP5MG	0.889	3.95e-24
ATP5PO	0.732	4.48e-23
DMAC2L	0.965	1.01e-23
DMAC2	0.116	0.0224
ATP6	0.102	0.107
ATP6AP1	0.119	0.119
ATP6AP1L	0.478	5.66e-05
ATP6AP2	-0.379	2.85e-07
ATP6V0A1	-0.192	0.0225
ATP6V0A2	-0.6	1.18e-09
ATP6V0A4	4.07	2.38e-60
ATP6V0B	-0.746	7.75e-21
ATP6V0C	0.3	7.98e-05
ATP6V0D1	-0.12	0.112
ATP6V0D2	-0.14	0.033
ATP6V0E1	0.146	0.134
ATP6V0E2	1.03	4.61e-10
ATP6V0E2-AS1	0.0209	0.0418
ATP6V1A	-0.444	0.00122
ATP6V1B1	-0.0255	0.752
ATP6V1B2	-0.115	0.155
ATP6V1C1	-1.25	1.43e-26
ATP6V1C2	2.02	1.88e-12
ATP6V1D	0.636	2.78e-08
ATP6V1E1	0.00996	0.877
ATP6V1E2	-0.29	0.00236
ATP6V1G1	-0.0173	0.799
ATP6V1G2	0.0354	0.0063
DDX39B///ATP6V1G2-DDX39B	-0.257	1.61e-05
ATP6V1G3	-0.0104	0.561
ATP6V1H	-0.156	0.0749
ATP7A	0.619	1.97e-08
ATP7B	0.219	0.0614
ATP8A1	1.3	2.64e-09
ATP8A2	-0.118	0.168
ATP8B1	0.6	4.18e-05
ATP8B2	-0.508	0.00127
ATP8B3	-0.131	0.0492
ATP8B4	-0.121	0.181
ATP8B5P	-0.0016	0.786
ATP9A	0.242	0.0931
ATP9B	0.204	0.0115
ATPAF1	0.496	1.89e-06
ATPAF2	0.256	0.000286
ATP5IF1	0.798	3.58e-11
ATR	-0.411	1.23e-06
ATRAID	-0.0291	0.585
TREX1	0.684	9.02e-11
ATRN	-0.668	1.87e-12
ATRNL1	0.0244	0.435
ATRX	-0.253	0.000473
ATXN1	-0.8	2.72e-13
ATXN10	0.781	3.2e-13
ATXN1L	-0.0759	0.177
ATXN2	0.0422	0.458
ATXN2L	-0.329	7.23e-05
ATXN3	-0.315	0.000129
ATXN3L	0.000812	0.893
ATXN7	0.265	0.00457
ATXN7L1	0.308	0.000693
ATXN7L2	-0.000329	0.927
ATXN7L3	-0.164	0.0164
ATXN7L3B	-0.144	0.461
ATXN8OS	-0.00696	0.435
AUH	0.117	0.259
AUNIP	-0.859	3.46e-12
AUP1	-0.365	2.41e-08
AURKA	-1.21	4.32e-15
AURKAIP1	-0.141	0.0145
AURKB	-0.912	5.75e-09
AURKC	0.000585	0.976
AUTS2	-0.194	0.0915
AVEN	-0.341	5.21e-05
AVIL	-0.209	0.0796
AVL9	-0.541	1.98e-07
AVP	0.00356	0.373
AVPI1	-0.391	0.0263
AVPR1A	-0.616	6.32e-05
AVPR1B	-0.0407	0.553
AVPR2	0.0525	0.0522
AWAT1	0.158	0.0386
AXDND1	-0.117	0.124
AXIN1	-0.127	0.00339
AXIN2	-0.111	0.421
AXL	-0.466	0.00014
AZGP1	1.55	0.00629
AZGP1P1	0.0044	0.582
AZGP1///AZGP1P1	0.999	0.00608
AZI2	-0.564	4.43e-08
AZIN1	-0.357	2.32e-05
AZIN2	-0.318	5.94e-05
AZU1	0.0219	0.11
B2M	-0.997	6.9e-06
B3GALNT1	0.851	2.82e-06
B3GALNT2	-0.335	0.00605
B3GALT1	-0.000918	0.946
B3GALT2	0.0415	0.0711
B3GALT4	0.919	1.06e-20
B3GALT5	1.91	4.43e-15
B3GALT5-AS1	-0.0121	0.502
B3GALT6	-1.2	2.16e-23
B3GAT1	0.0191	0.0223
B3GAT2	-0.16	0.133
B3GAT3	-0.464	2.34e-06
B3GLCT	-0.809	7.71e-10
B3GNT2	0.276	0.000164
B3GNT3	0.735	0.000125
B3GNT4	-0.106	0.0543
B3GNT5	-1.21	3.54e-06
B3GNT6	0.355	0.00163
B3GNT7	0.589	6.44e-06
B3GNT8	0.799	2.97e-10
B3GNT9	-0.957	6.74e-18
B3GNTL1	-0.0796	0.093
B4GALNT1	-0.0882	0.0522
B4GALNT2	0.0065	0.736
B4GALNT3	-0.32	0.0185
B4GALNT4	0.0204	0.44
B4GALT1	0.208	0.0495
B4GALT2	-0.764	2.3e-15
B4GALT3	-0.302	6.26e-06
B4GALT4	-0.279	0.0809
B4GALT5	0.864	2.06e-10
B4GALT6	0.48	0.000954
B4GALT7	-0.189	0.00368
B4GAT1	0.288	0.00158
B9D1	-0.141	0.0286
B9D2	-0.0845	0.245
BAALC	-0.0848	0.141
BAALC-AS2	0.0102	0.333
BAAT	-0.021	0.0613
BABAM1	0.0721	0.159
BACE1	-0.388	0.0867
BACE2	0.354	0.000834
BACH1	-0.302	0.000746
BACH2	0.389	0.0736
BAD	0.382	4.15e-06
BAG1	1.2	3.63e-09
BAG2	-1.8	5.56e-14
BAG3	-0.056	0.511
BAG4	-0.556	3.77e-05
BAG5	0.311	0.00233
BAG6	0.278	8.1e-06
BAGE	0.0428	0.346
BAGE2///KMT2C///BAGE5///BAGE3	-0.0174	0.672
BAGE2///BAGE4///BAGE3	0.011	0.492
BAHCC1	-0.0933	0.0606
BAHD1	0.0113	0.859
BAIAP2	0.943	2.13e-09
BAIAP2-DT	0.0653	0.0152
BAIAP2L1	-0.132	0.187
BAIAP2L2	0.251	0.0448
BAIAP3	-0.0587	0.401
BAK1	-1.1	1.23e-17
BAMBI	-0.939	0.000116
BANCR	-0.0289	0.73
BANF1	-0.775	9.94e-14
BANF2	0.00121	0.824
BANK1	0.825	0.000519
BANP	-0.242	0.000946
BAP1	-0.0304	0.671
BARD1	0.524	0.000587
BARHL1	0.00731	0.605
BARX1	-0.0864	0.362
BARX1-DT	-0.00968	0.351
BARX2	2.53	5.81e-43
BASP1	-1.21	5.59e-11
BATF	-0.535	1.02e-06
BATF2	-1.18	2.5e-07
BATF3	-0.253	0.0297
BAX	-1.25	6.24e-30
BAZ1A	-0.645	4.7e-15
BAZ1B	-0.353	6.23e-06
BAZ2A	-0.0532	0.437
BAZ2B	0.56	3.37e-11
BBIP1	1.25	1.06e-22
BBOF1	0.53	0.000214
BBOX1	1.12	0.00046
BBOX1-AS1	-1.77	6.44e-17
BBS1	0.204	0.0267
BBS10	0.0898	0.15
BBS12	-0.268	0.0121
BBS2	0.726	4.93e-13
BBS4	-0.445	4.4e-08
BBS5	-0.007	0.873
BBS7	-0.31	0.00669
BBS9	-0.0141	0.806
BBX	-0.591	6.4e-08
BCAM	-0.44	0.000584
BCAN	-0.159	0.122
BCAP29	0.357	0.000892
BCAP31	-0.108	0.132
BCAR1	-0.586	8.3e-12
BCAR3	-0.336	0.0295
BCAR4	-0.0106	0.631
BCAS1	1.7	4.92e-28
BCAS2	-0.0915	0.175
BCAS3	-0.0533	0.418
BCAS4	0.16	0.289
BCAT1	-1.94	1.28e-12
BCAT2	0.171	0.127
BCCIP	-0.525	1.47e-05
BCDIN3D	0.177	0.0138
BCDIN3D-AS1	-0.0111	0.607
BCHE	-0.427	0.0459
BCKDHA	0.761	7.86e-16
BCKDHB	1.65	3.61e-22
BCKDK	-0.46	1.15e-08
BCL10	-0.388	0.00731
BCL11A	1.39	7.52e-09
BCL11B	-1.1	3.48e-12
BCL2	0.715	0.00105
BCL2A1	-2.96	4.92e-21
BCL2L1	-0.251	0.0159
BCL2L10	-0.558	0.00328
BCL2L11	-0.924	1.66e-14
BCL2L12	-0.971	1.58e-20
BCL2L13	-0.3	0.000559
BCL2L14	-0.193	0.0528
BCL2L15	0.119	0.00224
BCL2L2	0.189	0.0358
PABPN1///BCL2L2-PABPN1	-0.313	4.63e-05
PABPN1///BCL2L2-PABPN1	-0.277	4.21e-06
BCL6	-0.508	7.41e-07
BCL6B	-0.257	0.00355
BCL7A	-0.208	0.0653
BCL7B	-0.259	0.000512
BCL7C	-0.222	0.00672
BCL9	0.028	0.475
BCL9L	0.25	0.0219
BCLAF1	0.316	1.94e-10
BCO1	-0.047	0.521
BCO2	0.13	0.261
BCOR	1.23	1.89e-16
BCORL1	-0.122	0.0438
BCORP1	-0.00571	0.618
BCR	-0.464	2.81e-05
BCRP3	0.00717	0.827
BCS1L	0.126	0.094
BDH1	0.783	8.93e-05
BDH2	0.572	8.12e-08
BDKRB1	0.284	0.0665
BDKRB2	0.442	0.00157
BDNF	-0.131	0.351
BDNF-AS	-0.0182	0.493
BDP1	0.342	0.0649
BEAN1	0.151	0.0134
BECN1	0.179	0.00016
BEGAIN	-0.026	0.6
BEND2	-0.0052	0.874
BEND3	-0.541	1.19e-11
BEND4	0.282	2.93e-06
BEND5	0.35	0.002
BEND6	-0.757	1.14e-07
BEND7	0.729	0.000208
BEST1	-0.0379	0.456
BEST2	0.027	0.779
BEST3	0.294	0.00207
BEST4	0.0729	9.69e-05
BET1	-0.0615	0.513
BET1L	-0.195	0.0289
BEX1	0.0246	0.808
BEX2	1.11	5.46e-05
BEX3	-0.987	7.57e-18
BEX4	1.86	4.86e-18
BEX5	0.578	0.0118
BFAR	-0.883	1.73e-19
BFSP1	-0.322	0.000382
BFSP2	0.0893	0.00615
BFSP2-AS1	0.0174	0.394
BGLT3	0.0388	0.202
BGN	-2.02	8.73e-19
BHLHA15	0.032	0.889
GPRASP3	0.0922	0.264
BHLHE22	0.00717	0.565
BHLHE23	0.00777	0.162
BHLHE40	0.251	0.0531
BHLHE41	-0.168	0.481
BHMT	0.134	0.000444
BHMT2	0.262	0.000436
BICC1	-0.874	1.69e-05
BICD1	-1.24	7.21e-13
BICD2	-1.01	3.7e-10
BICDL1	0.461	0.00156
BICDL2	2.48	4.02e-26
BID	-2.26	1.29e-36
BIK	-0.689	0.00112
BIN1	0.0993	0.156
BIN2	-0.205	0.289
BIN3	0.262	0.000171
BIN3-IT1	-0.0513	0.534
BIRC2	-0.573	7.43e-05
BIRC3	-1.11	8.06e-06
BIRC5	-1.65	5.5e-16
BIRC6	0.0604	0.132
BIRC7	-0.00322	0.974
BIVM	0.133	0.128
BLACAT1	-0.839	2.98e-08
BLCAP	-0.252	0.00241
BLID	-0.00341	0.779
BLK	0.679	0.000273
BLM	-1.14	6.91e-11
BLMH	-0.0512	0.671
BLNK	2.37	5.1e-21
BLOC1S1	0.799	7.98e-28
RDH5///BLOC1S1-RDH5	0.171	0.000107
BLOC1S2	0.185	0.0219
BLOC1S3	-0.801	8.24e-12
BLOC1S4	-0.105	0.158
TXNDC5///BLOC1S5-TXNDC5	-0.609	6.08e-06
BLOC1S6	-0.396	1.95e-06
BLVRA	0.717	2e-09
BLVRB	1.22	3.29e-21
BLZF1	0.573	4.92e-10
BMF	-0.34	0.00136
BMP1	-2.33	4.02e-30
BMP10	0.00193	0.724
BMP15	0.00334	0.472
BMP2	-2.72	1.06e-19
BMP2K	-0.302	0.0102
BMP3	0.0026	0.57
BMP4	0.214	0.00528
BMP5	-0.0325	0.447
BMP6	-0.0779	0.502
BMP7	1.06	2.35e-06
BMP8A	-0.21	0.00396
BMP8B	-0.643	1.33e-06
BMPER	-0.0176	0.645
BMPR1A	-0.258	0.00705
BMPR1B	-1.27	7.91e-08
BMPR2	-0.618	1.8e-08
BMS1	-0.412	1.19e-08
BMS1P18///BMS1P17	-0.0121	0.6
BMS1P20	-1.97	8.65e-06
MBL1P///BMS1P21	0.0131	0.272
BMS1P1	-0.111	0.331
BMS1P2	0.0529	0.643
BMT2	0.348	5.29e-05
BMX	0.296	9.05e-06
BNC1	-3.17	3.15e-26
BNC2	0.234	0.28
BNIP1	0.082	0.112
BNIP2	-0.424	4.54e-09
BNIP3	-0.824	3.75e-05
BNIP3L	0.0932	0.329
BNIPL	2.36	5.86e-24
BNIPL	3.07	3.1e-19
BOC	1.62	5.15e-18
BOD1	-0.428	1.83e-08
BOD1L1	0.558	0.138
BOD1L2	-0.00416	0.766
BOK	0.0229	0.888
BOLA1	0.194	0.0733
BOLA2	-0.133	0.0381
BOLA2///BOLA2B	-0.516	6.69e-08
BOLA3	-0.342	0.000447
BOLA3-DT	0.0171	0.234
BOLL	0.031	0.0896
BORA	-0.941	3.08e-10
