ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
211864_s_at	4.55e-07	6.25e-08	-5.6117191	7.384503	-0.645	MYOF	myoferlin	MYOF	myoferlin
207282_s_at	0.0641	0.0257	-2.2466206	-4.79431	-0.146	MYOG	myogenin (myogenic factor 4)	MYOG	myogenin
205610_at	3.63e-08	4.21e-09	6.1322886	10.009703	1.25	MYOM1	myomesin 1	MYOM1	myomesin 1
205826_at	0.0157	0.0052	2.8238522	-3.374679	0.454	MYOM2	myomesin 2	MYOM2	myomesin 2
238124_at	0.0075	0.00229	3.0875603	-2.62632	0.458	MYOM3	myomesin 3	MYOM3	myomesin 3
219728_at	3.07e-05	5.75e-06	4.6540189	3.019968	2.21	MYOT	myotilin	MYOT	myotilin
219509_at	1.12e-10	9.15e-12	7.2221587	16.007072	2.47	MYOZ1	myozenin 1	MYOZ1	myozenin 1
211476_at	0.0266	0.00944	2.6195487	-3.911836	0.466	MYOZ2	myozenin 2	MYOZ2	myozenin 2
213955_at	1.31e-06	1.94e-07	5.3836519	6.288393	1.07	MYOZ3	myozenin 3	MYOZ3	myozenin 3
235367_at	0.000169	3.64e-05	4.2195022	1.257471	0.472	MYPN	myopalladin	MYPN	myopalladin
227937_at	0.794	0.659	-0.4419825	-7.190821	-0.0513	MYPOP	Myb related transcription factor, partner of profilin	MYPOP	Myb related transcription factor, partner of profilin
204073_s_at	0.41	0.243	-1.1698918	-6.606264	-0.104	MYRF	myelin regulatory factor	MYRF	myelin regulatory factor
1556267_at	0.117	0.0521	1.9536914	-5.396878	0.0854	MYRFL	myelin regulatory factor-like	MYRFL	myelin regulatory factor like
214156_at	2.04e-31	1.03e-33	14.5625247	65.964053	2.16	MYRIP	myosin VIIA and Rab interacting protein	MYRIP	myosin VIIA and Rab interacting protein
225760_at	0.0847	0.0355	2.1163188	-5.072294	0.175	MYSM1	Myb like, SWIRM and MPN domains 1	MYSM1	Myb like, SWIRM and MPN domains 1
215822_x_at	0.181	0.0873	1.7178867	-5.822961	0.0212	MYT1	myelin transcription factor 1	MYT1	myelin transcription factor 1
241485_at	0.832	0.716	0.364394	-7.222083	0.00329	MYT1L	myelin transcription factor 1 like	MYT1L	myelin transcription factor 1 like
228568_at	6.88e-40	9.69e-43	17.4304254	86.55929	3.84	MYZAP	myocardial zonula adherens protein	MYZAP	myocardial zonula adherens protein
212241_at	0.00113	0.000286	-3.6894491	-0.69303	-0.27	MYZAP///GCOM1///POLR2M	myocardial zonula adherens protein///GRINL1A complex locus 1///RNA polymerase II subunit M	POLR2M///GCOM1	RNA polymerase II subunit M///GCOM1, MYZAP-POLR2M combined locus
223565_at	5.92e-05	1.17e-05	-4.4911769	2.342725	-1.67	MZB1	marginal zone B and B1 cell specific protein	MZB1	marginal zone B and B1 cell specific protein
210336_x_at	1.13e-05	1.97e-06	4.8931355	4.049723	0.358	MZF1	myeloid zinc finger 1	MZF1	myeloid zinc finger 1
1568864_at	0.977	0.956	-0.0556681	-7.286914	-0.000482	MZF1-AS1	MZF1 antisense RNA 1	MZF1-AS1	MZF1 antisense RNA 1
225578_at	7.99e-05	1.61e-05	-4.4148344	2.03207	-0.461	MZT1	mitotic spindle organizing protein 1	MZT1	mitotic spindle organizing protein 1
212995_x_at	0.124	0.0553	1.927072	-5.447627	0.121	MZT2A///MZT2B///PHGDH	mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B///phosphoglycerate dehydrogenase	PHGDH///MZT2B	phosphoglycerate dehydrogenase///mitotic spindle organizing protein 2B
220720_x_at	0.658	0.483	-0.703076	-7.041561	-0.0457	MZT2B	mitotic spindle organizing protein 2B	MZT2B	mitotic spindle organizing protein 2B
204601_at	0.00126	0.000321	-3.6581697	-0.801018	-0.487	N4BP1	NEDD4 binding protein 1	N4BP1	NEDD4 binding protein 1
231996_at	0.682	0.512	0.6562995	-7.073289	0.0894	N4BP2	NEDD4 binding protein 2	N4BP2	NEDD4 binding protein 2
213375_s_at	4.1e-05	7.87e-06	4.582086	2.718372	0.67	N4BP2L1	NEDD4 binding protein 2 like 1	N4BP2L1	NEDD4 binding protein 2 like 1
221899_at	2.31e-05	4.25e-06	4.7220917	3.30889	0.43	N4BP2L2	NEDD4 binding protein 2 like 2	N4BP2L2	NEDD4 binding protein 2 like 2
215105_at	0.488	0.31	1.0182587	-6.771241	0.0235	N4BP2L2-IT2	N4BPL2 intronic transcript 2	N4BP2L2-IT2	N4BPL2 intronic transcript 2
214775_at	1.16e-18	3.29e-20	10.230932	35.171918	0.756	N4BP3	NEDD4 binding protein 3	N4BP3	NEDD4 binding protein 3
220311_at	0.476	0.299	-1.0410085	-6.747931	-0.103	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	N6AMT1	N-6 adenine-specific DNA methyltransferase 1
203025_at	4.54e-07	6.24e-08	-5.6120322	7.386032	-0.425	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit
210603_at	0.673	0.501	-0.6745178	-7.06119	-0.0288	NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit
222837_s_at	0.0131	0.00427	-2.8890619	-3.195353	-0.373	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit
1555450_a_at	4.79e-05	9.29e-06	4.5439441	2.560013	0.506	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit
223040_at	0.000527	0.000124	3.910404	0.092625	0.383	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit
227245_at	0.0297	0.0107	-2.5751578	-4.023561	-0.255	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit
231039_at	0.503	0.324	0.9889895	-6.80048	0.0587	NAA30	N(alpha)-acetyltransferase 30, NatC catalytic subunit	NAA30	N-alpha-acetyltransferase 30, NatC catalytic subunit
219362_at	0.526	0.344	-0.9484983	-6.839536	-0.0772	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit
224512_s_at	0.0234	0.00815	2.6709946	-3.780118	0.194	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit
218734_at	0.206	0.102	-1.6426649	-5.947694	-0.23	NAA40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit
239138_at	0.00503	0.00147	-3.2239171	-2.215449	-0.405	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit
45526_g_at	0.313	0.172	1.3715095	-6.351999	0.0862	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit
227135_at	2.2e-10	1.87e-11	7.1007882	15.30854	1.08	NAAA	N-acylethanolamine acid amidase	NAAA	N-acylethanolamine acid amidase
222161_at	2.15e-11	1.58e-12	7.5169842	17.733104	0.467	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2
207895_at	0.0924	0.0393	-2.0741465	-5.158858	-0.161	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1
1557998_at	0.844	0.733	-0.3414146	-7.230189	-0.00784	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2
241587_at	0.886	0.8	0.2534635	-7.256342	0.00194	NAALADL2-AS3	NAALADL2 antisense RNA 3	NAALADL2-AS3	NAALADL2 antisense RNA 3
211139_s_at	1.02e-06	1.49e-07	-5.4367481	6.54053	-0.764	NAB1	NGFI-A binding protein 1	NAB1	NGFI-A binding protein 1
212803_at	9.12e-12	6.37e-13	-7.6665803	18.62412	-0.541	NAB2	NGFI-A binding protein 2	NAB2	NGFI-A binding protein 2
222872_x_at	0.0568	0.0223	2.301344	-4.672844	0.306	NABP1	nucleic acid binding protein 1	NABP1	nucleic acid binding protein 1
218903_s_at	4.53e-06	7.36e-07	-5.1055001	4.998532	-0.48	NABP2	nucleic acid binding protein 2	NABP2	nucleic acid binding protein 2
200735_x_at	5.06e-14	2.59e-15	8.5449046	24.043369	0.329	NACA	nascent polypeptide-associated complex alpha subunit	NACA	nascent polypeptide associated complex subunit alpha
222224_at	0.503	0.324	-0.9893187	-6.800156	-0.0316	NACA2	nascent polypeptide associated complex alpha subunit 2	NACA2	nascent polypeptide associated complex subunit alpha 2
213630_at	0.11	0.0482	-1.9867072	-5.333002	-0.0867	NACAD	NAC alpha domain containing	NACAD	NAC alpha domain containing
211445_x_at	7.44e-08	9.08e-09	5.9870377	9.260516	0.0926	NACAP1	nascent polypeptide associated complex alpha subunit pseudogene 1	NACA4P	NACA family member 4, pseudogene
227651_at	2.98e-09	2.95e-10	-6.6183698	12.605652	-0.413	NACC1	nucleus accumbens associated 1	NACC1	nucleus accumbens associated 1
230050_at	0.0332	0.0121	-2.5300589	-4.135232	-0.11	NACC2	NACC family member 2	NACC2	NACC family member 2
213607_x_at	1.51e-17	4.94e-19	-9.83592	32.494511	-0.788	NADK	NAD kinase	NADK	NAD kinase
226946_at	6.16e-05	1.22e-05	-4.4809991	2.301055	-0.565	NADK2	NAD kinase 2, mitochondrial	NADK2	NAD kinase 2, mitochondrial
1563219_at	0.238	0.122	1.552331	-6.090289	0.0176	NADK2-AS1	NADK2 antisense RNA 1	NADK2-AS1	NADK2 antisense RNA 1
218840_s_at	0.000266	5.92e-05	4.099022	0.794453	0.615	NADSYN1	NAD synthetase 1	NADSYN1	NAD synthetase 1
202268_s_at	0.812	0.687	-0.4038994	-7.206916	-0.0285	NAE1	NEDD8 activating enzyme E1 subunit 1	NAE1	NEDD8 activating enzyme E1 subunit 1
244828_x_at	0.000166	3.56e-05	-4.2245581	1.277149	-0.323	NAF1	nuclear assembly factor 1 ribonucleoprotein	NAF1	nuclear assembly factor 1 ribonucleoprotein
210496_at	0.34	0.191	1.3117729	-6.431474	0.0326	NAG18	NAG18 mRNA	NAG18	NAG18 mRNA
202944_at	0.0168	0.00564	-2.7964083	-3.449015	-0.198	NAGA	alpha-N-acetylgalactosaminidase	NAGA	alpha-N-acetylgalactosaminidase
218231_at	5.75e-29	4.11e-31	13.7418811	60.031933	1.37	NAGK	N-acetylglucosamine kinase	NAGK	N-acetylglucosamine kinase
204360_s_at	0.275	0.146	-1.459832	-6.228129	-0.117	NAGLU	N-acetyl-alpha-glucosaminidase	NAGLU	N-acetyl-alpha-glucosaminidase
205090_s_at	0.000301	6.75e-05	-4.065981	0.669466	-0.325	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
236626_at	0.453	0.279	-1.0860142	-6.700317	-0.0815	NAGPA-AS1///ALG1	NAGPA antisense RNA 1///ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
229432_at	1.69e-06	2.55e-07	-5.3269131	6.021031	-0.594	NAGS	N-acetylglutamate synthase	NAGS	N-acetylglutamate synthase
227825_at	0.121	0.054	-1.9379578	-5.426955	-0.163	NAIF1	nuclear apoptosis inducing factor 1	NAIF1	nuclear apoptosis inducing factor 1
204860_s_at	0.00032	7.24e-05	-4.0485768	0.603978	-0.736	NAIP	NLR family apoptosis inhibitory protein	NAIP	NLR family apoptosis inhibitory protein
228608_at	0.904	0.827	-0.2185548	-7.26458	-0.0135	NALCN	sodium leak channel, non-selective	NALCN	sodium leak channel, non-selective
232828_at	0.69	0.522	0.6411904	-7.083073	0.00893	NALCN-AS1	NALCN antisense RNA 1	NALCN-AS1	NALCN antisense RNA 1
1559765_a_at	0.135	0.0611	-1.8825586	-5.530988	-0.0247	NALT1	NOTCH1 associated lncRNA in T-cell acute lymphoblastic leukemia 1	NALT1	NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1
243296_at	2.3e-06	3.57e-07	-5.2576858	5.69775	-0.947	NAMPT	nicotinamide phosphoribosyltransferase	NAMPT	nicotinamide phosphoribosyltransferase
220184_at	2.2e-05	4.04e-06	4.7336904	3.358457	0.24	NANOG	Nanog homeobox	NANOG	Nanog homeobox
228523_at	2.4e-08	2.72e-09	-6.2140275	10.436797	-1.51	NANOS1	nanos C2HC-type zinc finger 1	NANOS1	nanos C2HC-type zinc finger 1
1557767_at	0.782	0.643	0.4647361	-7.180514	0.00166	NANOS2	nanos C2HC-type zinc finger 2	NANOS2	nanos C2HC-type zinc finger 2
240311_at	0.328	0.183	1.3374808	-6.397698	0.0203	NANOS3	nanos C2HC-type zinc finger 3	NANOS3	nanos C2HC-type zinc finger 3
228073_at	3.73e-06	5.99e-07	-5.1489604	5.196588	-0.525	NANP	N-acetylneuraminic acid phosphatase	NANP	N-acetylneuraminic acid phosphatase
218189_s_at	0.243	0.125	1.5400046	-6.109136	0.136	NANS	N-acetylneuraminate synthase	NANS	N-acetylneuraminate synthase
213864_s_at	2.84e-05	5.3e-06	-4.6724153	3.097712	-0.32	NAP1L1	nucleosome assembly protein 1 like 1	NAP1L1	nucleosome assembly protein 1 like 1
219368_at	0.0946	0.0403	2.0628755	-5.18171	0.364	NAP1L2	nucleosome assembly protein 1 like 2	NAP1L2	nucleosome assembly protein 1 like 2
204749_at	0.83	0.713	0.3683661	-7.220629	0.057	NAP1L3	nucleosome assembly protein 1 like 3	NAP1L3	nucleosome assembly protein 1 like 3
1560339_s_at	1.72e-06	2.6e-07	-5.3230687	6.002994	-0.36	NAP1L4	nucleosome assembly protein 1 like 4	NAP1L4	nucleosome assembly protein 1 like 4
228063_s_at	0.0847	0.0355	2.1164473	-5.072028	0.252	NAP1L5	nucleosome assembly protein 1 like 5	NAP1L5	nucleosome assembly protein 1 like 5
208751_at	4.67e-05	9.04e-06	4.5503479	2.586525	0.477	NAPA	NSF attachment protein alpha	NAPA	NSF attachment protein alpha
239362_at	0.249	0.129	1.5247533	-6.132251	0.0714	NAPA-AS1	NAPA antisense RNA 1	NAPA-AS1	NAPA antisense RNA 1
1570441_at	9.65e-07	1.4e-07	-5.4494236	6.600998	-0.626	NAPB	NSF attachment protein beta	NAPB	NSF attachment protein beta
226041_at	1.84e-17	6.1e-19	-9.8050251	32.286696	-1.27	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
210048_at	0.00892	0.00278	-3.0272531	-2.802869	-0.329	NAPG	NSF attachment protein gamma	NAPG	NSF attachment protein gamma
226707_at	5.8e-05	1.14e-05	4.4964888	2.364504	0.654	NAPRT	nicotinate phosphoribosyltransferase	NAPRT	nicotinate phosphoribosyltransferase
223806_s_at	0.125	0.0563	1.9194871	-5.461964	0.0441	NAPSA	napsin A aspartic peptidase	NAPSA	napsin A aspartic peptidase
228056_s_at	0.122	0.0544	1.9346325	-5.433281	0.312	NAPSB	napsin B aspartic peptidase, pseudogene	NAPSB	napsin B aspartic peptidase (pseudogene)
237299_at	0.0366	0.0135	-2.4909377	-4.230597	-0.183	NARF	nuclear prelamin A recognition factor	NARF	nuclear prelamin A recognition factor
218742_at	0.00888	0.00276	3.0288681	-2.798183	0.0913	NARFL	nuclear prelamin A recognition factor like	CIAO3	cytosolic iron-sulfur assembly component 3
1555630_a_at	9.38e-16	3.83e-17	-9.189254	28.198226	-0.892	NARR///RAB34	nine-amino acid residue-repeats///RAB34, member RAS oncogene family	RAB34	RAB34, member RAS oncogene family
200027_at	0.000128	2.7e-05	4.291799	1.540745	0.283	NARS	asparaginyl-tRNA synthetase	NARS1	asparaginyl-tRNA synthetase 1
219217_at	0.46	0.285	-1.0722841	-6.715054	-0.112	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
201970_s_at	2.67e-09	2.62e-10	-6.6393872	12.720864	-0.547	NASP	nuclear autoantigenic sperm protein	NASP	nuclear autoantigenic sperm protein
214440_at	9.72e-06	1.67e-06	4.928457	4.205327	0.579	NAT1	N-acetyltransferase 1	NAT1	N-acetyltransferase 1
217884_at	0.139	0.0637	-1.8641791	-5.564859	-0.187	NAT10	N-acetyltransferase 10	NAT10	N-acetyltransferase 10
223284_at	3.38e-13	1.93e-14	-8.2295725	22.062798	-0.935	NAT14	N-acetyltransferase 14 (putative)	NAT14	N-acetyltransferase 14 (putative)
1564658_at	0.764	0.618	-0.4992669	-7.163886	-0.064	NAT16	N-acetyltransferase 16 (putative)	NAT16	N-acetyltransferase 16 (putative)
206797_at	0.711	0.548	0.6019498	-7.107422	0.00214	NAT2	N-acetyltransferase 2	NAT2	N-acetyltransferase 2
210874_s_at	0.989	0.979	0.0259049	-7.288128	0.00144	NAT6	N-acetyltransferase 6	NAA80	N-alpha-acetyltransferase 80, NatH catalytic subunit
206964_at	0.9	0.822	-0.2250777	-7.263133	-0.00116	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)
210289_at	0.0977	0.0419	2.046954	-5.213787	0.0363	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)	NAT8	N-acetyltransferase 8 (putative)
228880_at	0.95	0.906	-0.1178032	-7.281524	-0.00481	NAT8L	N-acetyltransferase 8 like	NAT8L	N-acetyltransferase 8 like
204382_at	3.94e-09	3.96e-10	-6.5654144	12.316425	-0.529	NAT9	N-acetyltransferase 9 (putative)	NAT9	N-acetyltransferase 9 (putative)
226657_at	6.44e-08	7.79e-09	6.016307	9.410467	0.753	NATD1	N-acetyltransferase domain containing 1	NATD1	N-acetyltransferase domain containing 1
224773_at	6.14e-32	2.92e-34	-14.7356896	67.215961	-2.85	NAV1	neuron navigator 1	NAV1	neuron navigator 1
218330_s_at	0.654	0.478	-0.709989	-7.036688	-0.0977	NAV2	neuron navigator 2	NAV2	neuron navigator 2
237512_at	0.747	0.595	0.5327744	-7.146615	0.00191	NAV2-AS2	NAV2 antisense RNA 2	NAV2-AS2	NAV2 antisense RNA 2
233077_at	0.848	0.739	-0.3342671	-7.232603	-0.00613	NAV2-AS4	NAV2 antisense RNA 4	NAV2-AS4	NAV2 antisense RNA 4
1562320_at	0.37	0.213	1.2504635	-6.50942	0.00648	NAV2-AS5	NAV2 antisense RNA 5	NAV2-AS5	NAV2 antisense RNA 5
1561050_a_at	0.937	0.883	0.147323	-7.27761	0.0021	NAV2-IT1	NAV2 intronic transcript 1	NAV2-IT1	NAV2 intronic transcript 1
1552658_a_at	0.0166	0.00558	-2.8003854	-3.438284	-0.477	NAV3	neuron navigator 3	NAV3	neuron navigator 3
217940_s_at	0.0437	0.0166	2.4155483	-4.410416	0.193	NAXD	NAD(P)HX dehydratase	NAXD	NAD(P)HX dehydratase
225427_s_at	0.00239	0.000645	-3.4636849	-1.454187	-0.251	NAXE	NAD(P)HX epimerase	NAXE	NAD(P)HX epimerase
242049_s_at	0.773	0.63	0.4830428	-7.171846	0.0462	NBAS	neuroblastoma amplified sequence	NBAS	NBAS subunit of NRZ tethering complex
241670_x_at	0.966	0.935	-0.0820916	-7.285093	-0.00425	NBAT1	neuroblastoma associated transcript 1	NBAT1	neuroblastoma associated transcript 1
221207_s_at	3.52e-12	2.31e-13	7.832329	19.622796	1.11	NBEA	neurobeachin	NBEA	neurobeachin
1561589_a_at	0.136	0.0621	-1.8753922	-5.544233	-0.0338	NBEAL1	neurobeachin like 1	NBEAL1	neurobeachin like 1
200088_x_at	1.13e-07	1.42e-08	5.90099	8.822691	0.246	NBEAL1///RPL12	neurobeachin like 1///ribosomal protein L12	RPL12///NBEAL1	ribosomal protein L12///neurobeachin like 1
212443_at	4.34e-26	4.63e-28	12.7755518	53.070294	1.58	NBEAL2	neurobeachin like 2	NBEAL2	neurobeachin like 2
1560683_at	0.447	0.274	-1.0976733	-6.687657	-0.086	NBEAP1	neurobeachin pseudogene 1	NBEAP1	neurobeachin pseudogene 1
201621_at	0.269	0.142	-1.473207	-6.208711	-0.185	NBL1	neuroblastoma 1, DAN family BMP antagonist	NBL1	NBL1, DAN family BMP antagonist
202906_s_at	3.65e-11	2.75e-12	-7.4246022	17.187908	-0.664	NBN	nibrin	NBN	nibrin
212854_x_at	0.00464	0.00134	3.2505011	-2.13347	0.206	NBPF1	neuroblastoma breakpoint family member 1	NBPF1	NBPF member 1
229447_x_at	0.00112	0.000283	3.6920446	-0.684033	0.217	NBPF10///NBPF8///NBPF11	neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 11	NBPF11///NBPF8///NBPF19	NBPF member 11///NBPF member 8///NBPF member 19
227926_s_at	3.06e-16	1.18e-17	-9.365729	29.359045	-1.28	NBPF20	neuroblastoma breakpoint family member 20	NBPF20	neuroblastoma breakpoint family member 20
201103_x_at	0.00154	0.000398	3.5987628	-1.003883	0.204	NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14	neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 14	NBPF12///NBPF11///NBPF15///NBPF9///NBPF8///NBPF10///NBPF20///NBPF19///NBPF26	NBPF member 12///NBPF member 11///NBPF member 15///NBPF member 9///NBPF member 8///NBPF member 10///NBPF member 20///NBPF member 19///NBPF member 26
213612_x_at	0.000693	0.000167	3.8324885	-0.188959	0.222	NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF12///NBPF14	neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 14	NBPF12///NBPF15///NBPF9///NBPF8///NBPF10///NBPF20///NBPF19///NBPF26	NBPF member 12///NBPF member 15///NBPF member 9///NBPF member 8///NBPF member 10///NBPF member 20///NBPF member 19///NBPF member 26
201104_x_at	1.28e-05	2.25e-06	4.8637528	3.920961	0.316	NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14	neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 14	NBPF14///NBPF11///NBPF15///NBPF8///NBPF10///NBPF20///NBPF19///NBPF26///NBPF25P	NBPF member 14///NBPF member 11///NBPF member 15///NBPF member 8///NBPF member 10///NBPF member 20///NBPF member 19///NBPF member 26///NBPF member 25, pseudogene
226740_x_at	0.000215	4.72e-05	4.1555764	1.010381	0.242	NBPF26///NBPF10///NBPF14	neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 14	NBPF14///NBPF10///NOTCH2NLB///NBPF19	NBPF member 14///NBPF member 10///notch 2 N-terminal like B///NBPF member 19
214693_x_at	0.0352	0.013	2.5062828	-4.193357	0.187	NBPF26///NBPF10///NBPF9///NBPF14	neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 14	NBPF14///NBPF1///NBPF12///NBPF11///NBPF15///NBPF9///NBPF8///NBPF10///NBPF20///NOTCH2NLB///NBPF19///NBPF26///NBPF25P///LOC102724250	NBPF member 14///NBPF member 1///NBPF member 12///NBPF member 11///NBPF member 15///NBPF member 9///NBPF member 8///NBPF member 10///NBPF member 20///notch 2 N-terminal like B///NBPF member 19///NBPF member 26///NBPF member 25, pseudogene///neuroblastoma breakpoint family member 1-like
223638_at	2.91e-07	3.88e-08	5.7063588	7.849231	0.517	NBPF3	neuroblastoma breakpoint family member 3	NBPF3	NBPF member 3
1553910_at	0.905	0.83	0.2150562	-7.265338	0.00329	NBPF4	neuroblastoma breakpoint family member 4	NBPF4	NBPF member 4
237917_at	0.842	0.73	0.3461098	-7.228576	0.00456	NBPF8	neuroblastoma breakpoint family member 8	NBPF8	neuroblastoma breakpoint family member 8
201384_s_at	2.39e-08	2.7e-09	6.2151739	10.442815	0.314	NBR1	NBR1, autophagy cargo receptor	NBR1	NBR1 autophagy cargo receptor
207631_at	0.184	0.0893	-1.7068696	-5.841569	-0.0639	NBR2	neighbor of BRCA1 gene 2 (non-protein coding)	NBR2	neighbor of BRCA1 lncRNA 2
211685_s_at	0.938	0.884	0.1466833	-7.277704	0.0277	NCALD	neurocalcin delta	NCALD	neurocalcin delta
212843_at	0.127	0.0572	1.9120248	-5.476017	0.167	NCAM1	neural cell adhesion molecule 1	NCAM1	neural cell adhesion molecule 1
234527_at	0.789	0.652	0.4517682	-7.186451	0.00925	NCAM2	neural cell adhesion molecule 2	NCAM2	neural cell adhesion molecule 2
205143_at	0.782	0.643	0.4647464	-7.180509	0.00219	NCAN	neurocan	NCAN	neurocan
201774_s_at	1.38e-06	2.05e-07	-5.3722337	6.234416	-0.658	NCAPD2	non-SMC condensin I complex subunit D2	NCAPD2	non-SMC condensin I complex subunit D2
212789_at	0.0143	0.00468	-2.8585295	-3.279789	-0.263	NCAPD3	non-SMC condensin II complex subunit D3	NCAPD3	non-SMC condensin II complex subunit D3
218662_s_at	3.02e-06	4.78e-07	-5.1966199	5.415276	-0.66	NCAPG	non-SMC condensin I complex subunit G	NCAPG	non-SMC condensin I complex subunit G
219588_s_at	1.13e-06	1.67e-07	-5.4143301	6.433846	-0.659	NCAPG2	non-SMC condensin II complex subunit G2	NCAPG2	non-SMC condensin II complex subunit G2
212949_at	5.47e-10	4.87e-11	-6.9354416	14.368643	-1.03	NCAPH	non-SMC condensin I complex subunit H	NCAPH	non-SMC condensin I complex subunit H
227076_at	0.107	0.0466	-2.0017632	-5.30353	-0.0947	NCAPH2	non-SMC condensin II complex subunit H2	NCAPH2	non-SMC condensin II complex subunit H2
209520_s_at	2.25e-11	1.66e-12	-7.5090194	17.685946	-0.788	NCBP1	nuclear cap binding protein subunit 1	NCBP1	nuclear cap binding protein subunit 1
201521_s_at	7.72e-17	2.77e-18	-9.5819668	30.793613	-1	NCBP2	nuclear cap binding protein subunit 2	NCBP2	nuclear cap binding protein subunit 2
225657_at	0.00075	0.000183	-3.8093287	-0.271708	-0.357	NCBP2-AS2	NCBP2 antisense RNA 2 (head to head)	NCBP2AS2	NCBP2 antisense 2 (head to head)
229342_at	1.11e-06	1.63e-07	5.419057	6.456313	0.491	NCBP3	nuclear cap binding subunit 3	NCBP3	nuclear cap binding subunit 3
209556_at	9.09e-05	1.86e-05	-4.3815441	1.897988	-0.282	NCDN	neurochondrin	NCDN	neurochondrin
225847_at	0.967	0.936	-0.0801354	-7.285252	-0.0152	NCEH1	neutral cholesterol ester hydrolase 1	NCEH1	neutral cholesterol ester hydrolase 1
