ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
653325_at	5.86e-07	1.58e-08	6.86	9.41132	3.92				
1_at	0.674	0.498	0.683	-6.56066	0.112	A1BG	alpha-1-B glycoprotein	A1BG	alpha-1-B glycoprotein
29974_at	0.455	0.27	-1.12	-6.17523	-0.0277	A1CF	APOBEC1 complementation factor	A1CF	APOBEC1 complementation factor
2_at	0.00919	0.00208	3.27	-1.96724	0.873	A2M	alpha-2-macroglobulin	A2M	alpha-2-macroglobulin
144568_at	3.94e-07	9.49e-09	7	9.90691	4.34	A2ML1	alpha-2-macroglobulin like 1	A2ML1	alpha-2-macroglobulin like 1
53947_at	0.822	0.666	0.434	-6.69982	0.0483	A4GALT	alpha 1,4-galactosyltransferase	A4GALT	alpha 1,4-galactosyltransferase
51146_at	1	1	0	-6.79485	0	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
8086_at	0.743	0.576	0.563	-6.63549	0.0884	AAAS	aladin WD repeat nucleoporin	AAAS	aladin WD repeat nucleoporin
65985_at	0.0427	0.0133	2.58	-3.6683	0.482	AACS	acetoacetyl-CoA synthetase	AACS	acetoacetyl-CoA synthetase
13_at	1.03e-06	3.29e-08	6.64	8.69317	3.9	AADAC	arylacetamide deacetylase	AADAC	arylacetamide deacetylase
344752_at	0.000423	5.1e-05	4.47	1.55429	3.2	AADACL2	arylacetamide deacetylase like 2	AADACL2	arylacetamide deacetylase like 2
201651_at	1	0.936	-0.0813	-6.79151	-0.0294	AADACP1	arylacetamide deacetylase pseudogene 1	AADACP1	arylacetamide deacetylase pseudogene 1
51166_at	0.485	0.296	1.06	-6.23681	0.0905	AADAT	aminoadipate aminotransferase	AADAT	aminoadipate aminotransferase
195827_at	0.00209	0.000347	-3.87	-0.27818	-0.885	AAED1	AhpC/TSA antioxidant enzyme domain containing 1	AAED1	AhpC/TSA antioxidant enzyme domain containing 1
79719_at	0.00205	0.000339	-3.88	-0.25698	-0.307	AAGAB	alpha- and gamma-adaptin binding protein	AAGAB	alpha- and gamma-adaptin binding protein
22848_at	0.668	0.492	-0.692	-6.55448	-0.00182	AAK1	AP2 associated kinase 1	AAK1	AP2 associated kinase 1
28971_at	3.63e-05	2.59e-06	5.37	4.43478	0.784	AAMDC	adipogenesis associated Mth938 domain containing	AAMDC	adipogenesis associated Mth938 domain containing
14_at	0.776	0.613	-0.509	-6.66448	-0.0742	AAMP	angio associated migratory cell protein	AAMP	angio associated migratory cell protein
15_at	1	0.997	0.00393	-6.79484	8.3e-06	AANAT	aralkylamine N-acetyltransferase	AANAT	aralkylamine N-acetyltransferase
25980_at	0.00529	0.00107	-3.49	-1.3431	-0.651	AAR2	AAR2 splicing factor homolog	AAR2	AAR2 splicing factor homolog
16_at	3.47e-05	2.46e-06	-5.38	4.48758	-0.806	AARS	alanyl-tRNA synthetase	AARS	alanyl-tRNA synthetase
57505_at	0.462	0.277	1.1	-6.19071	0.153	AARS2	alanyl-tRNA synthetase 2, mitochondrial	AARS2	alanyl-tRNA synthetase 2, mitochondrial
80755_at	0.589	0.41	-0.831	-6.44882	-0.102	AARSD1	alanyl-tRNA synthetase domain containing 1	AARSD1	alanyl-tRNA synthetase domain containing 1
132949_at	0.583	0.404	0.841	-6.44026	0.146	AASDH	aminoadipate-semialdehyde dehydrogenase	AASDH	aminoadipate-semialdehyde dehydrogenase
60496_at	0.215	0.0986	1.69	-5.40312	0.173	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
10157_at	0.000471	5.78e-05	4.43	1.4349	0.633	AASS	aminoadipate-semialdehyde synthase	AASS	aminoadipate-semialdehyde synthase
26574_at	0.000393	4.69e-05	-4.5	1.63519	-0.735	AATF	apoptosis antagonizing transcription factor	AATF	apoptosis antagonizing transcription factor
9625_at	0.148	0.0613	-1.92	-5.00829	-0.157	AATK	apoptosis associated tyrosine kinase	AATK	apoptosis associated tyrosine kinase
18_at	0.0327	0.00959	2.7	-3.37522	0.599	ABAT	4-aminobutyrate aminotransferase	ABAT	4-aminobutyrate aminotransferase
19_at	0.0324	0.00949	-2.71	-3.36532	-0.548	ABCA1	ATP binding cassette subfamily A member 1	ABCA1	ATP binding cassette subfamily A member 1
26154_at	0.0984	0.0368	-2.15	-4.57236	-1.32	ABCA12	ATP binding cassette subfamily A member 12	ABCA12	ATP binding cassette subfamily A member 12
154664_at	0.0335	0.00989	-2.69	-3.40266	-1.08	ABCA13	ATP binding cassette subfamily A member 13	ABCA13	ATP binding cassette subfamily A member 13
650655_at	0.365	0.2	1.3	-5.95529	0.145	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene	ABCA17P	ATP binding cassette subfamily A member 17, pseudogene
20_at	0.473	0.285	1.08	-6.21236	0.0222	ABCA2	ATP binding cassette subfamily A member 2	ABCA2	ATP binding cassette subfamily A member 2
21_at	1.25e-05	7.11e-07	5.75	5.69397	0.868	ABCA3	ATP binding cassette subfamily A member 3	ABCA3	ATP binding cassette subfamily A member 3
24_at	0.218	0.1	-1.68	-5.41867	-0.125	ABCA4	ATP binding cassette subfamily A member 4	ABCA4	ATP binding cassette subfamily A member 4
23461_at	7.71e-05	6.61e-06	5.09	3.52774	1.31	ABCA5	ATP binding cassette subfamily A member 5	ABCA5	ATP binding cassette subfamily A member 5
23460_at	1.73e-07	3.31e-09	7.31	10.9383	2.78	ABCA6	ATP binding cassette subfamily A member 6	ABCA6	ATP binding cassette subfamily A member 6
10347_at	0.388	0.217	1.25	-6.01572	0.154	ABCA7	ATP binding cassette subfamily A member 7	ABCA7	ATP binding cassette subfamily A member 7
10351_at	5.16e-09	3.89e-11	8.63	15.28331	5.55	ABCA8	ATP binding cassette subfamily A member 8	ABCA8	ATP binding cassette subfamily A member 8
10350_at	0.000491	6.09e-05	4.42	1.38457	1.27	ABCA9	ATP binding cassette subfamily A member 9	ABCA9	ATP binding cassette subfamily A member 9
5243_at	3.24e-06	1.35e-07	6.23	7.31599	1.37	ABCB1	ATP binding cassette subfamily B member 1	ABCB1	ATP binding cassette subfamily B member 1
23456_at	0.00042	5.06e-05	4.48	1.56351	0.593	ABCB10	ATP binding cassette subfamily B member 10	ABCB10	ATP binding cassette subfamily B member 10
8647_at	1	1	0	-6.79485	0	ABCB11	ATP binding cassette subfamily B member 11	ABCB11	ATP binding cassette subfamily B member 11
5244_at	0.226	0.105	1.65	-5.4567	0.327	ABCB4	ATP binding cassette subfamily B member 4	ABCB4	ATP binding cassette subfamily B member 4
340273_at	1	1	0	-6.79485	0	ABCB5	ATP binding cassette subfamily B member 5	ABCB5	ATP binding cassette subfamily B member 5
10058_at	0.979	0.865	0.171	-6.78001	0.04	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
22_at	0.0545	0.0179	2.46	-3.93722	0.241	ABCB7	ATP binding cassette subfamily B member 7	ABCB7	ATP binding cassette subfamily B member 7
11194_at	0.302	0.154	-1.45	-5.76063	-0.0172	ABCB8	ATP binding cassette subfamily B member 8	ABCB8	ATP binding cassette subfamily B member 8
23457_at	1	0.975	-0.0318	-6.79434	-0.00017	ABCB9	ATP binding cassette subfamily B member 9	ABCB9	ATP binding cassette subfamily B member 9
4363_at	0.0362	0.0109	-2.65	-3.4905	-0.503	ABCC1	ATP binding cassette subfamily C member 1	ABCC1	ATP binding cassette subfamily C member 1
89845_at	8.69e-05	7.67e-06	-5.05	3.38304	-0.936	ABCC10	ATP binding cassette subfamily C member 10	ABCC10	ATP binding cassette subfamily C member 10
85320_at	1	0.934	0.0827	-6.7914	0.00127	ABCC11	ATP binding cassette subfamily C member 11	ABCC11	ATP binding cassette subfamily C member 11
94160_at	1	1	0	-6.79485	0	ABCC12	ATP binding cassette subfamily C member 12	ABCC12	ATP binding cassette subfamily C member 12
150000_at	0.5	0.314	-1.02	-6.27755	-0.0155	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)
1244_at	0.701	0.528	-0.636	-6.59153	-0.00289	ABCC2	ATP binding cassette subfamily C member 2	ABCC2	ATP binding cassette subfamily C member 2
8714_at	0.805	0.647	-0.461	-6.68785	-0.113	ABCC3	ATP binding cassette subfamily C member 3	ABCC3	ATP binding cassette subfamily C member 3
10257_at	0.0463	0.0146	-2.54	-3.75749	-0.407	ABCC4	ATP binding cassette subfamily C member 4	ABCC4	ATP binding cassette subfamily C member 4
10057_at	1	0.98	-0.0248	-6.79454	-0.0074	ABCC5	ATP binding cassette subfamily C member 5	ABCC5	ATP binding cassette subfamily C member 5
368_at	0.517	0.334	0.977	-6.31777	0.0174	ABCC6	ATP binding cassette subfamily C member 6	ABCC6	ATP binding cassette subfamily C member 6
6833_at	0.69	0.516	0.654	-6.5798	0.00391	ABCC8	ATP binding cassette subfamily C member 8	ABCC8	ATP binding cassette subfamily C member 8
10060_at	0.445	0.262	1.14	-6.15302	0.174	ABCC9	ATP binding cassette subfamily C member 9	ABCC9	ATP binding cassette subfamily C member 9
215_at	0.031	0.00896	-2.73	-3.31361	-0.37	ABCD1	ATP binding cassette subfamily D member 1	ABCD1	ATP binding cassette subfamily D member 1
225_at	0.943	0.817	0.232	-6.76765	0.00176	ABCD2	ATP binding cassette subfamily D member 2	ABCD2	ATP binding cassette subfamily D member 2
5825_at	0.000687	9.1e-05	4.29	0.99892	0.679	ABCD3	ATP binding cassette subfamily D member 3	ABCD3	ATP binding cassette subfamily D member 3
5826_at	0.922	0.789	0.27	-6.75821	0.00315	ABCD4	ATP binding cassette subfamily D member 4	ABCD4	ATP binding cassette subfamily D member 4
6059_at	0.181	0.0791	-1.8	-5.22278	-0.237	ABCE1	ATP binding cassette subfamily E member 1	ABCE1	ATP binding cassette subfamily E member 1
23_at	0.000641	8.34e-05	-4.32	1.08269	-0.613	ABCF1	ATP binding cassette subfamily F member 1	ABCF1	ATP binding cassette subfamily F member 1
10061_at	0.948	0.824	0.224	-6.76955	0.0311	ABCF2	ATP binding cassette subfamily F member 2	ABCF2	ATP binding cassette subfamily F member 2
55324_at	0.000276	3.05e-05	-4.63	2.0493	-0.768	ABCF3	ATP binding cassette subfamily F member 3	ABCF3	ATP binding cassette subfamily F member 3
9619_at	1.76e-05	1.08e-06	-5.63	5.29048	-1.04	ABCG1	ATP binding cassette subfamily G member 1	ABCG1	ATP binding cassette subfamily G member 1
9429_at	0.115	0.0446	2.07	-4.7379	0.577	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
64137_at	0.701	0.529	-0.635	-6.59221	-0.0437	ABCG4	ATP binding cassette subfamily G member 4	ABCG4	ATP binding cassette subfamily G member 4
64240_at	0.515	0.331	0.983	-6.31211	0.00552	ABCG5	ATP binding cassette subfamily G member 5	ABCG5	ATP binding cassette subfamily G member 5
64241_at	1	0.961	0.0487	-6.79365	0.000103	ABCG8	ATP binding cassette subfamily G member 8	ABCG8	ATP binding cassette subfamily G member 8
84696_at	0.503	0.317	-1.01	-6.28412	-0.012	ABHD1	abhydrolase domain containing 1	ABHD1	abhydrolase domain containing 1
55347_at	0.0345	0.0103	-2.68	-3.43698	-0.484	ABHD10	abhydrolase domain containing 10	ABHD10	abhydrolase domain containing 10
83451_at	0.789	0.628	0.488	-6.67509	0.0597	ABHD11	abhydrolase domain containing 11	ABHD11	abhydrolase domain containing 11
26090_at	0.319	0.166	1.41	-5.81823	0.243	ABHD12	abhydrolase domain containing 12	ABHD12	abhydrolase domain containing 12
145447_at	1	0.941	-0.0746	-6.79204	-0.000161	ABHD12B	abhydrolase domain containing 12B	ABHD12B	abhydrolase domain containing 12B
84945_at	0.00193	0.000316	3.9	-0.18875	0.476	ABHD13	abhydrolase domain containing 13	ABHD13	abhydrolase domain containing 13
25864_at	0.0126	0.00303	3.13	-2.3175	0.821	ABHD14A	abhydrolase domain containing 14A	ABHD14A	abhydrolase domain containing 14A
84836_at	0.000231	2.47e-05	4.69	2.25322	1.07	ABHD14B	abhydrolase domain containing 14B	ABHD14B	abhydrolase domain containing 14B
116236_at	0.161	0.068	-1.87	-5.09659	-0.337	ABHD15	abhydrolase domain containing 15	ABHD15	abhydrolase domain containing 15
7920_at	0.31	0.16	1.43	-5.78644	0.232	ABHD16A	abhydrolase domain containing 16A	ABHD16A	abhydrolase domain containing 16A
140701_at	1	1	0	-6.79485	0	ABHD16B	abhydrolase domain containing 16B	ABHD16B	abhydrolase domain containing 16B
51104_at	0.065	0.0222	2.37	-4.12892	0.338	ABHD17B	abhydrolase domain containing 17B	ABHD17B	abhydrolase domain containing 17B
58489_at	0.0163	0.00411	3.02	-2.59971	0.712	ABHD17C	abhydrolase domain containing 17C	ABHD17C	abhydrolase domain containing 17C
80167_at	0.234	0.11	-1.63	-5.49148	-0.267	ABHD18	abhydrolase domain containing 18	ABHD18	abhydrolase domain containing 18
11057_at	0.0231	0.00627	-2.87	-2.98674	-0.508	ABHD2	abhydrolase domain containing 2	ABHD2	abhydrolase domain containing 2
171586_at	0.213	0.0973	-1.69	-5.39233	-0.244	ABHD3	abhydrolase domain containing 3	ABHD3	abhydrolase domain containing 3
63874_at	0.301	0.154	-1.45	-5.75716	-0.258	ABHD4	abhydrolase domain containing 4	ABHD4	abhydrolase domain containing 4
51099_at	0.000244	2.65e-05	4.67	2.18558	1.02	ABHD5	abhydrolase domain containing 5	ABHD5	abhydrolase domain containing 5
57406_at	0.00564	0.00116	3.47	-1.4155	0.627	ABHD6	abhydrolase domain containing 6	ABHD6	abhydrolase domain containing 6
79575_at	0.146	0.0602	-1.93	-4.99406	-0.0921	ABHD8	abhydrolase domain containing 8	ABHD8	abhydrolase domain containing 8
10006_at	0.464	0.278	1.1	-6.19408	0.0991	ABI1	abl interactor 1	ABI1	abl interactor 1
10152_at	0.526	0.344	-0.955	-6.33886	-0.0616	ABI2	abl-interactor 2	ABI2	abl-interactor 2
51225_at	0.683	0.508	0.667	-6.57127	0.117	ABI3	ABI family member 3	ABI3	ABI family member 3
25890_at	1.42e-06	4.89e-08	6.53	8.30407	3.65	ABI3BP	ABI family member 3 binding protein	ABI3BP	ABI family member 3 binding protein
25_at	0.88	0.735	-0.34	-6.73649	-0.0897	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
27_at	0.00021	2.21e-05	-4.73	2.3614	-0.99	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase
3983_at	4.81e-08	6.54e-10	7.79	12.52252	1.38	ABLIM1	actin binding LIM protein 1	ABLIM1	actin binding LIM protein 1
84448_at	0.0115	0.00273	3.17	-2.21816	0.872	ABLIM2	actin binding LIM protein family member 2	ABLIM2	actin binding LIM protein family member 2
22885_at	0.0151	0.00376	3.05	-2.51679	1.23	ABLIM3	actin binding LIM protein family member 3	ABLIM3	actin binding LIM protein family member 3
28_at	0.921	0.787	0.272	-6.75741	0.00059	ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
29_at	0.00193	0.000316	3.9	-0.18817	0.458	ABR	active BCR-related	ABR	active BCR-related
137735_at	0.216	0.0988	1.69	-5.40502	0.575	ABRA	actin binding Rho activating protein	ABRA	actin binding Rho activating protein
58527_at	0.00371	0.000694	-3.64	-0.93606	-0.566	ABRACL	ABRA C-terminal like	ABRACL	ABRA C-terminal like
29777_at	0.169	0.0727	-1.84	-5.15195	-0.456	ABT1	activator of basal transcription 1	ABT1	activator of basal transcription 1
80325_at	0.0428	0.0133	-2.58	-3.67334	-0.457	ABTB1	ankyrin repeat and BTB domain containing 1	ABTB1	ankyrin repeat and BTB domain containing 1
25841_at	0.292	0.147	-1.48	-5.72189	-0.0109	ABTB2	ankyrin repeat and BTB domain containing 2	ABTB2	ankyrin repeat and BTB domain containing 2
30_at	0.000439	5.32e-05	4.46	1.51367	0.809	ACAA1	acetyl-CoA acyltransferase 1	ACAA1	acetyl-CoA acyltransferase 1
10449_at	0.000108	9.97e-06	4.97	3.13002	1.11	ACAA2	acetyl-CoA acyltransferase 2	ACAA2	acetyl-CoA acyltransferase 2
31_at	0.169	0.0726	-1.84	-5.15125	-0.305	ACACA	acetyl-CoA carboxylase alpha	ACACA	acetyl-CoA carboxylase alpha
32_at	1.14e-06	3.76e-08	6.6	8.56235	1.55	ACACB	acetyl-CoA carboxylase beta	ACACB	acetyl-CoA carboxylase beta
80724_at	0.779	0.617	0.504	-6.66705	0.00113	ACAD10	acyl-CoA dehydrogenase family member 10	ACAD10	acyl-CoA dehydrogenase family member 10
84129_at	0.119	0.0464	2.05	-4.77279	0.314	ACAD11	acyl-CoA dehydrogenase family member 11	ACAD11	acyl-CoA dehydrogenase family member 11
27034_at	0.000224	2.38e-05	4.71	2.29043	0.953	ACAD8	acyl-CoA dehydrogenase family member 8	ACAD8	acyl-CoA dehydrogenase family member 8
28976_at	0.0543	0.0178	-2.46	-3.93254	-0.323	ACAD9	acyl-CoA dehydrogenase family member 9	ACAD9	acyl-CoA dehydrogenase family member 9
33_at	0.099	0.0372	2.15	-4.58065	0.405	ACADL	acyl-CoA dehydrogenase, long chain	ACADL	acyl-CoA dehydrogenase, long chain
34_at	0.000115	1.08e-05	4.94	3.05033	0.714	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
35_at	0.04	0.0123	2.61	-3.60028	0.337	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
36_at	1.18e-07	2.01e-09	7.46	11.42329	2.27	ACADSB	acyl-CoA dehydrogenase, short/branched chain	ACADSB	acyl-CoA dehydrogenase, short/branched chain
37_at	0.00016	1.6e-05	4.83	2.67256	0.99	ACADVL	acyl-CoA dehydrogenase, very long chain	ACADVL	acyl-CoA dehydrogenase, very long chain
176_at	0.323	0.169	-1.4	-5.83027	-0.0198	ACAN	aggrecan	ACAN	aggrecan
9744_at	0.949	0.825	0.222	-6.76995	0.0518	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
23527_at	0.52	0.338	-0.969	-6.3257	-0.159	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
38_at	3.51e-07	8.11e-09	7.05	10.06118	1.35	ACAT1	acetyl-CoA acetyltransferase 1	ACAT1	acetyl-CoA acetyltransferase 1
39_at	0.953	0.831	-0.214	-6.77171	-0.041	ACAT2	acetyl-CoA acetyltransferase 2	ACAT2	acetyl-CoA acetyltransferase 2
64746_at	0.476	0.288	-1.07	-6.21927	-0.117	ACBD3	acyl-CoA binding domain containing 3	ACBD3	acyl-CoA binding domain containing 3
79777_at	0.128	0.0514	2	-4.85879	0.0684	ACBD4	acyl-CoA binding domain containing 4	ACBD4	acyl-CoA binding domain containing 4
91452_at	1	0.927	0.0916	-6.79061	0.00873	ACBD5	acyl-CoA binding domain containing 5	ACBD5	acyl-CoA binding domain containing 5
84320_at	0.46	0.275	-1.11	-6.1866	-0.133	ACBD6	acyl-CoA binding domain containing 6	ACBD6	acyl-CoA binding domain containing 6
84680_at	0.146	0.06	1.93	-4.99109	0.34	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
65057_at	0.000445	5.41e-05	-4.45	1.49824	-0.761	ACD	adrenocortical dysplasia homolog	ACD	adrenocortical dysplasia homolog
1636_at	0.759	0.594	0.536	-6.65009	0.0124	ACE	angiotensin I converting enzyme	ACE	angiotensin I converting enzyme
59272_at	0.583	0.405	-0.841	-6.44085	-0.362	ACE2	angiotensin I converting enzyme 2	ACE2	angiotensin I converting enzyme 2
55331_at	0.879	0.734	0.342	-6.73604	0.0528	ACER3	alkaline ceramidase 3	ACER3	alkaline ceramidase 3
43_at	0.512	0.327	0.99	-6.3052	0.225	ACHE	acetylcholinesterase (Cartwright blood group)	ACHE	acetylcholinesterase (Cartwright blood group)
22985_at	0.191	0.0848	-1.76	-5.28007	-0.278	ACIN1	apoptotic chromatin condensation inducer 1	ACIN1	apoptotic chromatin condensation inducer 1
2532_at	8.87e-07	2.7e-08	6.7	8.886	4.5	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
1238_at	0.527	0.345	-0.954	-6.34032	-0.0207	ACKR2	atypical chemokine receptor 2	ACKR2	atypical chemokine receptor 2
57007_at	0.000208	2.18e-05	-4.73	2.37497	-1.46	ACKR3	atypical chemokine receptor 3	ACKR3	atypical chemokine receptor 3
47_at	3.95e-07	9.58e-09	-7	9.89727	-1.07	ACLY	ATP citrate lyase	ACLY	ATP citrate lyase
130013_at	0.512	0.327	0.992	-6.30381	0.0326	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	ACMSD	aminocarboxymuconate semialdehyde decarboxylase
48_at	0.928	0.796	-0.26	-6.76086	-0.0544	ACO1	aconitase 1	ACO1	aconitase 1
50_at	0.249	0.119	1.59	-5.55833	0.318	ACO2	aconitase 2	ACO2	aconitase 2
26027_at	1	0.999	0.00172	-6.79485	0.000358	ACOT11	acyl-CoA thioesterase 11	ACOT11	acyl-CoA thioesterase 11
134526_at	0.858	0.708	-0.377	-6.7232	-0.00236	ACOT12	acyl-CoA thioesterase 12	ACOT12	acyl-CoA thioesterase 12
55856_at	0.0695	0.0241	-2.33	-4.20235	-0.351	ACOT13	acyl-CoA thioesterase 13	ACOT13	acyl-CoA thioesterase 13
122970_at	0.689	0.515	-0.656	-6.5789	-0.149	ACOT4	acyl-CoA thioesterase 4	ACOT4	acyl-CoA thioesterase 4
641372_at	1	1	0	-6.79485	0	ACOT6	acyl-CoA thioesterase 6	ACOT6	acyl-CoA thioesterase 6
11332_at	3.88e-06	1.68e-07	-6.17	7.09824	-1.43	ACOT7	acyl-CoA thioesterase 7	ACOT7	acyl-CoA thioesterase 7
10005_at	0.502	0.316	-1.01	-6.28154	-0.268	ACOT8	acyl-CoA thioesterase 8	ACOT8	acyl-CoA thioesterase 8
23597_at	1.88e-08	1.99e-10	-8.14	13.68469	-1.14	ACOT9	acyl-CoA thioesterase 9	ACOT9	acyl-CoA thioesterase 9
51_at	0.000172	1.74e-05	4.8	2.59218	0.709	ACOX1	acyl-CoA oxidase 1	ACOX1	acyl-CoA oxidase 1
8309_at	4e-05	2.92e-06	5.33	4.31898	1.46	ACOX2	acyl-CoA oxidase 2	ACOX2	acyl-CoA oxidase 2
8310_at	0.00203	0.000334	3.88	-0.2422	0.668	ACOX3	acyl-CoA oxidase 3, pristanoyl	ACOX3	acyl-CoA oxidase 3, pristanoyl
55289_at	0.867	0.719	-0.362	-6.72886	-0.0182	ACOXL	acyl-CoA oxidase-like	ACOXL	acyl-CoA oxidase-like
52_at	0.0137	0.00335	-3.1	-2.41015	-0.447	ACP1	acid phosphatase 1, soluble	ACP1	acid phosphatase 1, soluble
53_at	0.000131	1.25e-05	-4.9	2.90723	-0.997	ACP2	acid phosphatase 2, lysosomal	ACP2	acid phosphatase 2, lysosomal
54_at	9.62e-07	3.03e-08	-6.67	8.7726	-1.82	ACP5	acid phosphatase 5, tartrate resistant	ACP5	acid phosphatase 5, tartrate resistant
51205_at	0.00105	0.000152	4.13	0.50593	1.1	ACP6	acid phosphatase 6, lysophosphatidic	ACP6	acid phosphatase 6, lysophosphatidic
55_at	3.4e-09	2.22e-11	8.8	15.83102	4.4	ACPP	acid phosphatase, prostate	ACPP	acid phosphatase, prostate
93650_at	0.585	0.407	-0.837	-6.44439	-0.0865	ACPT	acid phosphatase, testicular	ACPT	acid phosphatase, testicular
84519_at	1	0.969	0.0385	-6.7941	8.13e-05	ACRBP	acrosin binding protein	ACRBP	acrosin binding protein
93953_at	0.733	0.565	0.58	-6.62572	0.117	ACRC	acidic repeat containing	ACRC	acidic repeat containing
56_at	0.498	0.309	-1.03	-6.26772	-0.121	ACRV1	acrosomal vesicle protein 1	ACRV1	acrosomal vesicle protein 1
23205_at	1	1	0	-6.79485	0	ACSBG1	acyl-CoA synthetase bubblegum family member 1	ACSBG1	acyl-CoA synthetase bubblegum family member 1
81616_at	0.906	0.767	0.298	-6.75016	0.00117	ACSBG2	acyl-CoA synthetase bubblegum family member 2	ACSBG2	acyl-CoA synthetase bubblegum family member 2
80221_at	0.487	0.298	1.05	-6.24182	0.169	ACSF2	acyl-CoA synthetase family member 2	ACSF2	acyl-CoA synthetase family member 2
197322_at	0.978	0.864	-0.172	-6.77996	-0.00042	ACSF3	acyl-CoA synthetase family member 3	ACSF3	acyl-CoA synthetase family member 3
2180_at	0.0139	0.0034	3.09	-2.42195	0.803	ACSL1	acyl-CoA synthetase long-chain family member 1	ACSL1	acyl-CoA synthetase long-chain family member 1
2181_at	0.0231	0.00627	2.87	-2.98672	0.399	ACSL3	acyl-CoA synthetase long-chain family member 3	ACSL3	acyl-CoA synthetase long-chain family member 3
51703_at	0.111	0.043	2.08	-4.7055	0.714	ACSL5	acyl-CoA synthetase long-chain family member 5	ACSL5	acyl-CoA synthetase long-chain family member 5
23305_at	0.463	0.277	1.1	-6.1917	0.0236	ACSL6	acyl-CoA synthetase long-chain family member 6	ACSL6	acyl-CoA synthetase long-chain family member 6
116285_at	0.641	0.464	-0.739	-6.52106	-0.0115	ACSM1	acyl-CoA synthetase medium-chain family member 1	ACSM1	acyl-CoA synthetase medium-chain family member 1
6296_at	0.0661	0.0226	2.36	-4.1453	0.235	ACSM3	acyl-CoA synthetase medium-chain family member 3	ACSM3	acyl-CoA synthetase medium-chain family member 3
54988_at	0.0169	0.00428	3.01	-2.63644	0.291	ACSM5	acyl-CoA synthetase medium-chain family member 5	ACSM5	acyl-CoA synthetase medium-chain family member 5
84532_at	0.062	0.021	2.39	-4.07706	0.511	ACSS1	acyl-CoA synthetase short-chain family member 1	ACSS1	acyl-CoA synthetase short-chain family member 1
55902_at	0.0196	0.00513	2.94	-2.80216	0.415	ACSS2	acyl-CoA synthetase short-chain family member 2	ACSS2	acyl-CoA synthetase short-chain family member 2
79611_at	0.0481	0.0154	2.52	-3.80167	0.399	ACSS3	acyl-CoA synthetase short-chain family member 3	ACSS3	acyl-CoA synthetase short-chain family member 3
58_at	0.00773	0.00169	3.34	-1.77155	4.02	ACTA1	actin, alpha 1, skeletal muscle	ACTA1	actin, alpha 1, skeletal muscle
59_at	1	0.96	0.0499	-6.79359	0.0132	ACTA2	actin, alpha 2, smooth muscle, aorta	ACTA2	actin, alpha 2, smooth muscle, aorta
60_at	0.101	0.0381	-2.14	-4.60117	-0.6	ACTB	actin beta	ACTB	actin beta
70_at	0.557	0.378	0.891	-6.39753	0.9	ACTC1	actin, alpha, cardiac muscle 1	ACTC1	actin, alpha, cardiac muscle 1
71_at	0.693	0.52	-0.649	-6.58325	-0.0335	ACTG1	actin gamma 1	ACTG1	actin gamma 1
72_at	0.767	0.603	0.524	-6.65663	0.253	ACTG2	actin, gamma 2, smooth muscle, enteric	ACTG2	actin, gamma 2, smooth muscle, enteric
170487_at	0.228	0.107	1.65	-5.46743	0.107	ACTL10	actin like 10	ACTL10	actin like 10
