ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
202559_at	0.888	0.745	0.327	-6.74097	0.000709	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2
10656_at	0.112	0.0433	2.08	-4.71204	0.62	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
3795_at	0.722	0.552	0.599	-6.61432	0.00234	KHK	ketohexokinase	KHK	ketohexokinase
23351_at	0.229	0.107	-1.64	-5.46915	-0.202	KHNYN	KH and NYN domain containing	KHNYN	KH and NYN domain containing
8570_at	0.0222	0.00597	-2.88	-2.94204	-0.323	KHSRP	KH-type splicing regulatory protein	KHSRP	KH-type splicing regulatory protein
9674_at	0.0737	0.0259	-2.3	-4.26584	-0.36	KIAA0040	KIAA0040	KIAA0040	KIAA0040
9703_at	0.234	0.11	-1.63	-5.49322	-0.206	KIAA0100	KIAA0100	KIAA0100	KIAA0100
9768_at	3.94e-05	2.86e-06	-5.34	4.34034	-1.24	KIAA0101	KIAA0101	KIAA0101	KIAA0101
9812_at	2.79e-06	1.13e-07	6.28	7.48611	0.713	KIAA0141	KIAA0141	KIAA0141	KIAA0141
9897_at	5.39e-06	2.55e-07	-6.05	6.69336	-0.613	KIAA0196	KIAA0196	KIAA0196	KIAA0196
80183_at	0.432	0.251	-1.16	-6.12258	-0.465	KIAA0226L	KIAA0226 like	KIAA0226L	KIAA0226 like
9778_at	1.71e-06	6.16e-08	6.46	8.07891	1.06	KIAA0232	KIAA0232	KIAA0232	KIAA0232
9856_at	0.525	0.343	-0.958	-6.33593	-0.186	KIAA0319	KIAA0319	KIAA0319	KIAA0319
79932_at	0.92	0.785	-0.274	-6.75694	-0.0436	KIAA0319L	KIAA0319 like	KIAA0319L	KIAA0319 like
9710_at	0.0388	0.0119	2.62	-3.56712	0.322	KIAA0355	KIAA0355	KIAA0355	KIAA0355
23392_at	0.0243	0.00666	2.84	-3.04221	0.356	KIAA0368	KIAA0368	KIAA0368	KIAA0368
9692_at	0.0879	0.0321	-2.21	-4.45399	-0.306	KIAA0391	KIAA0391	KIAA0391	KIAA0391
9729_at	0.324	0.17	1.4	-5.83222	0.0164	KIAA0408	KIAA0408	KIAA0408	KIAA0408
9665_at	0.309	0.159	-1.43	-5.7826	-0.094	KIAA0430	KIAA0430	KIAA0430	KIAA0430
9764_at	0.4	0.226	1.23	-6.04592	0.249	KIAA0513	KIAA0513	KIAA0513	KIAA0513
23247_at	0.956	0.835	-0.21	-6.77259	-0.0217	KIAA0556	KIAA0556	KIAA0556	KIAA0556
9786_at	0.0864	0.0315	-2.22	-4.43532	-0.219	KIAA0586	KIAA0586	KIAA0586	KIAA0586
9851_at	0.071	0.0247	-2.32	-4.22449	-0.335	KIAA0753	KIAA0753	KIAA0753	KIAA0753
643314_at	0.461	0.275	-1.1	-6.18748	-0.356	KIAA0754	KIAA0754	KIAA0754	KIAA0754
285600_at	0.232	0.109	-1.63	-5.48506	-0.107	KIAA0825	KIAA0825	KIAA0825	KIAA0825
23366_at	0.225	0.104	-1.66	-5.44811	-0.662	KIAA0895	KIAA0895	KIAA0895	KIAA0895
653319_at	0.939	0.812	0.24	-6.76588	0.0195	KIAA0895L	KIAA0895 like	KIAA0895L	KIAA0895 like
22889_at	0.575	0.397	-0.855	-6.42879	-0.102	KIAA0907	KIAA0907	KIAA0907	KIAA0907
23240_at	0.0676	0.0233	-2.35	-4.17098	-0.356	KIAA0922	KIAA0922	KIAA0922	KIAA0922
23313_at	0.00203	0.000334	-3.88	-0.24196	-0.489	KIAA0930	KIAA0930	KIAA0930	KIAA0930
23251_at	0.0846	0.0307	-2.23	-4.4128	-0.245	KIAA1024	KIAA1024	KIAA1024	KIAA1024
23325_at	0.00153	0.000238	-3.99	0.07927	-0.308	KIAA1033	KIAA1033	KIAA1033	KIAA1033
84162_at	0.123	0.0485	2.03	-4.80923	0.0968	KIAA1109	KIAA1109	KIAA1109	KIAA1109
57189_at	0.225	0.105	1.66	-5.45136	0.361	KIAA1147	KIAA1147	KIAA1147	KIAA1147
57462_at	0.728	0.559	0.588	-6.62078	0.0084	KIAA1161	KIAA1161	KIAA1161	KIAA1161
57179_at	1.64e-06	5.89e-08	6.47	8.12359	0.499	KIAA1191	KIAA1191	KIAA1191	KIAA1191
57481_at	1	0.998	-0.00286	-6.79484	-6.04e-06	KIAA1210	KIAA1210	KIAA1210	KIAA1210
57482_at	0.155	0.0649	-1.89	-5.05664	-0.273	KIAA1211	KIAA1211	KIAA1211	KIAA1211
343990_at	9.01e-07	2.78e-08	6.69	8.85611	0.855	KIAA1211L	KIAA1211 like	KIAA1211L	KIAA1211 like
56243_at	0.886	0.742	-0.331	-6.73965	-0.0209	KIAA1217	KIAA1217	KIAA1217	KIAA1217
57501_at	0.518	0.335	-0.975	-6.32021	-0.0278	KIAA1257	KIAA1257	KIAA1257	KIAA1257
57535_at	0.899	0.758	0.31	-6.74633	0.155	KIAA1324	KIAA1324	KIAA1324	KIAA1324
222223_at	0.732	0.563	0.582	-6.62449	0.102	KIAA1324L	KIAA1324 like	KIAA1324L	KIAA1324 like
57536_at	0.038	0.0116	2.63	-3.54401	0.128	KIAA1328	KIAA1328	KIAA1328	KIAA1328
25962_at	0.00231	0.000389	-3.83	-0.38803	-0.465	KIAA1429	KIAA1429	KIAA1429	KIAA1429
57604_at	0.162	0.069	1.86	-5.10801	0.051	KIAA1456	KIAA1456	KIAA1456	KIAA1456
57608_at	0.504	0.318	1.01	-6.28529	0.245	KIAA1462	KIAA1462	KIAA1462	KIAA1462
57614_at	9.12e-05	8.12e-06	5.03	3.32864	1.22	KIAA1468	KIAA1468	KIAA1468	KIAA1468
57648_at	0.846	0.694	-0.396	-6.71571	-0.0725	KIAA1522	KIAA1522	KIAA1522	KIAA1522
57650_at	0.00267	0.000465	-3.77	-0.55672	-0.986	KIAA1524	KIAA1524	KIAA1524	KIAA1524
57670_at	0.396	0.222	-1.24	-6.03533	-0.055	KIAA1549	KIAA1549	KIAA1549	KIAA1549
25758_at	0.193	0.0858	-1.76	-5.28996	-0.333	KIAA1549L	KIAA1549 like	KIAA1549L	KIAA1549 like
55196_at	0.894	0.752	-0.319	-6.7437	-0.0776	KIAA1551	KIAA1551	KIAA1551	KIAA1551
57691_at	0.728	0.56	-0.588	-6.62114	-0.0959	KIAA1586	KIAA1586	KIAA1586	KIAA1586
57710_at	0.567	0.388	0.872	-6.41456	0.00247	KIAA1614	KIAA1614	KIAA1614	KIAA1614
85352_at	0.000635	8.24e-05	-4.32	1.09467	-1.46	KIAA1644	KIAA1644	KIAA1644	KIAA1644
85379_at	1	1	0	-6.79485	0	KIAA1671	KIAA1671	KIAA1671	KIAA1671
80726_at	0.35	0.188	1.34	-5.91206	0.0499	KIAA1683	KIAA1683	KIAA1683	KIAA1683
85449_at	0.541	0.36	0.925	-6.36714	0.0283	KIAA1755	KIAA1755	KIAA1755	KIAA1755
84451_at	0.518	0.335	-0.975	-6.31975	-0.401	KIAA1804	mixed lineage kinase 4	KIAA1804	mixed lineage kinase 4
340533_at	0.57	0.391	0.865	-6.42007	0.0197	KIAA2022	KIAA2022	KIAA2022	KIAA2022
158358_at	0.155	0.0651	1.89	-5.05909	0.291	KIAA2026	KIAA2026	KIAA2026	KIAA2026
57498_at	0.2	0.0896	1.73	-5.3255	0.174	KIDINS220	kinase D-interacting substrate 220kDa	KIDINS220	kinase D-interacting substrate 220kDa
3832_at	0.00134	0.000202	-4.04	0.23505	-1.15	KIF11	kinesin family member 11	KIF11	kinesin family member 11
113220_at	0.689	0.515	-0.657	-6.5782	-0.0299	KIF12	kinesin family member 12	KIF12	kinesin family member 12
63971_at	0.128	0.051	-2	-4.85212	-0.392	KIF13A	kinesin family member 13A	KIF13A	kinesin family member 13A
23303_at	0.000619	8.01e-05	4.33	1.12184	0.917	KIF13B	kinesin family member 13B	KIF13B	kinesin family member 13B
9928_at	1.53e-09	8e-12	-9.11	16.82727	-2.94	KIF14	kinesin family member 14	KIF14	kinesin family member 14
56992_at	0.00109	0.000158	-4.12	0.46977	-1.16	KIF15	kinesin family member 15	KIF15	kinesin family member 15
55614_at	0.00344	0.000632	-3.67	-0.84668	-0.562	KIF16B	kinesin family member 16B	KIF16B	kinesin family member 16B
57576_at	0.66	0.484	0.706	-6.54464	0.00175	KIF17	kinesin family member 17	KIF17	kinesin family member 17
81930_at	3.23e-05	2.25e-06	-5.41	4.5727	-2.13	KIF18A	kinesin family member 18A	KIF18A	kinesin family member 18A
124602_at	0.855	0.705	-0.381	-6.72173	-0.0282	KIF19	kinesin family member 19	KIF19	kinesin family member 19
547_at	1	1	0	-6.79485	0	KIF1A	kinesin family member 1A	KIF1A	kinesin family member 1A
23095_at	0.111	0.0428	2.08	-4.70168	0.394	KIF1B	kinesin family member 1B	KIF1B	kinesin family member 1B
26128_at	1	0.905	-0.12	-6.78757	-0.0157	KIF1BP	KIF1 binding protein	KIF1BP	KIF1 binding protein
10749_at	0.00454	0.000884	3.56	-1.16417	0.703	KIF1C	kinesin family member 1C	KIF1C	kinesin family member 1C
10112_at	3.04e-07	6.78e-09	-7.1	10.23617	-2.32	KIF20A	kinesin family member 20A	KIF20A	kinesin family member 20A
9585_at	0.00101	0.000145	-4.15	0.55431	-0.584	KIF20B	kinesin family member 20B	KIF20B	kinesin family member 20B
55605_at	0.355	0.192	1.32	-5.92842	0.291	KIF21A	kinesin family member 21A	KIF21A	kinesin family member 21A
23046_at	0.732	0.564	-0.582	-6.62464	-0.0931	KIF21B	kinesin family member 21B	KIF21B	kinesin family member 21B
3835_at	4.24e-05	3.12e-06	-5.31	4.25442	-1.12	KIF22	kinesin family member 22	KIF22	kinesin family member 22
9493_at	1.75e-06	6.31e-08	-6.45	8.05555	-2.47	KIF23	kinesin family member 23	KIF23	kinesin family member 23
3834_at	1	1	0	-6.79485	0	KIF25	kinesin family member 25	KIF25	kinesin family member 25
26153_at	0.0205	0.00542	2.92	-2.8536	0.269	KIF26A	kinesin family member 26A	KIF26A	kinesin family member 26A
55083_at	0.114	0.0442	-2.07	-4.73005	-0.182	KIF26B	kinesin family member 26B	KIF26B	kinesin family member 26B
3796_at	0.00649	0.00137	-3.41	-1.57585	-0.564	KIF2A	kinesin family member 2A	KIF2A	kinesin family member 2A
84643_at	0.499	0.313	-1.02	-6.27449	-0.0187	KIF2B	kinesin family member 2B	KIF2B	kinesin family member 2B
11004_at	1e-08	9.24e-11	-8.37	14.437	-2.74	KIF2C	kinesin family member 2C	KIF2C	kinesin family member 2C
11127_at	0.393	0.221	-1.24	-6.03015	-0.202	KIF3A	kinesin family member 3A	KIF3A	kinesin family member 3A
9371_at	2.64e-05	1.76e-06	-5.48	4.81209	-0.685	KIF3B	kinesin family member 3B	KIF3B	kinesin family member 3B
3797_at	0.00457	0.00089	-3.56	-1.17063	-0.745	KIF3C	kinesin family member 3C	KIF3C	kinesin family member 3C
24137_at	1.59e-08	1.62e-10	-8.2	13.89011	-2.72	KIF4A	kinesin family member 4A	KIF4A	kinesin family member 4A
3798_at	1	1	0	-6.79485	0	KIF5A	kinesin family member 5A	KIF5A	kinesin family member 5A
3799_at	0.0318	0.00926	-2.72	-3.34263	-0.353	KIF5B	kinesin family member 5B	KIF5B	kinesin family member 5B
3800_at	0.38	0.211	1.27	-5.9965	0.0192	KIF5C	kinesin family member 5C	KIF5C	kinesin family member 5C
221458_at	0.405	0.23	1.22	-6.05989	0.0119	KIF6	kinesin family member 6	HTR1F	5-hydroxytryptamine receptor 1F
374654_at	0.553	0.373	-0.9	-6.39008	-0.00231	KIF7	kinesin family member 7	KIF7	kinesin family member 7
64147_at	1.09e-07	1.81e-09	7.49	11.52862	0.699	KIF9	kinesin family member 9	KIF9	kinesin family member 9
22920_at	4.08e-05	2.99e-06	-5.33	4.29805	-0.703	KIFAP3	kinesin associated protein 3	KIFAP3	kinesin associated protein 3
3833_at	0.00039	4.64e-05	-4.5	1.64576	-1.33	KIFC1	kinesin family member C1	KIFC1	kinesin family member C1
90990_at	0.619	0.441	-0.777	-6.49179	-0.185	KIFC2	kinesin family member C2	KIFC2	kinesin family member C2
3801_at	0.0902	0.0332	-2.2	-4.48169	-0.253	KIFC3	kinesin family member C3	KIFC3	kinesin family member C3
22944_at	0.219	0.101	1.67	-5.42318	0.177	KIN	Kin17 DNA and RNA binding protein	KIN	Kin17 DNA and RNA binding protein
3802_at	1	0.925	-0.0945	-6.79035	-2e-04	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
3804_at	0.878	0.733	0.344	-6.73532	0.0471	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
3805_at	0.327	0.172	-1.39	-5.84165	-0.0133	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
3809_at	1	1	0	-6.79485	0	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
3811_at	1	1	0	-6.79485	0	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
3812_at	0.674	0.499	-0.682	-6.56113	-0.00172	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
55243_at	0.475	0.287	-1.08	-6.21718	-0.0238	KIRREL	kin of IRRE like (Drosophila)	KIRREL	kin of IRRE like (Drosophila)
84063_at	0.924	0.792	0.266	-6.75927	0.000581	KIRREL2	kin of IRRE like 2 (Drosophila)	KIRREL2	kin of IRRE like 2 (Drosophila)
283165_at	1	1	0	-6.79485	0	KIRREL3-AS3	KIRREL3 antisense RNA 3	KIRREL3-AS3	KIRREL3 antisense RNA 3
3814_at	1	1	0	-6.79485	0	KISS1	KiSS-1 metastasis-suppressor	KISS1	KiSS-1 metastasis-suppressor
84634_at	0.265	0.129	-1.55	-5.6204	-0.419	KISS1R	KISS1 receptor	KISS1R	KISS1 receptor
3815_at	3.14e-05	2.17e-06	5.42	4.60701	2.11	KIT	KIT proto-oncogene receptor tyrosine kinase	KIT	KIT proto-oncogene receptor tyrosine kinase
4254_at	0.612	0.434	-0.789	-6.48291	-0.147	KITLG	KIT ligand	KITLG	KIT ligand
55857_at	0.000523	6.58e-05	-4.39	1.3107	-0.981	KIZ	kizuna centrosomal protein	KIZ	kizuna centrosomal protein
9365_at	2.86e-05	1.94e-06	5.45	4.71839	0.838	KL	klotho	KL	klotho
3831_at	1	0.901	-0.125	-6.78698	-0.0151	KLC1	kinesin light chain 1	KLC1	kinesin light chain 1
64837_at	0.146	0.0603	-1.93	-4.99567	-0.279	KLC2	kinesin light chain 2	KLC2	kinesin light chain 2
147700_at	0.832	0.678	-0.418	-6.7069	-0.135	KLC3	kinesin light chain 3	KLC3	kinesin light chain 3
89953_at	1	1	0	-6.79485	0	KLC4	kinesin light chain 4	KLC4	kinesin light chain 4
10661_at	1	0.907	0.117	-6.78792	0.000249	KLF1	Kruppel like factor 1	KLF1	Kruppel like factor 1
7071_at	0.00407	0.000773	-3.6	-1.03669	-0.497	KLF10	Kruppel like factor 10	KLF10	Kruppel like factor 10
8462_at	0.00376	0.000704	3.64	-0.9486	0.314	KLF11	Kruppel like factor 11	KLF11	Kruppel like factor 11
11278_at	0.515	0.331	-0.982	-6.31299	-0.0227	KLF12	Kruppel like factor 12	KLF12	Kruppel like factor 12
51621_at	0.0136	0.00333	-3.1	-2.40438	-0.524	KLF13	Kruppel like factor 13	KLF13	Kruppel like factor 13
136259_at	1	1	0	-6.79485	0	KLF14	Kruppel like factor 14	KLF14	Kruppel like factor 14
28999_at	0.00141	0.000216	4.02	0.17267	0.254	KLF15	Kruppel like factor 15	KLF15	Kruppel like factor 15
83855_at	0.087	0.0317	-2.22	-4.44298	-0.32	KLF16	Kruppel like factor 16	KLF16	Kruppel like factor 16
128209_at	0.863	0.713	-0.37	-6.72596	-0.000837	KLF17	Kruppel like factor 17	KLF17	Kruppel like factor 17
10365_at	2.43e-05	1.59e-06	5.51	4.91073	1.7	KLF2	Kruppel like factor 2	KLF2	Kruppel like factor 2
51274_at	0.16	0.0676	1.87	-5.0915	0.349	KLF3	Kruppel like factor 3	KLF3	Kruppel like factor 3
79667_at	0.00365	0.000678	3.65	-0.91404	1.07	KLF3-AS1	KLF3 antisense RNA 1	KLF3-AS1	KLF3 antisense RNA 1
9314_at	4.4e-05	3.27e-06	5.3	4.20929	1.89	KLF4	Kruppel like factor 4	KLF4	Kruppel like factor 4
688_at	0.000217	2.29e-05	4.72	2.32513	0.964	KLF5	Kruppel like factor 5	KLF5	Kruppel like factor 5
1316_at	0.209	0.095	1.71	-5.37288	0.46	KLF6	Kruppel like factor 6	THRA	thyroid hormone receptor alpha
11279_at	0.0279	0.0079	2.78	-3.19835	0.809	KLF8	Kruppel like factor 8	KLF8	Kruppel like factor 8
687_at	0.00359	0.000666	3.65	-0.89692	0.71	KLF9	Kruppel like factor 9	KLF9	Kruppel like factor 9
122773_at	0.000174	1.77e-05	4.8	2.57711	0.53	KLHDC1	kelch domain containing 1	KLHDC1	kelch domain containing 1
23008_at	0.509	0.323	0.998	-6.29736	0.161	KLHDC10	kelch domain containing 10	KLHDC10	kelch domain containing 10
23588_at	0.501	0.315	1.02	-6.2799	0.125	KLHDC2	kelch domain containing 2	KLHDC2	kelch domain containing 2
116138_at	0.397	0.224	-1.23	-6.03928	-0.22	KLHDC3	kelch domain containing 3	KLHDC3	kelch domain containing 3
54758_at	0.361	0.196	1.31	-5.94338	0.208	KLHDC4	kelch domain containing 4	KLHDC4	kelch domain containing 4
127707_at	0.811	0.653	0.452	-6.69191	0.00137	KLHDC7A	kelch domain containing 7A	KLHDC7A	kelch domain containing 7A
113730_at	0.0912	0.0336	-2.19	-4.49314	-0.544	KLHDC7B	kelch domain containing 7B	KLHDC7B	kelch domain containing 7B
55220_at	0.108	0.0415	2.1	-4.67644	0.356	KLHDC8A	kelch domain containing 8A	KLHDC8A	kelch domain containing 8A
200942_at	0.0225	0.00605	2.88	-2.95433	0.68	KLHDC8B	kelch domain containing 8B	KLHDC8B	kelch domain containing 8B
126823_at	0.000904	0.000127	4.19	0.68342	0.937	KLHDC9	kelch domain containing 9	KLHDC9	kelch domain containing 9
57626_at	1	1	0	-6.79485	0	KLHL1	kelch like family member 1	KLHL1	kelch like family member 1
317719_at	1	1	0	-6.79485	0	KLHL10	kelch like family member 10	KLHL10	kelch like family member 10
55175_at	0.521	0.338	-0.968	-6.32683	-0.00606	KLHL11	kelch like family member 11	KLHL11	kelch like family member 11
59349_at	0.651	0.475	-0.721	-6.53434	-0.115	KLHL12	kelch like family member 12	KLHL12	kelch like family member 12
90293_at	0.496	0.306	1.03	-6.26103	0.325	KLHL13	kelch like family member 13	KLHL13	kelch like family member 13
57565_at	0.317	0.165	1.41	-5.81132	0.0212	KLHL14	kelch like family member 14	KLHL14	kelch like family member 14
339451_at	0.687	0.512	-0.66	-6.57575	-0.00228	KLHL17	kelch like family member 17	KLHL17	kelch like family member 17
23276_at	0.0091	0.00205	3.27	-1.95465	0.441	KLHL18	kelch like family member 18	KLHL18	kelch like family member 18
11275_at	0.57	0.391	0.865	-6.42002	0.125	KLHL2	kelch like family member 2	KLHL2	kelch like family member 2
27252_at	0.84	0.686	0.407	-6.71146	0.0298	KLHL20	kelch like family member 20	KLHL20	kelch like family member 20
9903_at	0.864	0.715	-0.368	-6.72679	-0.0643	KLHL21	kelch like family member 21	KLHL21	kelch like family member 21
84861_at	0.0328	0.00963	-2.7	-3.37902	-0.33	KLHL22	kelch like family member 22	KLHL22	kelch like family member 22
151230_at	0.0796	0.0284	2.26	-4.34592	0.741	KLHL23	kelch like family member 23	KLHL23	kelch like family member 23
54800_at	0.0752	0.0266	-2.29	-4.28641	-0.552	KLHL24	kelch like family member 24	KLHL24	kelch like family member 24
64410_at	0.69	0.517	-0.654	-6.58012	-0.0302	KLHL25	kelch like family member 25	KLHL25	kelch like family member 25
55295_at	0.44	0.257	1.15	-6.14031	0.152	KLHL26	kelch like family member 26	KLHL26	kelch like family member 26
54813_at	1	0.975	0.032	-6.79433	0.00499	KLHL28	kelch like family member 28	KLHL28	kelch like family member 28
114818_at	0.027	0.00757	2.8	-3.15902	0.85	KLHL29	kelch like family member 29	KLHL29	kelch like family member 29
26249_at	0.00676	0.00144	3.39	-1.62302	0.224	KLHL3	kelch like family member 3	KLHL3	kelch like family member 3
401265_at	0.00114	0.000168	4.1	0.41479	0.383	KLHL31	kelch like family member 31	KLHL31	kelch like family member 31
114792_at	0.968	0.851	0.189	-6.77677	0.000407	KLHL32	kelch like family member 32	KLHL32	kelch like family member 32
257240_at	0.167	0.0716	1.84	-5.13953	0.303	KLHL34	kelch like family member 34	KLHL34	kelch like family member 34
283212_at	0.29	0.146	-1.48	-5.71618	-0.295	KLHL35	kelch like family member 35	KLHL35	kelch like family member 35
79786_at	0.00241	0.00041	-3.81	-0.43754	-0.467	KLHL36	kelch like family member 36	KLHL36	kelch like family member 36
56062_at	0.55	0.37	-0.906	-6.3845	-0.0119	KLHL4	kelch like family member 4	KLHL4	kelch like family member 4
131377_at	0.0226	0.00608	2.88	-2.95905	1.5	KLHL40	kelch like family member 40	KLHL40	kelch like family member 40
10324_at	0.00938	0.00214	3.26	-1.99084	3.56	KLHL41	kelch like family member 41	KLHL41	kelch like family member 41
57542_at	0.00486	0.000961	-3.53	-1.24236	-0.462	KLHL42	kelch like family member 42	KLHL42	kelch like family member 42
51088_at	1.91e-05	1.19e-06	-5.6	5.19116	-1.12	KLHL5	kelch like family member 5	KLHL5	kelch like family member 5
89857_at	0.018	0.00464	-2.98	-2.71088	-1	KLHL6	kelch like family member 6	KLHL6	kelch like family member 6
55975_at	0.257	0.125	-1.56	-5.59204	-0.214	KLHL7	kelch like family member 7	KLHL7	kelch like family member 7
57563_at	0.776	0.613	0.509	-6.66452	0.0662	KLHL8	kelch like family member 8	KLHL8	kelch like family member 8
55958_at	0.00674	0.00144	3.39	-1.61972	0.406	KLHL9	kelch like family member 9	KLHL9	kelch like family member 9
3816_at	0.945	0.82	0.228	-6.76855	0.0704	KLK1	kallikrein 1	KLK1	kallikrein 1
5655_at	0.179	0.0781	1.8	-5.2121	1	KLK10	kallikrein related peptidase 10	KLK10	kallikrein related peptidase 10
11012_at	2.05e-05	1.3e-06	5.57	5.1093	3.22	KLK11	kallikrein related peptidase 11	KLK11	kallikrein related peptidase 11
43849_at	4.29e-05	3.16e-06	5.31	4.2418	3.59	KLK12	kallikrein related peptidase 12	KLK12	kallikrein related peptidase 12
26085_at	6.27e-07	1.71e-08	6.83	9.33008	4.48	KLK13	kallikrein related peptidase 13	KLK13	kallikrein related peptidase 13
43847_at	0.774	0.611	-0.511	-6.6632	-0.191	KLK14	kallikrein related peptidase 14	KLK14	kallikrein related peptidase 14
55554_at	1	0.955	0.0572	-6.79319	0.000121	KLK15	kallikrein related peptidase 15	KLK15	kallikrein related peptidase 15
3817_at	1	1	0	-6.79485	0	KLK2	kallikrein related peptidase 2	KLK2	kallikrein related peptidase 2
354_at	1	1	0	-6.79485	0	KLK3	kallikrein related peptidase 3	KLK3	kallikrein related peptidase 3
9622_at	1	1	0	-6.79485	0	KLK4	kallikrein related peptidase 4	KLK4	kallikrein related peptidase 4
25818_at	0.00648	0.00137	-3.41	-1.57413	-2.18	KLK5	kallikrein related peptidase 5	KLK5	kallikrein related peptidase 5
5653_at	0.992	0.882	-0.149	-6.78359	-0.126	KLK6	kallikrein related peptidase 6	KLK6	kallikrein related peptidase 6
5650_at	0.557	0.377	0.892	-6.39701	0.584	KLK7	kallikrein related peptidase 7	KLK7	kallikrein related peptidase 7
11202_at	0.945	0.821	-0.228	-6.76861	-0.109	KLK8	kallikrein related peptidase 8	KLK8	kallikrein related peptidase 8
284366_at	0.378	0.209	-1.27	-5.99117	-0.41	KLK9	kallikrein related peptidase 9	KLK9	kallikrein related peptidase 9
3818_at	0.401	0.227	1.22	-6.05037	0.00925	KLKB1	kallikrein B1	KLKB1	kallikrein B1
10748_at	0.44	0.258	-1.15	-6.1413	-0.0519	KLRA1P	killer cell lectin like receptor A1, pseudogene	KLRA1P	killer cell lectin like receptor A1, pseudogene
3820_at	0.00609	0.00127	3.44	-1.5033	1.83	KLRB1	killer cell lectin like receptor B1	KLRB1	killer cell lectin like receptor B1
3823_at	0.818	0.662	-0.441	-6.69705	-0.0831	KLRC3	killer cell lectin like receptor C3	KLRC3	killer cell lectin like receptor C3
8302_at	0.316	0.164	1.41	-5.80706	0.0967	KLRC4	killer cell lectin like receptor C4	KLRC4	killer cell lectin like receptor C4
3824_at	0.54	0.359	-0.926	-6.36588	-0.165	KLRD1	killer cell lectin like receptor D1	KLRD1	killer cell lectin like receptor D1
51348_at	0.0238	0.00649	2.85	-3.01941	0.432	KLRF1	killer cell lectin like receptor F1	KLRF1	killer cell lectin like receptor F1
10219_at	0.977	0.863	-0.174	-6.77961	-0.0231	KLRG1	killer cell lectin like receptor G1	KLRG1	killer cell lectin like receptor G1
22914_at	0.176	0.0766	1.81	-5.19533	0.711	KLRK1	killer cell lectin like receptor K1	KLRK1	killer cell lectin like receptor K1
8564_at	0.00666	0.00142	-3.4	-1.60603	-0.874	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
4297_at	0.279	0.139	1.51	-5.67619	0.158	KMT2A	lysine methyltransferase 2A	KMT2A	lysine methyltransferase 2A
9757_at	0.111	0.0429	-2.08	-4.70348	-0.0392	KMT2B	lysine methyltransferase 2B	KMT2B	lysine methyltransferase 2B
58508_at	0.00452	0.000878	3.56	-1.15751	0.488	KMT2C	lysine methyltransferase 2C	KMT2C	lysine methyltransferase 2C
8085_at	0.189	0.0835	1.77	-5.26663	0.144	KMT2D	lysine methyltransferase 2D	KMT2D	lysine methyltransferase 2D
55904_at	0.105	0.0401	2.11	-4.6463	0.36	KMT2E	lysine methyltransferase 2E	KMT2E	lysine methyltransferase 2E
387893_at	1	0.901	-0.124	-6.78703	-0.0277	KMT5A	lysine methyltransferase 5A	KMT5A	lysine methyltransferase 5A
51111_at	0.678	0.502	0.676	-6.5654	0.0889	KMT5B	lysine methyltransferase 5B	KMT5B	lysine methyltransferase 5B
84787_at	0.0678	0.0234	-2.35	-4.17478	-0.157	KMT5C	lysine methyltransferase 5C	KMT5C	lysine methyltransferase 5C
148930_at	0.669	0.493	-0.692	-6.55476	-0.00197	KNCN	kinocilin	KNCN	kinocilin
85442_at	0.338	0.179	-1.36	-5.87406	-0.0353	KNDC1	kinase non-catalytic C-lobe domain containing 1	KNDC1	kinase non-catalytic C-lobe domain containing 1
3827_at	1	0.93	-0.0879	-6.79095	-0.000614	KNG1	kininogen 1	KNG1	kininogen 1
57082_at	0.00248	0.000426	-3.8	-0.47321	-0.412	KNL1	kinetochore scaffold 1	LDLRAP1	low density lipoprotein receptor adaptor protein 1
400506_at	0.000142	1.39e-05	-4.87	2.80697	-0.833	KNOP1	lysine rich nucleolar protein 1	KNOP1	lysine rich nucleolar protein 1
