Updated.gene.symbol	logFC	P.Value
EID2B	-0.139	0.327
EID3	0.0178	0.939
EIF1	0.385	0.000429
EIF1AD	-0.683	0.000238
EIF1AX	0.864	3.1e-06
EIF1AY	0.189	0.835
EIF1B	0.387	0.000646
EIF2A	0.11	0.354
EIF2AK1	-0.553	5.25e-06
EIF2AK2	-1.21	1.42e-07
EIF2AK3	-0.0485	0.719
EIF2AK4	-0.363	0.00254
EIF2B1	-0.0526	0.554
EIF2B2	-0.335	0.0293
EIF2B3	0.0594	0.634
EIF2B4	0.611	1.82e-06
EIF2B5	-0.0794	0.541
EIF2D	0.688	6.42e-06
EIF2S1	-0.486	0.00142
EIF2S2	-0.403	0.00249
EIF2S3	0.116	0.278
EIF3A	0.126	0.188
EIF3B	-0.798	9.79e-05
EIF3D	0.0286	0.727
EIF3E	0.226	0.0257
EIF3G	-0.0932	0.635
EIF3H	0.103	0.231
EIF3I	-0.222	0.0269
EIF3J	0.259	0.021
EIF3K	0.434	1.93e-05
EIF3L	0.678	3.06e-10
EIF3LP3	0.242	0.00177
EIF3M	-0.12	0.424
EIF4A2	0.264	0.0736
EIF4A3	-0.431	0.000302
EIF4E	-0.0392	0.354
EIF4E2	-0.479	0.000312
EIF4E3	1.48	2.71e-08
EIF4EBP1	-0.845	0.00783
EIF4EBP2	0.598	2.53e-05
EIF4ENIF1	0.359	0.000526
EIF4G1	-0.587	0.000895
EIF4G2	-0.149	0.0124
EIF4G3	-0.298	0.00877
EIF5	-0.311	0.0138
EIF5A	-0.394	0.419
EIF5A2	-2.11	1.75e-08
EIF5B	0.0391	0.765
EIF6	-0.303	0.107
ELAC1	0.192	0.0976
JMJD7-PLA2G4B///PLA2G4B	-0.21	0.05
ELANE	0.0327	0.17
ELAVL1	-0.194	0.003
ELAVL2	-2.31	1.18e-06
ELAVL3	0	1
ELAVL4	0.00392	0.347
ELF1	0.0408	0.691
ELF2	0.211	0.0157
ELF3	2.25	9.58e-06
ELF4	-1.25	2.62e-08
ELF5	0.748	0.0728
ELFN1	-0.411	0.00162
ELFN2	-0.0291	0.243
ELK1	-0.29	0.00593
ELK3	-0.561	0.137
ELK4	-0.0232	0.175
ELL	-0.0979	0.00935
ELL2	0.686	0.000249
ELL3	2.07	8.63e-10
ELMO1	1.1	0.000116
ELMO2	0.362	0.00256
ELMO3	-0.468	0.152
ELMOD1	0.719	0.0482
ELMOD2	-0.894	1.3e-05
ELMOD3	0.0372	0.0744
ELMSAN1	-0.00373	0.976
ELN	0.417	0.249
ELOF1	-0.373	0.000789
ELOVL1	0.108	0.575
ELOVL2	0.0299	0.526
ELOVL3	-0.00347	0.327
ELOVL4	1.64	0.000876
ELOVL5	-0.469	0.00676
ELOVL6	1.83	1.55e-05
ELOVL7	2.02	1.64e-05
ELP2	-0.0724	0.571
ELP3	0.107	0.35
ELP4	-0.366	0.0578
ELP5	-0.367	0.0978
ELP6	0.103	0.112
ELSPBP1	0.0209	0.218
EMC1	-0.816	1.18e-05
EMC10	-0.564	0.000478
EMC2	0.0292	0.779
EMC3	0.41	0.000923
EMC3-AS1	-0.314	0.0537
EMC4	-0.17	0.15
EMC6	-0.11	0.286
EMC7	-0.0932	0.302
EMC8	-0.546	0.000153
EMC9	-0.452	0.0313
EMCN	2.47	4.62e-09
EMD	0.304	0.078
EME1	-0.719	4.83e-06
EMG1	-0.671	0.000559
EMID1	0.199	0.00871
EMILIN1	-1.69	0.00012
EMILIN2	-0.374	0.105
EMILIN3	0.186	0.451
EML1	-0.399	0.233
EML2	0.0614	0.681
EML3	1.13	7.39e-07
EML4	-1.03	3.2e-05
EML5	-0.116	0.299
EML6	-6.18e-05	0.977
EMP1	2.16	7.89e-13
EMP2	1.06	1.74e-07
EMP3	-0.554	0.083
EMSY	-0.0576	0.298
EMX1	-0.00662	0.334
EMX2	0.289	0.213
EMX2OS	0.159	0.0713
EN1	-2.02	8.24e-07
EN2	-0.0317	0.0835
ENAH	-0.801	1.01e-05
ENAM	0.00795	0.346
ENC1	-1.74	4.7e-09
ENDOD1	0.552	0.00112
ENDOG	0.157	0.529
ENDOU	5.55	6.9e-13
ENDOV	-0.0936	0.27
ENG	0.193	0.334
ENGASE	0.202	0.0617
ENHO	0.168	0.0193
ENKD1	0.158	0.461
BEND5	-0.000642	0.974
ENO1	-0.803	0.000224
ENO2	-1.15	0.00549
ENO3	4.54	1.3e-05
ENOPH1	0.0751	0.484
ENOSF1	0.146	0.312
ENOX1	-0.415	0.0411
ENOX2	-0.438	0.00154
ENPEP	-1.26	0.00237
ENPP1	-0.248	0.417
ENPP2	0.557	0.134
ENPP3	-0.00945	0.969
ENPP4	1.81	3.14e-05
ENPP5	0.864	0.124
ENPP6	0.0217	0.246
ENPP7	0.168	0.0898
ENSA	0.648	7.41e-09
ENTHD1	0.000208	0.922
ENTPD1	0.234	0.378
ENTPD2	-0.00367	0.381
ENTPD3	0.894	0.0145
ENTPD4	-0.15	0.123
ENTPD5	0.173	0.319
ENTPD6	-0.62	0.0015
ENTPD7	-2.17	1.6e-09
ENY2	-0.671	3.73e-05
EOGT	-0.122	0.37
EOMES	-0.397	0.484
EP300	-0.1	0.386
EP400	0.145	0.0731
EPAS1	0.0998	0.458
EPB41	0.0355	0.0786
EPB41L1	1.06	2.39e-06
EPB41L2	0.344	0.1
EPB41L3	1.48	0.000112
EPB41L4A	0.977	1.34e-09
EPB41L4A-AS1	1.56	5.11e-14
EPB41L4A-AS2	0.728	1.47e-06
EPB41L4B	-0.112	0.138
EPB41L5	0.127	0.000239
EPB42	0	1
EPC1	-0.0645	0.32
EPC2	0.292	0.0408
EPCAM	-2.02	0.00142
EPDR1	1.21	0.00718
EPG5	0.0737	0.165
EPHA1	0.944	0.000532
EPHA10	0	1
EPHA2	0.86	0.00569
EPHA3	0.0771	0.636
EPHA4	0.289	0.439
EPHA5	-0.107	0.31
EPHA6	0	1
EPHA7	0.000234	0.913
EPHA8	0.000985	0.665
EPHB1	-0.000338	0.887
EPHB2	-0.748	2.69e-05
EPHB3	-0.271	0.394
EPHB4	-0.809	6.18e-05
EPHB6	1.68	5.71e-08
EPHX1	1.92	4.56e-05
EPHX2	3.9	8.04e-18
EPHX3	3.12	3.71e-10
EPHX4	-0.362	0.00587
EPM2A	0.436	0.0403
EPM2AIP1	0.844	2.24e-05
EPN1	-0.0111	0.945
EPN2	0.545	0.000956
EPN3	0.719	0.0054
EPO	-0.0234	0.16
EPOR	-0.027	0.197
EPPIN	0	1
EPR1	-0.413	0.00311
EPRS	-0.0658	0.617
EPS15	0.537	2.27e-07
EPS15L1	-0.198	0.0532
EPS8	0.934	0.000158
EPS8L1	2.41	2.2e-07
EPS8L2	1.52	6.69e-07
EPS8L3	-0.0123	0.566
EPSTI1	-3.14	1.76e-08
EPT1	-0.233	0.274
EPYC	-0.803	0.059
EQTN	0	1
ERAL1	-0.512	0.000274
ERAP1	-0.205	0.076
ERAP2	-0.71	0.121
ERBB2	0.696	4.36e-07
ERBB3	1.52	2.13e-06
ERBB4	-0.0161	0.559
ERBIN	-0.0776	0.456
ERC1	-0.288	0.0505
ERC2	0.0434	0.907
ERCC1	0.0201	0.885
ERCC2	-0.155	0.14
ERCC3	-0.628	7.46e-07
ERCC4	-0.107	0.104
ERCC5	0.415	0.0309
ERCC6	-0.396	0.0208
ERCC6L	-1.28	3.24e-06
ERCC6L2	-0.016	0.133
ERCC8	-0.163	0.219
EREG	1.14	0.0442
ERF	-1.32	1.2e-05
ERG	0.858	0.000552
ERGIC1	-0.218	0.0823
ERGIC2	-0.311	0.0112
ERGIC3	-0.163	0.459
ERH	-0.356	4.08e-05
ERI2	-0.0222	0.525
ERI3	-0.701	0.00267
ERICH1	0.208	0.093
ERICH1-AS1	-0.0133	0.346
ERICH3	0	1
ERICH5	0.0619	0.43
ERICH6	-0.00675	0.456
ERLEC1	-0.0992	0.519
ERLIN1	-0.0923	0.548
ERLIN2	0.0627	0.771
ERMAP	-0.0242	0.814
ERMARD	0.127	0.563
ERMN	0.0302	0.351
ERMP1	0.968	8.15e-05
ERN1	0.0323	0.162
ERN2	-0.00607	0.934
ERO1A	0.627	0.0793
ERO1B	-0.385	0.248
ERP27	-0.372	0.454
ERP29	-0.0506	0.678
ERP44	0.0158	0.879
ERRFI1	-0.513	0.0554
ERVFRD-1	0.00561	0.32
ERVW-1	0	1
ESAM	0.927	0.00485
ESCO1	-0.195	0.176
ESCO2	-0.249	0.00318
ESD	0.274	0.00619
ESF1	-0.0982	0.607
ESM1	-2.99	6.64e-07
ESPL1	1.31	4.1e-05
ESPN	-0.0232	0.739
ESPNL	0.00188	0.524
ESR1	0	1
ESR2	0.00111	0.646
ESRP1	0.112	0.545
ESRP2	0.894	0.000422
ESRRA	0.155	0.124
ESRRB	-0.0247	0.586
ESRRG	0.727	0.0228
ESX1	-0.0035	0.81
ESYT1	-0.221	0.0853
ESYT2	-0.00129	0.991
ESYT3	0.222	0.317
ETAA1	-0.091	0.529
ETF1	0.304	0.00101
ETFA	0.445	1.06e-05
ETFB	0.542	0.00377
ETFBKMT	-0.00747	0.577
ETFDH	1.64	7.64e-10
ETHE1	0.466	0.0329
ETNK1	-0.149	0.37
ETNK2	2.6	8.51e-07
ETNPPL	0.000515	0.814
ETS1	-0.417	0.0193
ETS2	0.0541	0.83
ETV1	-0.0374	0.857
ETV2	0.369	0.00103
ETV3	0.388	0.142
ETV4	-0.491	0.00222
ETV5	-0.5	0.0158
ETV6	-0.468	0.0138
ETV7	-0.447	0.0959
EVA1A	-3.65	5.28e-09
EVA1B	-0.57	0.00368
EVA1C	2.59	7.2e-07
EVC	-0.00257	0.393
EVC2	0.192	0.216
EVI2A	0.223	0.543
EVI2B	0.184	0.67
EVI5	0.0376	0.53
EVI5L	-0.00684	0.475
EVL	0.0339	0.887
EVPL	2.53	5.6e-09
EVX1	0	1
EWSR1	-0.487	3.03e-05
EXD1	-0.000392	0.913
EXD2	0.148	0.125
EXD3	-0.00289	0.657
EXO1	-2.55	1.41e-10
EXO5	-0.382	0.00249
EXOC1	0.341	0.002
EXOC2	-0.168	0.261
EXOC3	0.046	0.756
EXOC3-AS1	-0.241	0.139
EXOC3L1	0.0229	0.334
EXOC3L2	0.0572	0.547
EXOC3L4	-0.00164	0.513
EXOC4	0.249	0.0234
EXOC5	-0.733	8.18e-06
EXOC6	0.69	0.0235
EXOC7	0.0232	0.771
EXOC8	0.184	0.162
EXOG	-0.0606	0.108
EXOSC1	-0.0595	0.599
EXOSC10	-0.0581	0.654
EXOSC2	-0.852	0.00162
EXOSC3	-0.559	0.00192
EXOSC4	-0.816	0.000237
EXOSC5	-0.102	0.749
EXOSC6	-0.962	0.0154
EXOSC7	0.344	0.00131
EXOSC8	-0.0747	0.517
EXOSC9	-0.56	0.000402
EXPH5	2.44	5.39e-06
EXT1	-1.52	1.82e-09
EXT2	-0.608	0.00234
EXTL1	0.136	0.0549
EXTL2	-0.568	0.00271
EXTL3	-0.443	0.0034
EYA1	1.16	0.0185
EYA2	2.61	2.15e-07
EYA3	-0.147	0.152
EYA4	0.166	0.237
EZH1	1.03	5.64e-07
EZH2	-0.392	0.179
EZR	-0.251	0.311
F10	0.708	6.73e-05
F11	0.0215	0.0881
F11R	-0.604	0.000489
F12	1.11	0.00283
F13A1	1.75	0.000255
F13B	9.86e-05	0.963
F2	0.00167	0.518
F2R	-0.909	7.91e-05
F2RL1	-1.6	1.73e-07
F2RL2	-1.06	9.4e-05
F3	-0.6	0.0975
F5	0.0791	0.798
F7	-0.000617	0.788
F8	1.42	2.9e-06
F9	0.00506	0.363
FA2H	-0.00147	0.682
FAAH	0.462	2.28e-05
FAAH2	1.31	2.56e-08
FAAP100	-0.0246	0.271
FAAP20	-0.452	0.0879
FAAP24	-0.641	2.02e-05
FABP1	0	1
FABP2	0.000106	0.96
FABP3	2.21	8.7e-05
FABP4	2.28	0.0172
FABP6	-0.605	0.0722
FABP7	1.1	0.0294
FADD	-1.56	1.31e-05
FADS1	-1.5	2.82e-06
FADS2	-0.529	0.0114
FADS3	-1.23	0.000751
FAF1	-0.00617	0.947
FAF2	-0.394	0.000562
FAH	-0.0475	0.831
FAHD1	-0.0982	0.526
FAHD2A	-0.166	0.349
FAIM	-0.363	0.0317
FAIM2	0.00921	0.0918
FAM101A	-0.324	0.0547
FAM101B	-1.06	5.33e-05
FAM102A	0.51	0.00662
FAM102B	0.335	0.122
FAM104A	0.0517	0.626
FAM104B	0.546	0.000117
FAM105A	0.184	0.473
FAM107A	4.25	5.65e-16
FAM107B	0.0229	0.924
FAM109A	0.167	0.209
FAM109B	-0.85	0.0018
FAM110A	-0.628	0.000677
FAM110B	0.881	0.000103
FAM110D	0.117	0.0072
FAM111A	-0.676	7.59e-06
FAM111B	-0.207	0.0162
FAM114A1	-0.549	0.0122
FAM114A2	0.346	0.00907
FAM117A	0.695	0.0134
FAM117B	0.776	1.03e-05
FAM118A	0.301	0.413
FAM118B	0.00436	0.978
FAM120A	-0.525	2.11e-06
FAM120AOS	0.0106	0.833
FAM120B	-0.194	0.16
FAM120C	0.256	0.0195
FAM122A	0.174	0.0562
FAM122B	-0.0305	0.83
FAM122C	-0.00896	0.613
GNA14	0.00699	0.605
FAM124B	0.239	0.0632
FAM126A	-0.687	0.012
FAM126B	0.344	0.0736
FAM127A	0.0292	0.866
FAM127B	-0.32	0.0588
FAM129A	0.468	0.00929
FAM129B	0.869	1.18e-05
FAM129C	0	1
FAM131A	-0.358	0.011
FAM131B	2.5e-05	0.991
FAM132A	-0.11	0.43
FAM133A	-0.353	0.132
FAM134A	-0.231	0.065
FAM134B	1.64	0.000207
FAM134C	-0.16	0.154
FAM135A	1.44	2.84e-10
FAM135B	7.26e-05	0.973
FAM136A	-0.0947	0.388
FAM13A	1.06	7.37e-05
FAM13A-AS1	-0.00272	0.988
FAM13B	0.998	4.56e-05
FAM13C	2.37	4.76e-07
FAM149A	2.08	1.14e-09
FAM149B1	0.102	0.0348
FAM150B	2.17	3.97e-06
FAM151A	-3.81e-05	0.986
FAM155A	0.0183	0.0684
FAM155B	-0.153	0.182
FAM159A	-0.126	0.113
FAM160A1	0	1
FAM160A2	0.2	0.188
FAM160B1	0.282	0.0857
FAM160B2	-0.0039	0.965
FAM161A	-0.282	0.0585
FAM162A	0.621	0.000233
PCDHB1	1.93	9.9e-08
FAM163A	-0.000797	0.725
FAM166B	0.0197	0.285
FAM167A	-1.34	0.000836
FAM167A-AS1	0.000886	0.695
FAM167B	-0.239	0.097
FAM168B	-0.172	0.0296
FAM169A	-1.36	2.56e-05
FAM169B	0	1
FAM170A	0	1
FAM170B	-0.000705	0.752
PKD2L1	1.53	1.3e-05
FAM171A2	-0.0036	0.526
FAM171B	-0.0105	0.918
FAM172A	1.22	5.02e-06
FAM173A	-0.218	0.289
FAM173B	0.0438	0.84
FAM174A	0.479	0.000423
FAM174B	0.537	0.00192
FAM175A	1.28	8.84e-08
FAM175B	-0.0834	0.54
FAM177A1	0.0416	0.703
FAM178B	0.0859	0.463
FAM179A	0.0109	0.932
FAM179B	0.343	0.0378
FAM181A	-0.0026	0.349
FAM181B	0.00233	0.815
FAM184A	0.599	5.28e-05
FAM184B	0.0269	0.768
FAM185A	-0.000279	0.896
FAM186A	0	1
FAM186B	0.0112	0.806
FAM187B	0.00512	0.367
FAM188A	0.196	0.063
FAM188B	-0.221	0.192
FAM189A2	2.26	3.33e-10
FAM189B	-0.118	0.0924
FAM192A	-0.278	0.00277
FAM193A	0.309	0.00362
FAM193B	0.27	0.12
FAM196A	0.000612	0.789
FAM198A	-0.00115	0.875
FAM198B	-1.02	0.00193
FAM199X	-0.43	0.00352
FAM19A1	0.00367	0.396
FAM19A2	0.0637	0.474
FAM19A4	0.0118	0.191
FAM19A5	-0.154	0.383
C6orf120	-0.322	0.059
FAM200B	0.557	0.000345
FAM201B	0.0698	0.463
FAM204A	-0.0673	0.543
FAM205A	0	1
FAM205C	0	1
FAM206A	-0.249	0.14
FAM207A	-0.251	0.237
FAM208A	0.07	0.535
FAM208B	-0.337	0.0102
FAM209A	-0.00497	0.971
FAM209B	0.029	0.414
FAM20A	-0.449	0.344
FAM20B	-0.0646	0.606
FAM210A	-0.321	0.185
FAM210B	-0.0781	0.621
FAM212A	0.314	0.0946
FAM212B	-0.0258	0.425
FAM213A	0.428	0.0103
FAM213B	-0.163	0.456
FAM214A	1.03	8.09e-05
FAM214B	-0.387	0.0672
FAM215A	0.0582	0.341
FAM216A	-0.0129	0.951
FAM216B	-2.11e-05	0.992
BLOC1S6	-0.0152	0.307
FAM218A	-0.0174	0.206
FAM219A	-0.472	0.0137
FAM219B	1.01	9.09e-08
FAM220A	-0.247	0.0545
FAM221A	2.16	1.74e-12
FAM221B	0	1
FAM222A	0.0505	0.781
FAM222B	-0.232	0.051
FAM225A	-0.00742	0.393
FAM227B	-0.000356	0.869
FAM228A	0.0482	0.177
FAM228B	1.47	4.37e-07
FAM229A	-0.00138	0.952
FAM229B	0.569	0.0483
FAM234A	-0.122	0.478
FAM234B	0.141	0.147
FAM24A	-0.0145	0.317
FAM24B	-0.373	0.0989
VWA7	0.00118	0.597
FAM26E	-0.062	0.621
FAM26F	-1.11	0.00809
FAM32A	-0.334	0.0011
FAM3A	-0.17	0.244
FAM3B	5.94	1.1e-16
FAM3D	5.26	1.17e-10
FAM43A	0.374	0.174
FAM43B	-0.0285	0.12
FAM45BP	0.458	0.036
FAM46A	-0.445	0.122
FAM46B	2.41	1.99e-07
FAM46C	0.582	0.317
FAM46D	0	1
FAM47A	0.000634	0.775
FAM47B	0.00627	0.245
FAM47C	0.0736	0.0655
FAM49A	-0.871	0.00674
FAM49B	-0.808	1.23e-06
FAM50A	-0.454	0.00621
FAM50B	0.000341	0.998
FAM53A	0.00911	0.921
FAM53B	0.383	0.0781
FAM53C	0.137	0.172
FAM57A	-0.224	0.295
FAM57B	0.0154	0.226
FAM58A	-0.552	0.0031
FAM63A	1.3	3.36e-05
FAM63B	0.141	0.416
FAM64A	-2.09	1.41e-07
FAM65A	0.0565	0.412
FAM65B	0.196	0.537
FAM65C	0.0257	0.813
FAM66C	0.000171	0.987
FAM69B	0.0182	0.121
FAM69C	0.004	0.387
FAM71A	0.0876	0.33
FAM71B	0.00255	0.38
FAM71C	0	1
FAM71D	-0.0131	0.0818
FAM71E1	0.022	0.434
FAM71E2	0	1
FAM71F1	0.0131	0.733
FAM71F2	0	1
FAM76A	0.0107	0.338
FAM76B	-0.0151	0.92
FAM78A	0.166	0.557
FAM81A	0.0106	0.24
FAM81B	-0.00705	0.331
FAM83A	-1.98	6.77e-06
MSTO1	-0.876	0.058
FAM83C	1.57	0.00273
FAM83D	-0.0348	0.918
FAM83E	-0.0853	0.474
FAM83F	-0.562	0.0204
FAM83H	-0.459	0.0017
FAM84A	-0.0102	0.725
FAM84B	0.528	0.000239
FAM86B3P	0.00103	0.663
FAM89A	-1.41	0.000228
FAM89B	-0.247	0.221
FAM8A1	0.968	7.41e-07
FAM90A1	0.00531	0.907
FAM91A1	-0.603	3.23e-06
FAM96A	-0.265	0.0132
FAM96B	0.358	0.0238
FAM98A	-0.295	0.00609
FAM98B	-0.56	0.00584
FAM98C	0.589	0.000689
FAM9A	0.00072	0.813
FAM9B	-0.000155	0.942
FAM9C	0.00183	0.737
FAN1	0.0842	0.637
FANCA	-0.125	0.0149
FANCB	-0.499	0.0082
FANCC	-0.26	0.0197
FANCD2	-0.698	9.41e-05
FANCD2OS	-0.0032	0.761
FANCE	-0.381	0.0617
FANCF	-0.0993	0.656
FANCG	-0.957	0.000117
FANCI	-1.7	9.58e-09
FANCL	-0.0665	0.678
FANCM	-0.207	0.0198
FANK1	-0.151	0.615
FAP	-4.43	3.98e-10
FAR1	0.635	9.64e-07
FAR2	-0.178	0.533
FARP1	-1.07	0.000215
FARP2	0.153	0.11
FARS2	-0.43	0.0234
FARSA	-0.831	0.000215
FARSB	-0.0849	0.589
FAS	0.481	0.0228
FASLG	0.0087	0.904
FASN	-0.0193	0.559
FASTK	0.124	0.357
FASTKD1	0.345	0.0101
FASTKD2	-0.142	0.225
FASTKD3	-0.388	0.00336
FASTKD5	-0.0965	0.504
FAT1	-2.03	1.27e-10
FAT2	-0.376	0.323
FAT3	-0.0389	0.291
FATE1	0.0607	0.3
FAU	0.214	0.00916
FAXC	-0.765	0.0506
FAXDC2	1.03	2.02e-07
FBL	0.621	1.49e-05
FBLIM1	-2	3.38e-09
FBLL1	0.107	0.0734
FBLN1	1.03	0.00041
FBLN2	0.462	0.113
FBLN5	2.09	2.51e-06
FBLN7	0.259	0.211
FBN1	-0.367	0.297
FBN2	-3.69	7.56e-11
FBN3	-0.00738	0.401
FBP1	-1.31	0.0417
FBP2	1.15	0.0101
FBRS	0.219	0.0288
FBRSL1	0.154	0.0545
FBXL12	-0.131	0.278
FBXL13	0.0338	0.187
FBXL14	0.118	0.242
FBXL15	0.147	0.267
FBXL16	0.855	2.94e-06
FBXL17	0.00577	0.217
FBXL18	-0.795	1.46e-05
FBXL19	-0.323	0.046
FBXL19-AS1	-0.00114	0.626
FBXL2	-0.768	0.00167
FBXL20	-0.412	0.011
FBXL21	0.00681	0.319
FBXL3	0.67	4.45e-07
FBXL4	-0.256	0.114
FBXL5	0.529	2.3e-06
FBXL6	-1.02	1.09e-05
FBXL7	0.906	0.0019
FBXL8	-0.0976	0.144
FBXO10	0.00577	0.371
FBXO11	-0.00545	0.917
FBXO15	0.00596	0.811
FBXO16	0.00916	0.808
FBXO17	0.0803	0.272
FBXO18	-0.0956	0.453
FBXO2	-1.44	0.000233
FBXO21	0.142	0.199
FBXO22	-0.295	0.00745
FBXO24	0.00135	0.562
FBXO25	0.613	0.0042
FBXO27	-0.121	0.274
FBXO28	-0.149	0.323
FBXO3	0.845	7.1e-06
FBXO30	-0.119	0.294
FBXO31	0.897	5.28e-05
FBXO32	-0.189	0.648
FBXO33	-0.0146	0.911
FBXO34	0.609	0.000127
FBXO36	-0.324	0.146
FBXO38	0.146	0.018
FBXO39	-0.032	0.335
FBXO4	-0.0327	0.643
FBXO40	1.88	0.000679
FBXO41	-0.141	0.165
FBXO42	0.0921	0.384
FBXO43	0.021	0.0902
FBXO44	-0.0546	0.031
FBXO45	-1.41	6.82e-08
FBXO46	0.0348	0.826
FBXO5	-1.38	3.67e-08
FBXO6	-0.88	0.00848
FBXO7	-0.25	0.00428
FBXO8	0.548	0.000242
FBXO9	0.532	1.62e-05
FBXW11	0.302	0.00624
FBXW2	-0.191	0.0534
FBXW4	0.49	0.0064
FBXW5	0.0401	0.855
FBXW7	0.867	1.94e-05
FBXW9	-0.18	0.25
FCAMR	0.0289	0.191
FCAR	-0.0478	0.31
FCER1A	4.11	4.88e-14
FCER1G	-0.834	0.0419
FCER2	-0.00274	0.56
FCF1	-0.827	0.000183
FCGBP	1.62	0.00692
FCGR2B	1.61	0.0019
FCGR3B	-1.52	0.019
FCGRT	0.943	0.00413
FCHO1	0.00512	0.786
FCHO2	0.854	3.24e-06
FCHSD1	0.0657	0.669
FCHSD2	0.115	0.419
FCMR	-0.648	0.119
FCN1	0.668	0.205
FCN2	0.0875	0.108
FCN3	-0.228	0.0677
FCRL1	0	1
FCRL2	-0.000378	0.861
FCRL3	0	1
FCRL4	0	1
FCRL5	-0.152	0.553
FCRLA	0.0906	0.442
FCRLB	-0.0782	0.243
FDCSP	0.0638	0.96
FDFT1	0.496	0.00071
FDPS	-0.204	0.22
FDX1	0.284	0.00142
FDX1L	-0.633	0.000116
FDXACB1	0.152	0.135
FDXR	0.496	0.0747
FECH	0.279	0.0778
FEM1A	0.59	0.0151
FEM1B	-0.185	0.518
FEM1C	0.146	0.402
FEN1	-1.75	8.1e-09
FER	-0.155	0.405
FER1L4	-0.0716	0.746
FER1L5	-0.00432	0.435
FERD3L	0	1
FERMT1	-1.81	4.81e-08
FERMT2	0.0183	0.952
FERMT3	0.097	0.757
FES	0.205	0.101
FETUB	0.444	0.228
FEV	0	1
FEZ1	-1.61	5.03e-06
FEZ2	0.129	0.102
FEZF2	0	1
FFAR1	-0.0199	0.102
FFAR2	-0.369	0.0887
FGA	0	1
FGB	-0.00101	0.666
FGD1	-0.421	0.0274
SERINC3	0.161	0.263
FGD3	-0.0551	0.781
FGD5	1.11	3.73e-05
FGD6	-1.9	5.7e-08
FGF1	-0.239	0.0324
FGF10	0.279	0.00561
FGF11	-0.0778	0.0346
FGF12	-0.144	0.492
FGF13	2.05	1.77e-05
FGF13-AS1	0	1
FGF14	0.0885	0.0217
FGF14-AS2	0.625	1.86e-05
FGF16	0.000498	0.82
FGF17	-0.00796	0.326
FGF18	0.159	0.25
FGF19	-0.14	0.352
FGF2	1.88	1.6e-08
FGF20	0	1
FGF21	0.0162	0.379
FGF22	-0.00354	0.385
FGF23	-0.000195	0.927
FGF3	0	1
FGF4	0.0042	0.382
FGF5	-0.0108	0.167
FGF6	0.0094	0.718
FGF7	3.73	6.71e-10
FGF8	0.00698	0.113
FGF9	-0.0886	0.523
FGFBP1	0.322	0.395
FGFBP2	0.903	0.0279
FGFBP3	0.00165	0.516
FGFR1	0.561	0.000355
FGFR1OP	-1.04	8.38e-06
FGFR1OP2	-0.146	0.252
FGFR2	0.858	0.0115
FGFR3	1.09	0.000136
FGFR4	0	1
FGFRL1	-0.000107	0.96
FGG	0.0138	0.354
FGGY	0.306	0.261
FGL1	0.0477	0.173
FGL2	1.54	4.8e-05
FGR	0.478	0.3
FH	0.16	0.248
FHAD1	0	1
FHDC1	0.755	0.0158
FHIT	0.485	5.5e-06
FHL1	2.96	6.16e-05
FHL2	-0.612	0.000774
FHL3	0.486	0.131
FHL5	1.63	7.45e-06
FHOD1	-0.755	0.00266
FHOD3	-1.96	2.12e-06
FIBCD1	0.0159	0.629
FIBIN	1.14	0.00268
FIBP	-0.378	0.0193
FICD	-0.0508	0.799
FIG4	0.926	2.21e-06
FIGF	2.74	1.16e-08
FIGLA	0	1
FIGN	-0.0767	0.496
FIGNL1	-0.645	0.0153
FILIP1	0.596	0.0109
FILIP1L	-0.114	0.674
FIP1L1	-0.292	0.0135
FIS1	0.281	0.0842
FITM1	2.82	2.52e-05
FITM2	-0.0514	0.0976
FIZ1	-0.0329	0.284
FJX1	-1.61	2.9e-05
FKBP10	-1.45	4.24e-06
FKBP11	-0.823	0.0248
FKBP14	-1.7	2.59e-09
FKBP15	-0.631	2.67e-06
FKBP1A	-0.564	0.00762
FKBP1B	-0.256	0.338
FKBP2	-0.457	0.0719
FKBP3	-0.049	0.689
FKBP4	-0.148	0.464
FKBP5	0.769	0.0331
FKBP6	1.43e-05	0.995
FKBP7	-0.348	0.118
FKBP8	0.0186	0.938
FKBPL	-0.174	0.393
FKRP	-0.000406	0.988
FKSG29	0.00185	0.516
FKTN	-0.222	0.278
FLAD1	-0.558	0.00106
FLCN	-0.517	0.079
FLG	3.52	7e-05
FLG2	1.2	0.206
FLI1	0.882	0.00577
FLII	-0.0353	0.858
FLJ13224	0.000286	0.894
FLJ20021	-0.105	0.415
FLJ20712	-0.000777	0.731
FLJ22763	-0.00214	0.471
FLJ31945	-0.000812	0.72
FLJ32154	0	1
FLJ32255	-1.31	0.000456
FLJ33360	0.00834	0.866
FLJ37201	-1.18e-05	0.996
FLJ37453	0	1
FLJ41170	0	1
FLJ45513	-0.0933	0.265
FLJ90680	0.000488	0.821
FLNA	-1.15	8.42e-05
FLNB	-0.332	0.16
FLNC	1.32	0.015
FLOT1	-0.226	0.234
FLOT2	-0.121	0.594
FLRT1	0.00612	0.402
FLRT2	-0.926	0.000817
FLRT3	-1.49	0.0165
FLT3	0.144	0.183
FLT3LG	0.258	0.047
FLT4	-0.0533	0.458
FLVCR2	0.0974	0.733
FLYWCH1	-0.146	0.0408
