ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
10116_at	6.92e-01	5.18e-01	-6.52e-01	-6.58135	-1.85e-01	FEM1B	fem-1 homolog B
51393_at	6.92e-01	5.18e-01	-6.51e-01	-6.58183	-7.40e-02	TRPV2	transient receptor potential cation channel subfamily V member 2
10008_at	6.92e-01	5.18e-01	-6.51e-01	-6.58185	-4.62e-02	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
1143_at	6.92e-01	5.18e-01	-6.51e-01	-6.58188	-1.88e-03	CHRNB4	cholinergic receptor nicotinic beta 4 subunit
64753_at	6.92e-01	5.18e-01	-6.51e-01	-6.58192	-1.21e-02	CCDC136	coiled-coil domain containing 136
7544_at	6.92e-01	5.18e-01	6.51e-01	-6.58194	1.60e-01	ZFY	zinc finger protein, Y-linked
10229_at	6.92e-01	5.18e-01	-6.51e-01	-6.58205	-8.25e-02	COQ7	coenzyme Q7, hydroxylase
54496_at	6.92e-01	5.19e-01	-6.51e-01	-6.58224	-6.82e-02	PRMT7	protein arginine methyltransferase 7
2857_at	6.92e-01	5.19e-01	6.50e-01	-6.58233	3.41e-01	GPR34	G protein-coupled receptor 34
27248_at	6.92e-01	5.19e-01	-6.50e-01	-6.58235	-9.92e-02	ERLEC1	endoplasmic reticulum lectin 1
644589_at	6.92e-01	5.19e-01	6.50e-01	-6.58237	9.66e-02	DNAJC19P9	DnaJ heat shock protein family (Hsp40) member C19 pseudogene 9
25895_at	6.92e-01	5.19e-01	-6.50e-01	-6.58238	-1.80e-01	METTL21B	methyltransferase like 21B
7568_at	6.93e-01	5.19e-01	-6.50e-01	-6.58248	-1.47e-01	ZNF20	zinc finger protein 20
399694_at	6.93e-01	5.19e-01	6.50e-01	-6.58277	3.10e-02	SHC4	SHC adaptor protein 4
2981_at	6.93e-01	5.19e-01	6.49e-01	-6.583	1.09e-02	GUCA2B	guanylate cyclase activator 2B
1794_at	6.93e-01	5.20e-01	6.49e-01	-6.58318	2.54e-01	DOCK2	dedicator of cytokinesis 2
71_at	6.93e-01	5.20e-01	-6.49e-01	-6.58325	-3.35e-02	ACTG1	actin gamma 1
388_at	6.93e-01	5.20e-01	6.49e-01	-6.58334	1.77e-01	RHOB	ras homolog family member B
388969_at	6.94e-01	5.20e-01	6.49e-01	-6.58352	1.25e-01	C2orf68	chromosome 2 open reading frame 68
150297_at	6.94e-01	5.20e-01	-6.48e-01	-6.58361	-1.79e-03	C22orf42	chromosome 22 open reading frame 42
28652_at	6.94e-01	5.20e-01	-6.48e-01	-6.58368	-1.77e-03	TRAV30	T cell receptor alpha variable 30
10498_at	6.94e-01	5.20e-01	-6.48e-01	-6.58391	-1.22e-01	CARM1	coactivator associated arginine methyltransferase 1
2972_at	6.94e-01	5.21e-01	-6.47e-01	-6.58424	-1.76e-03	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit
1124_at	6.95e-01	5.21e-01	6.47e-01	-6.58451	7.74e-02	CHN2	chimerin 2
23426_at	6.95e-01	5.21e-01	-6.47e-01	-6.58452	-1.76e-03	GRIP1	glutamate receptor interacting protein 1
51248_at	6.95e-01	5.21e-01	-6.47e-01	-6.58452	-7.46e-02	PDZD11	PDZ domain containing 11
58472_at	6.95e-01	5.21e-01	6.47e-01	-6.5846	9.93e-02	SQRDL	sulfide quinone reductase-like (yeast)
80135_at	6.95e-01	5.21e-01	6.47e-01	-6.58461	6.84e-02	RPF1	ribosome production factor 1 homolog
92170_at	6.95e-01	5.21e-01	-6.46e-01	-6.58493	-8.94e-02	MTG1	mitochondrial ribosome associated GTPase 1
83693_at	6.95e-01	5.21e-01	-6.46e-01	-6.585	-1.08e-01	HSDL1	hydroxysteroid dehydrogenase like 1
254428_at	6.95e-01	5.21e-01	6.46e-01	-6.58504	1.02e-01	SLC41A1	solute carrier family 41 member 1
53635_at	6.95e-01	5.21e-01	-6.46e-01	-6.58508	-1.26e-01	PTOV1	prostate tumor overexpressed 1
23158_at	6.95e-01	5.21e-01	-6.46e-01	-6.58508	-9.86e-02	TBC1D9	TBC1 domain family member 9
29802_at	6.95e-01	5.21e-01	-6.46e-01	-6.58514	-7.67e-02	VPREB3	pre-B lymphocyte 3
7044_at	6.95e-01	5.21e-01	6.46e-01	-6.58515	1.97e-03	LEFTY2	left-right determination factor 2
5023_at	6.95e-01	5.22e-01	-6.46e-01	-6.58524	-2.29e-02	P2RX1	purinergic receptor P2X 1
51561_at	6.95e-01	5.22e-01	-6.46e-01	-6.58537	-1.74e-01	IL23A	interleukin 23 subunit alpha
221491_at	6.95e-01	5.22e-01	-6.45e-01	-6.5856	-1.35e-01	C6orf1	chromosome 6 open reading frame 1
11214_at	6.95e-01	5.22e-01	6.45e-01	-6.58562	1.22e-01	AKAP13	A-kinase anchoring protein 13
222698_at	6.96e-01	5.22e-01	6.45e-01	-6.58587	1.80e-03	NKAPL	NFKB activating protein like
230_at	6.96e-01	5.22e-01	6.45e-01	-6.58593	1.70e-01	ALDOC	aldolase, fructose-bisphosphate C
91404_at	6.96e-01	5.22e-01	6.45e-01	-6.58605	1.07e-01	SESTD1	SEC14 and spectrin domain containing 1
9970_at	6.96e-01	5.22e-01	-6.45e-01	-6.58613	-2.10e-03	NR1I3	nuclear receptor subfamily 1 group I member 3
8945_at	6.96e-01	5.23e-01	6.44e-01	-6.58634	2.81e-02	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
9046_at	6.96e-01	5.23e-01	6.44e-01	-6.58657	1.71e-01	DOK2	docking protein 2
6834_at	6.96e-01	5.23e-01	6.44e-01	-6.58661	1.10e-01	SURF1	surfeit 1
255057_at	6.96e-01	5.23e-01	-6.44e-01	-6.58676	-1.74e-03	CBARP	CACN beta subunit associated regulatory protein
10346_at	6.96e-01	5.23e-01	-6.43e-01	-6.58691	-1.54e-01	TRIM22	tripartite motif containing 22
2254_at	6.96e-01	5.23e-01	-6.43e-01	-6.58692	-8.86e-02	FGF9	fibroblast growth factor 9
140894_at	6.96e-01	5.23e-01	6.43e-01	-6.58694	1.53e-03	CNBD2	cyclic nucleotide binding domain containing 2
1647_at	6.97e-01	5.24e-01	-6.43e-01	-6.58728	-1.65e-01	GADD45A	growth arrest and DNA damage inducible alpha
79166_at	6.97e-01	5.24e-01	-6.43e-01	-6.5873	-1.70e-02	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
64714_at	6.97e-01	5.24e-01	-6.43e-01	-6.5873	-1.74e-03	PDIA2	protein disulfide isomerase family A member 2
285237_at	6.97e-01	5.24e-01	6.43e-01	-6.58743	8.58e-02	C3orf38	chromosome 3 open reading frame 38
50814_at	6.97e-01	5.24e-01	6.42e-01	-6.58786	1.14e-01	NSDHL	NAD(P) dependent steroid dehydrogenase-like
339768_at	6.97e-01	5.24e-01	6.42e-01	-6.58787	1.88e-03	ESPNL	espin-like
10426_at	6.97e-01	5.24e-01	6.42e-01	-6.58791	8.66e-02	TUBGCP3	tubulin gamma complex associated protein 3
126299_at	6.98e-01	5.25e-01	-6.41e-01	-6.58825	-3.94e-02	ZNF428	zinc finger protein 428
55275_at	6.98e-01	5.25e-01	-6.41e-01	-6.58831	-2.49e-02	VPS53	VPS53, GARP complex subunit
5431_at	6.98e-01	5.25e-01	-6.41e-01	-6.58834	-6.13e-02	POLR2B	RNA polymerase II subunit B
112479_at	6.98e-01	5.25e-01	-6.40e-01	-6.58876	-2.22e-02	ERI2	ERI1 exoribonuclease family member 2
2687_at	6.98e-01	5.25e-01	-6.40e-01	-6.58883	-1.29e-01	GGT5	gamma-glutamyltransferase 5
90799_at	6.98e-01	5.25e-01	-6.40e-01	-6.5889	-9.22e-02	CEP95	centrosomal protein 95
56910_at	6.98e-01	5.25e-01	-6.40e-01	-6.5889	-7.87e-02	STARD7	StAR related lipid transfer domain containing 7
51449_at	6.99e-01	5.25e-01	6.40e-01	-6.58911	1.73e-01	PCYOX1	prenylcysteine oxidase 1
1839_at	6.99e-01	5.25e-01	6.40e-01	-6.58914	3.24e-01	HBEGF	heparin binding EGF like growth factor
54898_at	6.99e-01	5.26e-01	6.40e-01	-6.58918	2.99e-02	ELOVL2	ELOVL fatty acid elongase 2
81889_at	6.99e-01	5.26e-01	-6.40e-01	-6.58919	-9.82e-02	FAHD1	fumarylacetoacetate hydrolase domain containing 1
920_at	6.99e-01	5.26e-01	-6.39e-01	-6.5894	-2.16e-01	CD4	CD4 molecule
55837_at	6.99e-01	5.26e-01	6.39e-01	-6.58949	6.12e-02	EAPP	E2F associated phosphoprotein
268_at	6.99e-01	5.26e-01	-6.39e-01	-6.58973	-1.17e-02	AMH	anti-Mullerian hormone
79917_at	6.99e-01	5.26e-01	6.39e-01	-6.58974	1.77e-03	MAGIX	MAGI family member, X-linked
284069_at	6.99e-01	5.26e-01	-6.38e-01	-6.59003	-3.60e-03	FAM171A2	family with sequence similarity 171 member A2
25888_at	6.99e-01	5.26e-01	-6.38e-01	-6.59009	-5.82e-02	ZNF473	zinc finger protein 473
63941_at	7.00e-01	5.27e-01	6.38e-01	-6.59055	8.64e-02	NECAB3	N-terminal EF-hand calcium binding protein 3
57824_at	7.00e-01	5.27e-01	-6.38e-01	-6.59055	-1.03e-02	HMHB1	histocompatibility minor HB-1
1180_at	7.00e-01	5.27e-01	6.37e-01	-6.59085	2.67e-02	CLCN1	chloride voltage-gated channel 1
4352_at	7.01e-01	5.27e-01	6.37e-01	-6.59114	1.76e-03	MPL	MPL proto-oncogene, thrombopoietin receptor
64114_at	7.01e-01	5.28e-01	-6.37e-01	-6.59117	-8.05e-02	TMBIM1	transmembrane BAX inhibitor motif containing 1
284912_at	7.01e-01	5.28e-01	-6.36e-01	-6.59135	-1.59e-02	LOC284912	uncharacterized LOC284912
100128922_at	7.01e-01	5.28e-01	-6.36e-01	-6.59149	-5.88e-03	LOC100128922	connexin
1244_at	7.01e-01	5.28e-01	-6.36e-01	-6.59153	-2.89e-03	ABCC2	ATP binding cassette subfamily C member 2
51693_at	7.01e-01	5.28e-01	-6.36e-01	-6.59154	-8.25e-02	TRAPPC2L	trafficking protein particle complex 2 like
84447_at	7.01e-01	5.28e-01	-6.36e-01	-6.59173	-8.23e-02	SYVN1	synoviolin 1
307_at	7.01e-01	5.28e-01	6.36e-01	-6.59178	6.43e-02	ANXA4	annexin A4
8644_at	7.01e-01	5.28e-01	6.36e-01	-6.59181	2.87e-01	AKR1C3	aldo-keto reductase family 1, member C3
140683_at	7.01e-01	5.28e-01	-6.35e-01	-6.59193	-1.71e-03	BPIFA2	BPI fold containing family A member 2
9181_at	7.01e-01	5.28e-01	-6.35e-01	-6.59195	-5.52e-02	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
317761_at	7.01e-01	5.28e-01	-6.35e-01	-6.59197	-4.53e-03	C14orf39	chromosome 14 open reading frame 39
23395_at	7.01e-01	5.28e-01	-6.35e-01	-6.59207	-7.32e-02	LARS2	leucyl-tRNA synthetase 2, mitochondrial
64137_at	7.01e-01	5.29e-01	-6.35e-01	-6.59221	-4.37e-02	ABCG4	ATP binding cassette subfamily G member 4
55328_at	7.01e-01	5.29e-01	6.35e-01	-6.5923	5.92e-02	RNLS	renalase, FAD dependent amine oxidase
2021_at	7.01e-01	5.29e-01	6.35e-01	-6.59231	1.57e-01	ENDOG	endonuclease G
122416_at	7.01e-01	5.29e-01	-6.35e-01	-6.59234	-1.27e-01	ANKRD9	ankyrin repeat domain 9
54465_at	7.01e-01	5.29e-01	-6.35e-01	-6.59236	-9.10e-02	ETAA1	Ewing tumor associated antigen 1
3009_at	7.01e-01	5.29e-01	6.35e-01	-6.59245	1.37e-02	HIST1H1B	histone cluster 1, H1b
168507_at	7.02e-01	5.29e-01	-6.35e-01	-6.59253	-1.83e-03	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting
26062_at	7.02e-01	5.29e-01	6.34e-01	-6.59272	4.28e-03	HYALP1	hyaluronoglucosaminidase pseudogene 1
144132_at	7.02e-01	5.29e-01	-6.34e-01	-6.59274	-2.00e-03	DNHD1	dynein heavy chain domain 1
149076_at	7.02e-01	5.29e-01	6.34e-01	-6.59282	1.08e-01	ZNF362	zinc finger protein 362
4000_at	7.02e-01	5.29e-01	-6.34e-01	-6.59289	-1.13e-01	LMNA	lamin A/C
2952_at	7.02e-01	5.30e-01	6.34e-01	-6.59319	4.79e-01	GSTT1	glutathione S-transferase theta 1
7813_at	7.02e-01	5.30e-01	6.33e-01	-6.59327	3.76e-02	EVI5	ecotropic viral integration site 5
201175_at	7.02e-01	5.30e-01	6.33e-01	-6.59331	1.76e-01		
79922_at	7.03e-01	5.30e-01	6.33e-01	-6.5938	2.30e-02	MRM1	mitochondrial rRNA methyltransferase 1
29934_at	7.03e-01	5.30e-01	6.33e-01	-6.59382	6.80e-02	SNX12	sorting nexin 12
2899_at	7.03e-01	5.30e-01	-6.32e-01	-6.59398	-1.82e-03	GRIK3	glutamate ionotropic receptor kainate type subunit 3
388591_at	7.03e-01	5.31e-01	-6.32e-01	-6.59428	-7.52e-02	RNF207	ring finger protein 207
84215_at	7.04e-01	5.31e-01	6.31e-01	-6.59452	3.28e-02	ZNF541	zinc finger protein 541
339352_at	7.04e-01	5.31e-01	6.31e-01	-6.59455	5.64e-02	LOC339352	cytosolic thiouridylase subunit 1 homolog (S. pombe) pseudogene
1358_at	7.04e-01	5.31e-01	-6.31e-01	-6.59456	-3.66e-03	CPA2	carboxypeptidase A2
91752_at	7.04e-01	5.31e-01	6.31e-01	-6.59462	2.43e-02	ZNF804A	zinc finger protein 804A
55423_at	7.04e-01	5.31e-01	-6.31e-01	-6.59495	-1.34e-01	SIRPG	signal regulatory protein gamma
151888_at	7.04e-01	5.32e-01	6.31e-01	-6.59508	1.92e-01	BTLA	B and T lymphocyte associated
2785_at	7.04e-01	5.32e-01	6.30e-01	-6.59517	9.44e-03	GNG3	G protein subunit gamma 3
9551_at	7.04e-01	5.32e-01	6.30e-01	-6.5953	5.73e-02	ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2
27334_at	7.04e-01	5.32e-01	6.30e-01	-6.5953	2.15e-01	P2RY10	purinergic receptor P2Y10
56981_at	7.05e-01	5.32e-01	6.30e-01	-6.59555	1.73e-03	PRDM11	PR/SET domain 11
219793_at	7.05e-01	5.32e-01	6.30e-01	-6.59558	5.70e-03	TBATA	thymus, brain and testes associated
1395_at	7.05e-01	5.32e-01	-6.29e-01	-6.59575	-1.68e-03	CRHR2	corticotropin releasing hormone receptor 2
64926_at	7.05e-01	5.32e-01	6.29e-01	-6.59578	2.14e-01	RASAL3	RAS protein activator like 3
388795_at	7.05e-01	5.32e-01	6.29e-01	-6.59583	2.10e-01	EFCAB8	EF-hand calcium binding domain 8
7673_at	7.05e-01	5.32e-01	6.29e-01	-6.59592	8.59e-02	ZNF222	zinc finger protein 222
645191_at	7.05e-01	5.32e-01	6.29e-01	-6.59596	2.18e-02	LINGO3	leucine rich repeat and Ig domain containing 3
7327_at	7.05e-01	5.32e-01	6.29e-01	-6.59603	9.00e-02	UBE2G2	ubiquitin conjugating enzyme E2 G2
25820_at	7.05e-01	5.33e-01	-6.29e-01	-6.5962	-9.56e-02	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
3375_at	7.05e-01	5.33e-01	-6.29e-01	-6.59625	-1.68e-03	IAPP	islet amyloid polypeptide
55711_at	7.05e-01	5.33e-01	-6.29e-01	-6.59631	-1.78e-01	FAR2	fatty acyl-CoA reductase 2
4068_at	7.06e-01	5.33e-01	6.28e-01	-6.59674	1.25e-01	SH2D1A	SH2 domain containing 1A
80114_at	7.06e-01	5.33e-01	6.28e-01	-6.59692	5.25e-02	BICC1	BicC family RNA binding protein 1
7976_at	7.06e-01	5.33e-01	6.28e-01	-6.59694	2.15e-01	FZD3	frizzled class receptor 3
8629_at	7.06e-01	5.34e-01	6.27e-01	-6.59716	2.97e-02	JRK	Jrk helix-turn-helix protein
3770_at	7.06e-01	5.34e-01	-6.27e-01	-6.59724	-6.74e-03	KCNJ14	potassium voltage-gated channel subfamily J member 14
114897_at	7.06e-01	5.34e-01	-6.27e-01	-6.5973	-1.10e-01	C1QTNF1	C1q and tumor necrosis factor related protein 1
29933_at	7.06e-01	5.34e-01	-6.27e-01	-6.59742	-7.92e-03	GPR132	G protein-coupled receptor 132
5575_at	7.06e-01	5.34e-01	6.27e-01	-6.59755	6.72e-02	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
51206_at	7.06e-01	5.34e-01	6.27e-01	-6.5976	3.49e-02	GP6	glycoprotein VI platelet
643517_at	7.06e-01	5.34e-01	-6.26e-01	-6.59779	-4.27e-02		
57599_at	7.06e-01	5.34e-01	6.26e-01	-6.5978	9.11e-02	WDR48	WD repeat domain 48
5870_at	7.07e-01	5.34e-01	-6.26e-01	-6.59797	-7.88e-02	RAB6A	RAB6A, member RAS oncogene family
11022_at	7.07e-01	5.35e-01	6.26e-01	-6.598	3.18e-02	TDRKH	tudor and KH domain containing
3263_at	7.07e-01	5.35e-01	-6.26e-01	-6.59811	-3.19e-03	HPX	hemopexin
348980_at	7.07e-01	5.35e-01	6.25e-01	-6.59834	1.71e-03	HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1
10841_at	7.07e-01	5.35e-01	6.25e-01	-6.59835	7.64e-03	FTCD	formimidoyltransferase cyclodeaminase
400223_at	7.07e-01	5.35e-01	6.25e-01	-6.59837	7.98e-02	C14orf181	chromosome 14 open reading frame 181
200734_at	7.07e-01	5.35e-01	-6.25e-01	-6.59855	-3.86e-02	SPRED2	sprouty related EVH1 domain containing 2
23272_at	7.07e-01	5.35e-01	6.25e-01	-6.59856	7.00e-02	FAM208A	family with sequence similarity 208 member A
4715_at	7.07e-01	5.35e-01	-6.25e-01	-6.59863	-7.42e-02	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
205327_at	7.07e-01	5.35e-01	6.25e-01	-6.59871	5.70e-02	C2orf69	chromosome 2 open reading frame 69
1285_at	7.07e-01	5.35e-01	-6.25e-01	-6.59881	-7.91e-02	COL4A3	collagen type IV alpha 3 chain
5004_at	7.07e-01	5.35e-01	6.25e-01	-6.59882	1.27e-01	ORM1	orosomucoid 1
153020_at	7.07e-01	5.35e-01	-6.25e-01	-6.59883	-2.33e-02	RASGEF1B	RasGEF domain family member 1B
2848_at	7.07e-01	5.35e-01	6.24e-01	-6.59888	2.11e-03	GPR25	G protein-coupled receptor 25
54413_at	7.07e-01	5.36e-01	6.24e-01	-6.59901	1.70e-03	NLGN3	neuroligin 3
8718_at	7.07e-01	5.36e-01	-6.24e-01	-6.59912	-1.18e-01	TNFRSF25	TNF receptor superfamily member 25
11103_at	7.07e-01	5.36e-01	-6.24e-01	-6.59916	-7.12e-02	KRR1	KRR1, small subunit processome component homolog
56124_at	7.08e-01	5.36e-01	-6.24e-01	-6.59926	-8.15e-02	PCDHB12	protocadherin beta 12
94025_at	7.08e-01	5.36e-01	-6.24e-01	-6.59939	-1.55e-01	MUC16	mucin 16, cell surface associated
10413_at	7.08e-01	5.36e-01	-6.24e-01	-6.59939	-1.89e-01	YAP1	Yes associated protein 1
4842_at	7.08e-01	5.36e-01	-6.24e-01	-6.59948	-1.49e-03	NOS1	nitric oxide synthase 1
202459_at	7.08e-01	5.36e-01	6.23e-01	-6.5995	1.95e-02	OSTCP1	oligosaccharyltransferase complex subunit pseudogene 1
728485_at	7.08e-01	5.36e-01	-6.23e-01	-6.59954	-8.09e-03	LOC728485	uncharacterized LOC728485
554235_at	7.08e-01	5.36e-01	6.23e-01	-6.59962	3.69e-02	ASPDH	aspartate dehydrogenase domain containing
160365_at	7.08e-01	5.36e-01	6.23e-01	-6.59974	2.43e-01	CLECL1	C-type lectin like 1
8187_at	7.08e-01	5.37e-01	6.23e-01	-6.59992	9.60e-02	ZNF239	zinc finger protein 239
158801_at	7.08e-01	5.37e-01	-6.23e-01	-6.6001	-8.81e-02	NKAPP1	NFKB activating protein pseudogene 1
9750_at	7.08e-01	5.37e-01	6.22e-01	-6.60019	1.96e-01	FAM65B	family with sequence similarity 65 member B
56888_at	7.08e-01	5.37e-01	6.22e-01	-6.6004	5.53e-02	KCMF1	potassium channel modulatory factor 1
553_at	7.08e-01	5.37e-01	6.22e-01	-6.60041	3.78e-02	AVPR1B	arginine vasopressin receptor 1B
283677_at	7.08e-01	5.37e-01	6.22e-01	-6.60043	2.89e-02	REC114	REC114 meiotic recombination protein
11093_at	7.09e-01	5.37e-01	6.22e-01	-6.60057	1.69e-03	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13
9753_at	7.09e-01	5.38e-01	-6.21e-01	-6.601	-1.65e-03	ZSCAN12	zinc finger and SCAN domain containing 12
60509_at	7.09e-01	5.38e-01	-6.21e-01	-6.60115	-1.25e-01	AGBL5	ATP/GTP binding protein like 5
7482_at	7.09e-01	5.38e-01	-6.21e-01	-6.60121	-5.85e-02	WNT2B	Wnt family member 2B
341640_at	7.09e-01	5.38e-01	6.20e-01	-6.60137	2.44e-01	FREM2	FRAS1 related extracellular matrix protein 2
337970_at	7.09e-01	5.38e-01	6.20e-01	-6.60139	2.10e-03	KRTAP19-3	keratin associated protein 19-3
10004_at	7.10e-01	5.38e-01	6.20e-01	-6.60147	9.37e-02	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1
9320_at	7.10e-01	5.38e-01	-6.20e-01	-6.6017	-5.95e-02	TRIP12	thyroid hormone receptor interactor 12
6880_at	7.10e-01	5.39e-01	-6.20e-01	-6.60191	-6.49e-02	TAF9	TATA-box binding protein associated factor 9
30011_at	7.11e-01	5.39e-01	-6.19e-01	-6.60231	-1.31e-01	SH3KBP1	SH3 domain containing kinase binding protein 1
28904_at	7.11e-01	5.39e-01	-6.19e-01	-6.60236	-2.82e-01	IGKV1D-8	immunoglobulin kappa variable 1D-8
81621_at	7.11e-01	5.39e-01	6.19e-01	-6.60246	1.68e-03	KAZALD1	Kazal type serine peptidase inhibitor domain 1
55150_at	7.11e-01	5.39e-01	-6.19e-01	-6.60249	-3.56e-03	C19orf73	chromosome 19 open reading frame 73
148413_at	7.11e-01	5.39e-01	-6.19e-01	-6.60251	-4.63e-02	LOC148413	uncharacterized LOC148413
3491_at	7.11e-01	5.39e-01	6.18e-01	-6.60268	2.69e-01	CYR61	cysteine rich angiogenic inducer 61
650662_at	7.11e-01	5.40e-01	-6.18e-01	-6.6029	-1.63e-03	C14orf184	chromosome 14 open reading frame 184
57190_at	7.11e-01	5.40e-01	-6.18e-01	-6.6029	-1.62e-01	SEPN1	selenoprotein N, 1
10475_at	7.11e-01	5.40e-01	6.18e-01	-6.60301	1.01e-01	TRIM38	tripartite motif containing 38
23172_at	7.11e-01	5.40e-01	-6.18e-01	-6.60304	-8.34e-02	FAM175B	family with sequence similarity 175 member B
64595_at	7.11e-01	5.40e-01	6.17e-01	-6.60328	7.50e-02	TTTY15	testis-specific transcript, Y-linked 15 (non-protein coding)
283129_at	7.11e-01	5.40e-01	-6.17e-01	-6.60339	-9.03e-03	MAJIN	membrane anchored junction protein
642_at	7.12e-01	5.41e-01	-6.16e-01	-6.60387	-1.18e-01	BLMH	bleomycin hydrolase
3779_at	7.12e-01	5.41e-01	6.16e-01	-6.60387	1.11e-01	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
967_at	7.12e-01	5.41e-01	-6.16e-01	-6.60403	-9.05e-02	CD63	CD63 molecule
4238_at	7.12e-01	5.41e-01	-6.16e-01	-6.60411	-1.87e-01	MFAP3	microfibrillar associated protein 3
57194_at	7.12e-01	5.41e-01	-6.16e-01	-6.60426	-1.11e-01	ATP10A	ATPase phospholipid transporting 10A (putative)
8893_at	7.12e-01	5.41e-01	-6.16e-01	-6.60426	-7.94e-02	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon
55125_at	7.12e-01	5.41e-01	-6.16e-01	-6.60427	-1.41e-01	CEP192	centrosomal protein 192
79780_at	7.13e-01	5.41e-01	6.15e-01	-6.60464	6.08e-02	CCDC82	coiled-coil domain containing 82
54795_at	7.13e-01	5.42e-01	-6.15e-01	-6.60469	-1.33e-01	TRPM4	transient receptor potential cation channel subfamily M member 4
83935_at	7.13e-01	5.42e-01	6.14e-01	-6.60522	1.90e-01	TMEM133	transmembrane protein 133
8842_at	7.13e-01	5.42e-01	6.14e-01	-6.60524	4.23e-01	PROM1	prominin 1
25821_at	7.14e-01	5.42e-01	6.14e-01	-6.60542	6.68e-02	MTO1	mitochondrial tRNA translation optimization 1
725_at	7.14e-01	5.42e-01	6.14e-01	-6.6055	1.20e-02	C4BPB	complement component 4 binding protein beta
29118_at	7.14e-01	5.42e-01	-6.14e-01	-6.60552	-9.18e-02	DDX25	DEAD-box helicase 25
83878_at	7.14e-01	5.43e-01	-6.14e-01	-6.60566	-5.77e-02	USHBP1	USH1 protein network component harmonin binding protein 1
57107_at	7.14e-01	5.43e-01	-6.13e-01	-6.6057	-7.68e-02	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
1838_at	7.14e-01	5.43e-01	6.13e-01	-6.60575	3.85e-02	DTNB	dystrobrevin beta
100132911_at	7.14e-01	5.43e-01	6.13e-01	-6.60581	3.71e-02	DPH3P1	diphthamide biosynthesis 3 pseudogene 1
63877_at	7.14e-01	5.43e-01	-6.13e-01	-6.60585	-6.73e-02	FAM204A	family with sequence similarity 204 member A
100131298_at	7.14e-01	5.43e-01	-6.13e-01	-6.60596	-1.95e-02	LOC100131298	PRO1095
54674_at	7.14e-01	5.43e-01	6.13e-01	-6.60602	2.34e-01	LRRN3	leucine rich repeat neuronal 3
2123_at	7.15e-01	5.43e-01	6.12e-01	-6.60643	2.23e-01	EVI2A	ecotropic viral integration site 2A
1456_at	7.15e-01	5.43e-01	-6.12e-01	-6.60648	-7.03e-02	CSNK1G3	casein kinase 1 gamma 3
51117_at	7.15e-01	5.44e-01	6.12e-01	-6.60654	8.04e-02	COQ4	coenzyme Q4
389541_at	7.15e-01	5.44e-01	6.12e-01	-6.60659	6.47e-02	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
283629_at	7.15e-01	5.44e-01	-6.12e-01	-6.60664	-1.16e-02	TSSK4	testis specific serine kinase 4
81796_at	7.15e-01	5.44e-01	-6.12e-01	-6.60681	-2.19e-02	SLCO5A1	solute carrier organic anion transporter family member 5A1
55471_at	7.15e-01	5.44e-01	6.11e-01	-6.60707	5.22e-02	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
3744_at	7.15e-01	5.44e-01	6.11e-01	-6.60714	1.65e-03	KCNA10	potassium voltage-gated channel subfamily A member 10
64077_at	7.15e-01	5.44e-01	6.11e-01	-6.60738	7.65e-02	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
283234_at	7.16e-01	5.45e-01	-6.10e-01	-6.60757	-2.82e-02	CCDC88B	coiled-coil domain containing 88B
9293_at	7.16e-01	5.45e-01	6.10e-01	-6.60758	1.64e-03	GPR52	G protein-coupled receptor 52
64163_at	7.16e-01	5.45e-01	-6.10e-01	-6.60763	-1.60e-03		
401262_at	7.16e-01	5.45e-01	6.10e-01	-6.60764	1.60e-02	CRIP3	cysteine rich protein 3
4848_at	7.16e-01	5.45e-01	-6.10e-01	-6.60779	-6.83e-02	CNOT2	CCR4-NOT transcription complex subunit 2
54845_at	7.16e-01	5.45e-01	6.10e-01	-6.6078	1.12e-01	ESRP1	epithelial splicing regulatory protein 1
64699_at	7.16e-01	5.45e-01	-6.10e-01	-6.60794	-2.14e-02	TMPRSS3	transmembrane protease, serine 3
146850_at	7.16e-01	5.45e-01	6.10e-01	-6.60797	2.36e-02	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
