ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1665_s_at	2.78e-15	2.20e-19	-13.1899737	33.517927	-4.48923883	TYMP	thymidine phosphorylase
32531_at	9.65e-13	1.53e-16	-11.3306641	27.240466	-2.9454464	GJA1	gap junction protein alpha 1
41439_at	2.18e-12	5.18e-16	-10.996905	26.06421	-2.56621324	MYO1B	myosin IB
36879_at	2.55e-12	8.07e-16	-10.8763757	25.635921	-3.69745905	TYMP	thymidine phosphorylase
37405_at	4.28e-12	1.69e-15	10.6761772	24.920511	2.98976057	SELENBP1	selenium binding protein 1
40771_at	2.56e-11	1.48e-14	-10.0971441	22.824161	-1.64863742	MSN	moesin
160031_at	2.56e-11	1.56e-14	-10.0826996	22.77137	-2.51808066	CDH3	cadherin 3
38428_at	2.56e-11	1.78e-14	-10.047968	22.644341	-5.49854482	MMP1	matrix metallopeptidase 1
39070_at	2.56e-11	1.82e-14	-10.0420744	22.622773	-2.58194509	FSCN1	fascin actin-bundling protein 1
33371_s_at	3.50e-11	2.77e-14	-9.9313586	22.21688	-2.01122638	RAB31	RAB31, member RAS oncogene family
1107_s_at	3.83e-11	3.63e-14	-9.860557	21.956621	-3.04065117	ISG15	ISG15 ubiquitin-like modifier
34642_at	3.83e-11	3.64e-14	-9.8595599	21.952952	-2.17009312	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
34301_r_at	3.88e-11	4.00e-14	-9.8349331	21.862299	-2.34369108	KRT17///JUP	keratin 17///junction plakoglobin
32441_at	6.01e-11	6.67e-14	-9.700647	21.366869	-2.3420056	CTPS1	CTP synthase 1
31481_s_at	6.96e-11	8.35e-14	-9.6419238	21.149638	-1.74160487	TMSB10	thymosin beta 10
425_at	6.96e-11	8.82e-14	-9.6273521	21.09568	-3.29800962	IFI27	interferon alpha inducible protein 27
133_at	7.35e-11	1.00e-13	-9.5935049	20.970265	-1.81074902	CTSC	cathepsin C
38394_at	7.35e-11	1.05e-13	9.5822387	20.928495	2.14387973	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
41648_at	8.49e-11	1.28e-13	9.5307322	20.737373	1.75206828	CRAT	carnitine O-acetyltransferase
38316_at	1.03e-10	1.62e-13	9.4679903	20.504214	2.83863608	ALDH1L1	aldehyde dehydrogenase 1 family member L1
36678_at	1.25e-10	2.08e-13	-9.4041643	20.266643	-1.31403846	TAGLN2	transgelin 2
35343_at	3.87e-10	6.74e-13	9.0986381	19.124331	1.64834789	GOT1	glutamic-oxaloacetic transaminase 1
32963_s_at	4.44e-10	8.08e-13	9.0516073	18.947781	2.47767629	RRAGD	Ras related GTP binding D
40403_at	4.54e-10	8.63e-13	9.0347125	18.884316	4.06899166	MYOC	myocilin
1310_at	4.57e-10	9.04e-13	-9.0226169	18.838865	-1.10771094	PSMB2	proteasome subunit beta 2
39043_at	4.88e-10	1.01e-12	-8.9952981	18.736168	-2.15502755	ARPC1B	actin related protein 2/3 complex subunit 1B
36472_at	6.00e-10	1.28e-12	-8.9324033	18.499511	-1.39674687	NMI	N-myc and STAT interactor
32582_at	6.32e-10	1.40e-12	8.909576	18.413543	3.11067625	MYH11	myosin heavy chain 11
32971_at	7.56e-10	1.74e-12	8.8545162	18.206026	1.55994385	FAM189A2	family with sequence similarity 189 member A2
41177_at	7.67e-10	1.82e-12	-8.8421084	18.159231	-1.68867334	LPCAT1	lysophosphatidylcholine acyltransferase 1
40549_at	8.89e-10	2.22e-12	-8.7910644	17.966607	-1.97849785	CDK5	cyclin dependent kinase 5
33902_at	8.89e-10	2.25e-12	8.7873795	17.952694	3.02846111	GPD1	glycerol-3-phosphate dehydrogenase 1
38469_at	9.36e-10	2.45e-12	8.7663018	17.873094	3.4369328	TSPAN8	tetraspanin 8
41086_at	9.52e-10	2.56e-12	-8.7540983	17.826994	-2.55748116	RGS20	regulator of G-protein signaling 20
40639_at	1.04e-09	2.89e-12	-8.7234753	17.711265	-2.28236326	SCO2	SCO2 cytochrome c oxidase assembly protein
36680_at	1.25e-09	3.61e-12	8.6660045	17.493907	2.82523996	ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
846_s_at	1.25e-09	3.73e-12	-8.6581458	17.464169	-2.32651933	BAK1	BCL2 antagonist/killer 1
286_at	1.25e-09	3.77e-12	-8.6553812	17.453706	-1.44241815	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3
37590_g_at	1.28e-09	3.99e-12	8.6405004	17.39738	1.81121395		
37310_at	1.28e-09	4.11e-12	-8.6330901	17.369326	-2.20949558	PLAU	plasminogen activator, urokinase
32818_at	1.28e-09	4.22e-12	-8.6259852	17.342425	-2.7628367	TNC	tenascin C
31472_s_at	1.28e-09	4.25e-12	-8.6242488	17.33585	-1.80869117	CD44	CD44 molecule (Indian blood group)
41869_at	1.49e-09	5.08e-12	-8.578523	17.162639	-0.903207	PES1	pescadillo ribosomal biogenesis factor 1
32822_at	1.57e-09	5.49e-12	8.5589175	17.088333	3.23189337	SLC25A4	solute carrier family 25 member 4
38634_at	1.59e-09	5.65e-12	-8.5512919	17.059426	-3.07486398	RBP1	retinol binding protein 1
40571_at	1.62e-09	5.90e-12	-8.5404296	17.018243	-2.52325753	MYO5A	myosin VA
829_s_at	1.93e-09	7.30e-12	-8.4860395	16.811924	-1.36928749	GSTP1	glutathione S-transferase pi 1
31791_at	1.93e-09	7.33e-12	-8.484775	16.807125	-2.06738292	TP63	tumor protein p63
2036_s_at	2.03e-09	7.87e-12	-8.4666202	16.73822	-1.98400044	CD44	CD44 molecule (Indian blood group)
37215_at	2.07e-09	8.18e-12	-8.4566454	16.700353	-2.50125048	PYGL	phosphorylase, glycogen, liver
41722_at	2.30e-09	9.28e-12	8.4243775	16.57782	1.71907954	NNT	nicotinamide nucleotide transhydrogenase
38824_at	2.34e-09	9.65e-12	-8.4144859	16.540246	-1.48878057	HTATIP2	HIV-1 Tat interactive protein 2
773_at	2.34e-09	9.83e-12	8.4098344	16.522576	3.67295893	MYH11	myosin heavy chain 11
38456_s_at	2.48e-09	1.06e-11	-8.3900553	16.447424	-1.20774838	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
32609_at	2.66e-09	1.16e-11	-8.3678156	16.362899	-2.10582371	HIST2H2AA4///HIST3H2BB///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 3, H2bb///histone cluster 2, H2aa3
33396_at	2.72e-09	1.23e-11	-8.3519719	16.302668	-1.36579605	GSTP1	glutathione S-transferase pi 1
41137_at	2.72e-09	1.25e-11	8.3493249	16.292604	1.98774561	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
32109_at	2.72e-09	1.25e-11	8.348345	16.288878	2.42424261	FXYD1	FXYD domain containing ion transport regulator 1
40153_at	2.83e-09	1.32e-11	-8.3342451	16.235263	-1.82202184	TAP1	transporter 1, ATP binding cassette subfamily B member
382_at	2.92e-09	1.41e-11	-8.3179939	16.173456	-0.87353312	PPP4C	protein phosphatase 4 catalytic subunit
34720_at	2.92e-09	1.43e-11	8.3134188	16.156054	1.92736625	NFIB	nuclear factor I B
33809_at	2.92e-09	1.44e-11	-8.3129823	16.154393	-1.80950521	GNAI1	G protein subunit alpha i1
40282_s_at	3.09e-09	1.55e-11	8.293777	16.081329	2.09841259	CFD	complement factor D
32621_at	3.09e-09	1.56e-11	-8.291009	16.070798	-1.07657369	DR1	down-regulator of transcription 1
910_at	3.34e-09	1.72e-11	-8.267233	15.980319	-2.36660877	TK1	thymidine kinase 1
37628_at	3.52e-09	1.84e-11	8.2498585	15.914184	2.11706472	MAOB	monoamine oxidase B
35280_at	3.60e-09	1.93e-11	-8.237819	15.868349	-3.4060945	LAMC2	laminin subunit gamma 2
39799_at	3.60e-09	1.94e-11	-8.2364656	15.863197	-2.21738402	FABP5	fatty acid binding protein 5
1385_at	3.61e-09	1.97e-11	-8.2316138	15.844723	-2.70984007	TGFBI	transforming growth factor beta induced
40417_at	3.74e-09	2.09e-11	-8.2176715	15.791632	-1.31216089	CCT5	chaperonin containing TCP1 subunit 5
39330_s_at	3.74e-09	2.10e-11	-8.2158575	15.784724	-1.89857204	ACTN1	actinin alpha 1
38118_at	3.93e-09	2.28e-11	-8.1953075	15.706456	-1.35849267	SHC1	SHC adaptor protein 1
38768_at	3.93e-09	2.32e-11	8.1909429	15.68983	1.52323431	HADH	hydroxyacyl-CoA dehydrogenase
36569_at	3.93e-09	2.34e-11	8.1881201	15.679077	2.54739405	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
36459_at	3.93e-09	2.37e-11	8.1855154	15.669154	2.37326487	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)
39331_at	3.93e-09	2.37e-11	-8.1847565	15.666263	-1.92183465	TUBB2A	tubulin beta 2A class IIa
31530_at	3.93e-09	2.42e-11	8.1794632	15.646097	2.01352009	ACACB	acetyl-CoA carboxylase beta
1039_s_at	3.93e-09	2.45e-11	-8.1768101	15.635989	-1.68695585	HIF1A	hypoxia inducible factor 1 alpha subunit
409_at	3.93e-09	2.47e-11	-8.1747877	15.628284	-1.3809023	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
32530_at	3.93e-09	2.49e-11	-8.1723204	15.618884	-1.31762217	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
35271_at	4.14e-09	2.65e-11	-8.1562229	15.557546	-1.33111581	ACTR3	ARP3 actin related protein 3 homolog
39846_at	4.29e-09	2.79e-11	8.1436428	15.509604	1.19948809	CTSF	cathepsin F
35218_at	5.00e-09	3.29e-11	-8.1012282	15.347919	-1.56929051	PDCD10	programmed cell death 10
935_at	5.00e-09	3.37e-11	-8.0950082	15.324203	-1.46980858	CAP1	adenylate cyclase associated protein 1
895_at	5.00e-09	3.40e-11	-8.0931114	15.31697	-1.57733451	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
296_at	5.00e-09	3.41e-11	-8.0925746	15.314923	-2.07369551	TUBB2A	tubulin beta 2A class IIa
39329_at	5.30e-09	3.65e-11	-8.0748011	15.247145	-1.83685193	ACTN1	actinin alpha 1
37589_at	5.36e-09	3.74e-11	8.0691546	15.225611	1.94379351		
35362_at	5.46e-09	3.88e-11	-8.059753	15.189753	-2.06265935	MYO10	myosin X
41516_at	5.46e-09	3.89e-11	-8.0588135	15.186169	-2.42515004	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
37407_s_at	5.56e-09	4.01e-11	8.0509963	15.156351	2.85472468	MYH11	myosin heavy chain 11
297_g_at	6.08e-09	4.43e-11	-8.0258017	15.060235	-1.92898544	TUBB2A	tubulin beta 2A class IIa
36460_at	6.81e-09	5.01e-11	-7.9941247	14.93936	-2.09555406	POLR1C	RNA polymerase I subunit C
36159_s_at	6.82e-09	5.08e-11	-7.9907692	14.926555	-1.73487198	PRNP	prion protein
33338_at	7.29e-09	5.49e-11	-7.9711718	14.851757	-2.51907408	STAT1	signal transducer and activator of transcription 1
1235_at	7.35e-09	5.59e-11	-7.9667011	14.834692	-1.73789868	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
34637_f_at	7.66e-09	5.88e-11	7.9534912	14.784265	3.17870419	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
844_at	7.80e-09	6.08e-11	7.9450144	14.751904	2.85658749	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
39795_at	7.80e-09	6.17e-11	-7.9413171	14.737789	-0.80436892	AP2M1	adaptor related protein complex 2 mu 1 subunit
32164_at	7.80e-09	6.18e-11	-7.9408782	14.736113	-1.66358367	EXT1	exostosin glycosyltransferase 1
41098_at	7.89e-09	6.31e-11	7.9357093	14.716379	1.16748694	DAAM2	dishevelled associated activator of morphogenesis 2
41420_at	8.91e-09	7.26e-11	7.899905	14.579662	2.44067742	IGFBP5	insulin like growth factor binding protein 5
39031_at	8.91e-09	7.27e-11	7.8997529	14.579081	3.48358045	COX7A1	cytochrome c oxidase subunit 7A1
41277_at	8.92e-09	7.34e-11	7.8970365	14.568707	1.28623209	SAP18	Sin3A associated protein 18
38031_at	9.57e-09	7.96e-11	-7.8766129	14.490706	-1.14383435	EIF4A3	eukaryotic translation initiation factor 4A3
39727_at	9.83e-09	8.26e-11	-7.8672699	14.45502	-1.09920951	DUSP11	dual specificity phosphatase 11
40488_at	1.01e-08	8.57e-11	7.8576596	14.418311	2.08162168	DMD	dystrophin
40690_at	1.03e-08	8.81e-11	-7.850737	14.391867	-2.16703391	CKS2	CDC28 protein kinase regulatory subunit 2
33355_at	1.05e-08	9.05e-11	7.8440517	14.366328	1.64352692	PBX1	PBX homeobox 1
37071_at	1.05e-08	9.24e-11	-7.8385195	14.345194	-2.43567309	CNGB1	cyclic nucleotide gated channel beta 1
37958_at	1.05e-08	9.27e-11	7.837878	14.342744	2.04956112	TMEM47	transmembrane protein 47
41246_at	1.06e-08	9.54e-11	-7.8304455	14.314349	-1.83578657	SERPINE2	serpin family E member 2
463_g_at	1.06e-08	9.56e-11	7.8299739	14.312547	1.26104248	NFIB	nuclear factor I B
39164_at	1.06e-08	9.57e-11	7.8296892	14.31146	0.82107612	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
38272_at	1.12e-08	1.02e-10	-7.8140233	14.251606	-2.23976976	DUSP14	dual specificity phosphatase 14
38116_at	1.13e-08	1.04e-10	-7.8093956	14.233925	-2.74259893	KIAA0101	KIAA0101
38432_at	1.14e-08	1.06e-10	-7.8038724	14.212821	-2.43505574	ISG15	ISG15 ubiquitin-like modifier
1599_at	1.33e-08	1.24e-10	-7.7641252	14.060936	-2.56174448	CDKN3	cyclin dependent kinase inhibitor 3
39545_at	1.36e-08	1.28e-10	7.7550757	14.026352	1.73098412	CDKN1C	cyclin dependent kinase inhibitor 1C
38561_at	1.44e-08	1.36e-10	7.7394236	13.966532	1.91882198	UTP20	UTP20, small subunit processome component
35354_at	1.44e-08	1.38e-10	7.7362892	13.954552	1.86489045	SYNGR1	synaptogyrin 1
40239_g_at	1.51e-08	1.45e-10	7.7232417	13.904683	1.76766362	IQCK	IQ motif containing K
37473_at	1.55e-08	1.51e-10	-7.7135229	13.867535	-3.26163867	KRT16	keratin 16
1651_at	1.55e-08	1.52e-10	-7.7117156	13.860628	-2.75881992	UBE2C	ubiquitin conjugating enzyme E2 C
1529_at	1.59e-08	1.57e-10	7.7038334	13.830499	1.51784759	FRY	FRY microtubule binding protein
38455_at	1.59e-08	1.59e-10	-7.7011997	13.820431	-1.18358181	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
38286_at	1.61e-08	1.62e-10	7.6961087	13.800971	2.6213004	AMOT	angiomotin
39654_at	1.63e-08	1.65e-10	7.6909235	13.78115	2.56811308	ASPA	aspartoacylase
2035_s_at	1.67e-08	1.71e-10	-7.681986	13.746986	-1.63124804	ENO1	enolase 1
38414_at	1.72e-08	1.77e-10	-7.6727315	13.711608	-2.15218899	CDC20	cell division cycle 20
39681_at	1.76e-08	1.85e-10	7.6624936	13.672471	2.75480365	ZBTB16	zinc finger and BTB domain containing 16
36675_r_at	1.76e-08	1.85e-10	-7.6622901	13.671693	-1.6907688	PFN1	profilin 1
34659_at	1.76e-08	1.86e-10	-7.6609165	13.666442	-2.27685683	NUP155	nucleoporin 155
32730_at	1.85e-08	1.96e-10	7.6475566	13.615368	1.74085389	TSPYL5	TSPY like 5
1424_s_at	1.86e-08	1.99e-10	-7.6434048	13.599495	-0.93292963	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
40129_at	1.87e-08	2.02e-10	-7.6401795	13.587165	-1.09922316	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
40881_at	1.92e-08	2.09e-10	-7.6313127	13.553267	-1.27812255	ACLY	ATP citrate lyase
615_s_at	2.00e-08	2.18e-10	-7.6200726	13.510294	-2.9349854	PTHLH	parathyroid hormone like hormone
166_at	2.02e-08	2.23e-10	7.6151829	13.4916	1.54029464	GPR68	G protein-coupled receptor 68
32434_at	2.06e-08	2.29e-10	-7.6082966	13.465272	-1.31119873	MARCKS	myristoylated alanine rich protein kinase C substrate
32607_at	2.11e-08	2.36e-10	-7.5999259	13.433269	-1.73917257	BASP1	brain abundant membrane attached signal protein 1
39661_s_at	2.11e-08	2.37e-10	7.5988182	13.429033	1.64032221	SLC29A2	solute carrier family 29 member 2
40837_at	2.24e-08	2.55e-10	7.5804959	13.358981	1.89412441	TLE2	transducin like enhancer of split 2
1358_s_at	2.24e-08	2.55e-10	-7.5803563	13.358448	-1.97678551	IFI6	interferon alpha inducible protein 6
41278_at	2.26e-08	2.60e-10	-7.576127	13.342277	-1.32307972	ACTL6A	actin like 6A
32142_at	2.26e-08	2.61e-10	-7.5748113	13.337247	-1.48862998	STK3	serine/threonine kinase 3
41221_at	2.28e-08	2.65e-10	-7.5707388	13.321676	-1.27747681	PGAM1	phosphoglycerate mutase 1
601_s_at	2.35e-08	2.76e-10	-7.5605569	13.282747	-4.27611845	KRT16	keratin 16
36171_at	2.51e-08	2.96e-10	-7.5427094	13.214508	-1.44633453	SUB1	SUB1 homolog, transcriptional regulator
36446_s_at	2.53e-08	3.01e-10	-7.5388179	13.199629	-0.93163913	HDGF	hepatoma-derived growth factor
1113_at	2.61e-08	3.12e-10	-7.5296105	13.164425	-2.34469979	BMP2	bone morphogenetic protein 2
41237_at	2.64e-08	3.17e-10	-7.5249315	13.146535	-1.56171347	HLA-A	major histocompatibility complex, class I, A
35089_at	2.64e-08	3.21e-10	7.5222756	13.13638	1.72841513	NRG2	neuregulin 2
31888_s_at	2.64e-08	3.22e-10	-7.5215722	13.133691	-2.35446221	PHLDA2	pleckstrin homology like domain family A member 2
36733_at	2.70e-08	3.31e-10	7.5140751	13.105027	3.25212266	HSPB6	heat shock protein family B (small) member 6
35185_at	2.72e-08	3.36e-10	7.5101654	13.090078	2.05235561	FABP7	fatty acid binding protein 7
38059_g_at	2.72e-08	3.38e-10	7.5090589	13.085848	2.33076017	DPT	dermatopontin
32648_at	2.75e-08	3.44e-10	7.5046423	13.068961	2.46667155	DLK1	delta like non-canonical Notch ligand 1
34931_at	2.79e-08	3.51e-10	7.4994195	13.048992	1.42431218	CPEB3	cytoplasmic polyadenylation element binding protein 3
32076_at	2.90e-08	3.68e-10	7.487641	13.003958	2.1184842	RCAN2	regulator of calcineurin 2
34458_at	2.92e-08	3.73e-10	-7.4841062	12.990443	-4.17945774	S100A7	S100 calcium binding protein A7
471_f_at	2.92e-08	3.75e-10	-7.4827997	12.985448	-1.4026317	TUBB3	tubulin beta 3 class III
32717_at	3.06e-08	3.95e-10	7.4692835	12.933771	1.29373473	NEURL1	neuralized E3 ubiquitin protein ligase 1
33545_at	3.09e-08	4.03e-10	7.4643461	12.914895	1.58166028	SCN4A	sodium voltage-gated channel alpha subunit 4
34842_at	3.09e-08	4.04e-10	7.4634636	12.911521	1.79839896	SNURF///SNRPN	SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
1752_at	3.23e-08	4.24e-10	-7.4513356	12.865152	-2.35231781	CALR	calreticulin
38734_at	3.24e-08	4.28e-10	7.4487395	12.855227	3.30947894	PLN	phospholamban
41544_at	3.24e-08	4.31e-10	-7.44711	12.848997	-1.3092759	PLK2	polo like kinase 2
39728_at	3.31e-08	4.43e-10	-7.440343	12.823126	-1.95243123	IFI30///PIK3R2	IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2
38508_s_at	3.47e-08	4.67e-10	7.4266051	12.770605	2.11873178	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
41732_at	3.76e-08	5.09e-10	-7.4050478	12.688192	-1.53800376	BOLA2	bolA family member 2
41469_at	3.96e-08	5.39e-10	-7.3903563	12.63203	-3.48643465	PI3	peptidase inhibitor 3
37983_at	4.04e-08	5.53e-10	7.3837688	12.606848	2.38919344	AGTR1	angiotensin II receptor type 1
1840_g_at	4.13e-08	5.69e-10	-7.3767915	12.580177	-1.23782289	RAN	RAN, member RAS oncogene family
1456_s_at	4.16e-08	5.76e-10	-7.3735132	12.567645	-1.3987767	IFI16	interferon gamma inducible protein 16
757_at	4.27e-08	5.95e-10	-7.365304	12.536266	-1.94932541	ANXA2	annexin A2
40619_at	4.40e-08	6.17e-10	-7.3559087	12.500354	-1.87285081	UBE2S	ubiquitin conjugating enzyme E2 S
32676_at	4.40e-08	6.20e-10	7.3546628	12.495592	2.23307376	ALDH6A1	aldehyde dehydrogenase 6 family member A1
37630_at	4.44e-08	6.29e-10	7.3510509	12.481786	2.99573174	CHRDL1	chordin like 1
36135_at	4.50e-08	6.41e-10	-7.3461863	12.463193	-1.03411923	MIR6733///EBNA1BP2	microRNA 6733///EBNA1 binding protein 2
476_s_at	4.55e-08	6.53e-10	-7.3417514	12.446242	-1.84971637	HDAC1	histone deacetylase 1
36550_at	4.59e-08	6.61e-10	-7.3385374	12.433958	-1.33377015	RIN2	Ras and Rab interactor 2
33410_at	4.71e-08	6.83e-10	-7.330303	12.402486	-2.34078308	ITGA6	integrin subunit alpha 6
31684_at	4.78e-08	6.97e-10	-7.3250597	12.382446	-2.18617516	ANXA2P1	annexin A2 pseudogene 1
33659_at	4.96e-08	7.28e-10	-7.3138636	12.339658	-1.09307417	CFL1	cofilin 1
37989_at	4.96e-08	7.31e-10	-7.3128487	12.335779	-3.03312224	PTHLH	parathyroid hormone like hormone
1126_s_at	4.97e-08	7.36e-10	-7.3112279	12.329585	-2.27446881	CD44	CD44 molecule (Indian blood group)
1549_s_at	5.09e-08	7.58e-10	-7.3036916	12.300784	-3.95984358	SERPINB4///SERPINB3	serpin family B member 4///serpin family B member 3
38057_at	5.13e-08	7.68e-10	7.3005068	12.288614	2.57419515	DPT	dermatopontin
39932_at	5.27e-08	7.94e-10	-7.2920559	12.25632	-1.51158211	DUSP7	dual specificity phosphatase 7
32611_at	5.31e-08	8.04e-10	7.288784	12.243816	0.92354241	PEBP1	phosphatidylethanolamine binding protein 1
38288_at	5.49e-08	8.35e-10	-7.2792134	12.207246	-2.31108902	SNAI2	snail family transcriptional repressor 2
40642_at	5.65e-08	8.63e-10	7.270759	12.174942	1.53374491	NFIB	nuclear factor I B
33346_r_at	5.65e-08	8.68e-10	-7.2692327	12.16911	-0.85363665	TUBG1	tubulin gamma 1
32253_at	5.85e-08	9.04e-10	7.2589003	12.129632	1.03825456	RERE	arginine-glutamic acid dipeptide repeats
38384_at	6.22e-08	9.66e-10	-7.2422156	12.065888	-1.79706994	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
1985_s_at	6.33e-08	9.87e-10	-7.2365981	12.044428	-1.21190156	NME1	NME/NM23 nucleoside diphosphate kinase 1
33058_at	6.69e-08	1.05e-09	-7.2210146	11.984899	-2.59845088	KRT75	keratin 75
35730_at	6.80e-08	1.07e-09	7.2158355	11.965116	3.24057754	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
36894_at	7.06e-08	1.12e-09	7.2041286	11.9204	1.61060093	CBX7	chromobox 7
40191_s_at	7.06e-08	1.12e-09	7.2035192	11.918073	1.17412952	CEP68	centrosomal protein 68
41870_at	7.37e-08	1.18e-09	-7.1913301	11.87152	-1.94304207	PDPN	podoplanin
32724_at	7.66e-08	1.24e-09	7.1788135	11.82372	3.01715888	PHYH	phytanoyl-CoA 2-hydroxylase
36596_r_at	7.66e-08	1.24e-09	7.1786806	11.823212	2.05796352	GATM	glycine amidinotransferase
38098_at	7.66e-08	1.25e-09	7.1767447	11.815819	1.76057474	LPIN1	lipin 1
33249_at	7.66e-08	1.25e-09	7.1765266	11.814986	1.46011709	NR3C2	nuclear receptor subfamily 3 group C member 2
35726_at	7.77e-08	1.27e-09	-7.1717988	11.796933	-3.1499486	S100A2	S100 calcium binding protein A2
767_at	7.92e-08	1.30e-09	7.165644	11.773431	3.06245042	MYH11	myosin heavy chain 11
32306_g_at	7.98e-08	1.32e-09	-7.1624166	11.761107	-2.3982081	COL1A2	collagen type I alpha 2 chain
34194_at	8.25e-08	1.37e-09	7.152435	11.722996	3.08369882	CLIC5	chloride intracellular channel 5
41583_at	8.25e-08	1.38e-09	-7.1516753	11.720095	-1.40676692	FEN1	flap structure-specific endonuclease 1
1884_s_at	8.30e-08	1.39e-09	-7.1489989	11.709877	-1.56024157	PCNA	proliferating cell nuclear antigen
35778_at	8.56e-08	1.45e-09	7.1392129	11.672516	1.99011223	KIF5C	kinesin family member 5C
39066_at	8.56e-08	1.45e-09	7.1387656	11.670808	2.81725626	MFAP4	microfibrillar associated protein 4
35262_at	8.60e-08	1.46e-09	-7.1362147	11.66107	-1.13899329	EIF6	eukaryotic translation initiation factor 6
37960_at	8.65e-08	1.48e-09	-7.1335821	11.65102	-2.80106152	CHST2	carbohydrate sulfotransferase 2
36988_at	8.65e-08	1.49e-09	-7.1323114	11.646169	-0.91308209	TNFAIP1	TNF alpha induced protein 1
885_g_at	8.82e-08	1.52e-09	-7.1262342	11.62297	-1.62901909	ITGA3	integrin subunit alpha 3
41229_at	8.85e-08	1.54e-09	7.1242028	11.615216	1.63156291	NFIB	nuclear factor I B
39347_at	9.11e-08	1.59e-09	-7.1158949	11.583505	-0.95330857	AP2S1	adaptor related protein complex 2 sigma 1 subunit
774_g_at	9.12e-08	1.60e-09	7.1143603	11.577647	3.31806941	MYH11	myosin heavy chain 11
31812_at	9.43e-08	1.66e-09	7.1047024	11.540786	1.68043614	GMPR	guanosine monophosphate reductase
1396_at	9.57e-08	1.70e-09	7.0979032	11.514837	2.30650852	IGFBP5	insulin like growth factor binding protein 5
40839_at	9.57e-08	1.70e-09	7.0978675	11.514701	1.48734376	UBL3	ubiquitin like 3
34439_at	9.57e-08	1.71e-09	-7.0975347	11.513431	-2.1209973	AIM2	absent in melanoma 2
38819_at	9.59e-08	1.72e-09	-7.0959113	11.507235	-1.95103402	PTK7	protein tyrosine kinase 7 (inactive)
38771_at	1.00e-07	1.81e-09	-7.0829364	11.457723	-1.33418506	HDAC1	histone deacetylase 1
40240_at	1.01e-07	1.83e-09	7.0794396	11.44438	1.64338242	GPRC5B	G protein-coupled receptor class C group 5 member B
35801_at	1.01e-07	1.83e-09	-7.0790554	11.442914	-1.01271031	ITPA	inosine triphosphatase
38673_s_at	1.02e-07	1.86e-09	7.0757555	11.430322	2.24407868	CDKN1C	cyclin dependent kinase inhibitor 1C
33571_at	1.04e-07	1.90e-09	7.069734	11.407348	2.1079114	PHKG1	phosphorylase kinase catalytic subunit gamma 1
38650_at	1.04e-07	1.92e-09	7.0679572	11.400569	2.27038069	IGFBP5	insulin like growth factor binding protein 5
37698_at	1.04e-07	1.92e-09	7.0678965	11.400337	1.21100254	AKAP1	A-kinase anchoring protein 1
36457_at	1.05e-07	1.95e-09	-7.0629898	11.381617	-1.24425202	GMPS	guanine monophosphate synthase
32664_at	1.06e-07	1.98e-09	7.0594377	11.368066	2.49635878	RNASE4	ribonuclease A family member 4
811_at	1.08e-07	2.01e-09	-7.0551528	11.351719	-0.88137272	UFD1L	ubiquitin fusion degradation 1 like (yeast)
38816_at	1.10e-07	2.06e-09	7.0498703	11.331568	1.12017328	TACC2	transforming acidic coiled-coil containing protein 2
41209_at	1.18e-07	2.22e-09	7.0299915	11.255746	2.12389363	LPL	lipoprotein lipase
36813_at	1.20e-07	2.29e-09	-7.0221289	11.22576	-1.33471921	TRIP13	thyroid hormone receptor interactor 13
