ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
41232_at	6.61e-01	5.89e-01	-0.5429189	-6.550988	-0.10054441	TCTN3	tectonic family member 3
33654_at	6.61e-01	5.89e-01	0.5426918	-6.551111	0.13317888	ZNF280A	zinc finger protein 280A
38933_at	6.61e-01	5.89e-01	-0.5425487	-6.551188	-0.1331195	KIFC1	kinesin family member C1
31756_at	6.61e-01	5.89e-01	0.5425292	-6.551199	0.21230994		
670_s_at	6.61e-01	5.90e-01	0.5424305	-6.551252	0.16003673	LOC401317///CREB5	uncharacterized LOC401317///cAMP responsive element binding protein 5
38100_at	6.61e-01	5.90e-01	-0.5417224	-6.551634	-0.0800339	SEC62	SEC62 homolog, preprotein translocation factor
36403_s_at	6.61e-01	5.90e-01	-0.541681	-6.551657	-0.09842624	ZNF101	zinc finger protein 101
38757_at	6.62e-01	5.91e-01	-0.5409812	-6.552034	-0.11921185	PDAP1	PDGFA associated protein 1
41022_r_at	6.62e-01	5.91e-01	0.5409102	-6.552073	0.19890472	GPD2	glycerol-3-phosphate dehydrogenase 2
35409_r_at	6.62e-01	5.91e-01	0.5406471	-6.552214	0.1763674	LOC101060181///ZNF44	zinc finger protein ZnFP12///zinc finger protein 44
36860_at	6.62e-01	5.91e-01	0.5406051	-6.552237	0.07078305	ZC3H4	zinc finger CCCH-type containing 4
37570_at	6.62e-01	5.91e-01	0.5401012	-6.552508	0.13380383	ARL2-SNX15///SNX15	ARL2-SNX15 readthrough (NMD candidate)///sorting nexin 15
32861_s_at	6.63e-01	5.92e-01	0.5393988	-6.552886	0.15966983	CD28	CD28 molecule
35130_at	6.63e-01	5.92e-01	-0.5389584	-6.553123	-0.19336736	GSR	glutathione-disulfide reductase
32654_g_at	6.64e-01	5.93e-01	0.5380214	-6.553626	0.09591927	BRD8	bromodomain containing 8
38935_at	6.64e-01	5.93e-01	-0.5379951	-6.55364	-0.0796823	ERVK-7	endogenous retrovirus group K member 7
34677_f_at	6.64e-01	5.93e-01	-0.5377849	-6.553752	-0.09191614	CCDC144B///USP32P2///USP32P1///USP32///USP6	coiled-coil domain containing 144B (pseudogene)///ubiquitin specific peptidase 32 pseudogene 2///ubiquitin specific peptidase 32 pseudogene 1///ubiquitin specific peptidase 32///ubiquitin specific peptidase 6
36708_at	6.64e-01	5.93e-01	-0.5370903	-6.554125	-0.20410249	CPM	carboxypeptidase M
41794_at	6.64e-01	5.93e-01	-0.5368234	-6.554267	-0.15781646	PDE6H	phosphodiesterase 6H
32795_at	6.65e-01	5.94e-01	0.5364934	-6.554444	0.14615633		
34054_at	6.65e-01	5.94e-01	-0.5362925	-6.554551	-0.1592266	CD70	CD70 molecule
36009_at	6.65e-01	5.94e-01	0.5355519	-6.554947	0.15278195	GPX7	glutathione peroxidase 7
35224_at	6.65e-01	5.94e-01	0.5354406	-6.555006	0.12783576	MIR22///MIR22HG	microRNA 22///MIR22 host gene
35693_at	6.66e-01	5.95e-01	-0.5344001	-6.555561	-0.06167912	HPCAL1	hippocalcin like 1
31457_at	6.67e-01	5.96e-01	0.5329157	-6.556351	0.14012518	FOXD2	forkhead box D2
34232_at	6.67e-01	5.96e-01	-0.5329103	-6.556353	-0.11708599	NKTR	natural killer cell triggering receptor
36449_s_at	6.67e-01	5.96e-01	0.5327197	-6.556455	0.11031547	PYY	peptide YY
41554_at	6.67e-01	5.96e-01	0.5325893	-6.556524	0.15015223	OSGIN2	oxidative stress induced growth inhibitor family member 2
40324_r_at	6.67e-01	5.97e-01	0.5322204	-6.55672	0.09416807	TOP3B	topoisomerase (DNA) III beta
36545_s_at	6.68e-01	5.97e-01	-0.5317789	-6.556954	-0.11844011	SFI1	SFI1 centrin binding protein
609_f_at	6.68e-01	5.97e-01	-0.5315489	-6.557076	-0.09199718	MT1B	metallothionein 1B
35869_at	6.68e-01	5.98e-01	0.5305205	-6.55762	0.17524293	LY86	lymphocyte antigen 86
34786_at	6.68e-01	5.98e-01	0.5304951	-6.557633	0.08284409	KDM3A	lysine demethylase 3A
36007_at	6.68e-01	5.98e-01	-0.5303056	-6.557734	-0.1271706	OLFML2B	olfactomedin like 2B
35396_at	6.68e-01	5.98e-01	-0.5303034	-6.557735	-0.1781913	HAS2	hyaluronan synthase 2
1743_s_at	6.68e-01	5.98e-01	-0.5302521	-6.557762	-0.17491564	SKIL	SKI-like proto-oncogene
34599_at	6.69e-01	5.98e-01	0.5300088	-6.55789	0.11757664	TUB	tubby bipartite transcription factor
37845_at	6.69e-01	5.98e-01	-0.5298538	-6.557972	-0.17508119	NCKAP1L	NCK associated protein 1 like
34835_at	6.69e-01	5.98e-01	-0.5294936	-6.558163	-0.05581067	NCSTN	nicastrin
1987_at	6.69e-01	5.99e-01	0.5291365	-6.558351	0.15231103	PDGFRA	platelet derived growth factor receptor alpha
1955_s_at	6.70e-01	5.99e-01	0.5283963	-6.558741	0.19166753	SMAD6	SMAD family member 6
37910_at	6.70e-01	5.99e-01	-0.5282301	-6.558829	-0.10346872	HCFC1	host cell factor C1
725_i_at	6.70e-01	5.99e-01	0.5280409	-6.558928	0.17339452	CSHL1	chorionic somatomammotropin hormone like 1
1800_g_at	6.70e-01	6.00e-01	0.5275687	-6.559177	0.14737553	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
1066_at	6.70e-01	6.00e-01	-0.5273577	-6.559288	-0.14955291	IL12RB1	interleukin 12 receptor subunit beta 1
39872_at	6.70e-01	6.00e-01	-0.527296	-6.55932	-0.08169763	GTSE1	G2 and S-phase expressed 1
1408_at	6.70e-01	6.00e-01	0.5271622	-6.55939	0.19336805	FGF4	fibroblast growth factor 4
40790_at	6.70e-01	6.00e-01	-0.5270744	-6.559436	-0.12420044	BHLHE40	basic helix-loop-helix family member e40
37045_at	6.70e-01	6.00e-01	-0.5268974	-6.559529	-0.09352794	SNX19	sorting nexin 19
34755_at	6.70e-01	6.00e-01	0.5265815	-6.559695	0.05191753	PARP2	poly(ADP-ribose) polymerase 2
1421_at	6.71e-01	6.01e-01	0.526314	-6.559836	0.23484724	CAMK4	calcium/calmodulin dependent protein kinase IV
32660_at	6.71e-01	6.01e-01	0.5257866	-6.560112	0.10778342	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
33817_at	6.71e-01	6.01e-01	0.5255052	-6.56026	0.09872173	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
300_f_at	6.72e-01	6.02e-01	0.524831	-6.560613	0.14031521		
40186_at	6.72e-01	6.02e-01	-0.5245939	-6.560737	-0.06976321	DUSP9	dual specificity phosphatase 9
594_s_at	6.72e-01	6.02e-01	-0.5245763	-6.560746	-0.06388073	CSNK2A1	casein kinase 2 alpha 1
1353_g_at	6.72e-01	6.02e-01	0.5239063	-6.561096	0.11664822	CXCR1	C-X-C motif chemokine receptor 1
34492_at	6.72e-01	6.02e-01	-0.5236913	-6.561208	-0.12796471	SFT2D2	SFT2 domain containing 2
33550_at	6.72e-01	6.03e-01	0.5235038	-6.561306	0.13955576	HTR2C	5-hydroxytryptamine receptor 2C
1918_at	6.73e-01	6.03e-01	0.5224253	-6.561868	0.1390069	SKI	SKI proto-oncogene
33318_at	6.73e-01	6.03e-01	0.5224176	-6.561872	0.15021332	MBNL2	muscleblind like splicing regulator 2
32992_at	6.73e-01	6.03e-01	0.5223839	-6.56189	0.19375813		
962_at	6.73e-01	6.04e-01	0.5220139	-6.562083	0.14367617	BMX	BMX non-receptor tyrosine kinase
36507_at	6.73e-01	6.04e-01	0.5219534	-6.562114	0.08070309	ZNF282	zinc finger protein 282
33084_at	6.73e-01	6.04e-01	0.5217536	-6.562218	0.13859757	CPLX2	complexin 2
33461_at	6.74e-01	6.05e-01	0.5205012	-6.562869	0.17507476	SEMA3A	semaphorin 3A
34865_at	6.74e-01	6.05e-01	0.5201629	-6.563044	0.0815609	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
38907_at	6.75e-01	6.05e-01	-0.5193653	-6.563457	-0.16534756	LOC100294145	uncharacterized LOC100294145
41423_at	6.75e-01	6.06e-01	-0.5186271	-6.56384	-0.10320435	CLSTN3	calsyntenin 3
40066_at	6.75e-01	6.06e-01	-0.5185842	-6.563862	-0.08009044	UBA3	ubiquitin like modifier activating enzyme 3
39731_at	6.75e-01	6.06e-01	0.5184744	-6.563918	0.06899315	LOC101928747///RBMX///SNORD61	uncharacterized LOC101928747///RNA binding motif protein, X-linked///small nucleolar RNA, C/D box 61
798_at	6.75e-01	6.06e-01	0.5183253	-6.563995	0.08385676	PRIM1	primase (DNA) subunit 1
256_s_at	6.75e-01	6.06e-01	-0.5182174	-6.564051	-0.07227275	RPSAP9///SNORA6///RPSAP58///RPSAP15///SNORA62///RPSA	ribosomal protein SA pseudogene 9///small nucleolar RNA, H/ACA box 6///ribosomal protein SA pseudogene 58///ribosomal protein SA pseudogene 15///small nucleolar RNA, H/ACA box 62///ribosomal protein SA
41012_r_at	6.75e-01	6.06e-01	-0.5181819	-6.56407	-0.20811	RAPGEF4	Rap guanine nucleotide exchange factor 4
37809_at	6.76e-01	6.06e-01	0.5180418	-6.564142	0.14068557	HOXA10-HOXA9///MIR196B///HOXA9	HOXA10-HOXA9 readthrough///microRNA 196b///homeobox A9
134_at	6.76e-01	6.06e-01	0.5179823	-6.564173	0.14336379	ABI2	abl-interactor 2
39417_at	6.76e-01	6.07e-01	0.5174645	-6.56444	0.0755779	CDK19	cyclin dependent kinase 19
1688_s_at	6.76e-01	6.07e-01	-0.517388	-6.564479	-0.12732405	MNAT1	MNAT1, CDK activating kinase assembly factor
35495_at	6.76e-01	6.07e-01	-0.5173754	-6.564486	-0.15995506	GTF2A1	general transcription factor IIA subunit 1
32414_at	6.76e-01	6.07e-01	0.5171467	-6.564604	0.1931713		
31315_at	6.76e-01	6.07e-01	0.5165981	-6.564887	0.25868556	IGLJ3///IGLV@	immunoglobulin lambda joining 3///immunoglobulin lambda variable cluster
35311_at	6.77e-01	6.08e-01	0.516099	-6.565143	0.09269401	CREG1	cellular repressor of E1A stimulated genes 1
38500_at	6.77e-01	6.08e-01	-0.5155399	-6.565431	-0.1065815	TMED7-TICAM2///TMED7	TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7
873_at	6.77e-01	6.09e-01	0.5148009	-6.565811	0.21852732	HOXA5	homeobox A5
1152_i_at	6.78e-01	6.09e-01	-0.5141051	-6.566168	-0.20431863	CGB2///CGB1///CGB8///CGB7///CGB5///CGB3	chorionic gonadotropin beta subunit 2///chorionic gonadotropin beta subunit 1///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///chorionic gonadotropin beta subunit 3
40520_g_at	6.78e-01	6.09e-01	-0.5136857	-6.566382	-0.20869171	PTPRC	protein tyrosine phosphatase, receptor type C
34364_at	6.79e-01	6.10e-01	-0.5132421	-6.56661	-0.09687225	PPIE	peptidylprolyl isomerase E
31517_f_at	6.79e-01	6.10e-01	0.5129962	-6.566735	0.16110807	BTF3P12	basic transcription factor 3 pseudogene 12
36763_at	6.79e-01	6.10e-01	-0.5126436	-6.566916	-0.15059016	WNT7A	Wnt family member 7A
32990_at	6.79e-01	6.10e-01	0.5121026	-6.567192	0.11953895	SLC6A11	solute carrier family 6 member 11
41494_at	6.80e-01	6.11e-01	0.5107608	-6.567876	0.12060493	ZER1	zyg-11 related cell cycle regulator
40421_at	6.80e-01	6.11e-01	-0.5107364	-6.567889	-0.05453859	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
39518_at	6.80e-01	6.11e-01	-0.5107118	-6.567901	-0.09457519	PRRC1	proline rich coiled-coil 1
33422_at	6.80e-01	6.12e-01	-0.5104727	-6.568023	-0.09282053	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
33176_at	6.80e-01	6.12e-01	0.510356	-6.568082	0.10994866	DOHH	deoxyhypusine hydroxylase/monooxygenase
32655_s_at	6.80e-01	6.12e-01	0.510334	-6.568094	0.09399726	BRD8	bromodomain containing 8
35587_at	6.80e-01	6.12e-01	0.5102071	-6.568158	0.16091254		
40205_g_at	6.81e-01	6.12e-01	0.5096699	-6.568431	0.14894712	CTRL	chymotrypsin like
35818_at	6.81e-01	6.12e-01	0.5096047	-6.568464	0.12181785	CYCS	cytochrome c, somatic
36387_at	6.81e-01	6.12e-01	-0.5093598	-6.568589	-0.12625591	RPL13P5///LRRC23	ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23
35305_at	6.81e-01	6.13e-01	-0.5090136	-6.568765	-0.0945179	XPNPEP1	X-prolyl aminopeptidase 1
31781_at	6.81e-01	6.13e-01	0.5084189	-6.569066	0.15076307	CDRT1	CMT1A duplicated region transcript 1
40817_at	6.82e-01	6.13e-01	-0.5077752	-6.569392	-0.12356223	NUCB1	nucleobindin 1
39788_at	6.82e-01	6.14e-01	0.5068079	-6.569882	0.11048869	PKP4	plakophilin 4
34099_f_at	6.83e-01	6.15e-01	-0.5062392	-6.570169	-0.13395783	YARS2	tyrosyl-tRNA synthetase 2
40574_at	6.83e-01	6.15e-01	-0.5058626	-6.570359	-0.11555479	MAP3K9	mitogen-activated protein kinase kinase kinase 9
1845_at	6.83e-01	6.15e-01	-0.5055966	-6.570493	-0.13101734	MAP2K4	mitogen-activated protein kinase kinase 4
39033_at	6.83e-01	6.15e-01	0.5053532	-6.570616	0.0780086	TMEM59	transmembrane protein 59
40175_at	6.83e-01	6.15e-01	0.5052768	-6.570654	0.09233624	FAM131A	family with sequence similarity 131 member A
34323_at	6.84e-01	6.16e-01	-0.5039874	-6.571303	-0.07897474	COPS2	COP9 signalosome subunit 2
33778_at	6.84e-01	6.16e-01	0.5038328	-6.571381	0.04932261	TBC1D22A	TBC1 domain family member 22A
37079_at	6.84e-01	6.16e-01	-0.5037452	-6.571425	-0.14480396	NUS1P3	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 3
32436_at	6.84e-01	6.16e-01	-0.5036956	-6.57145	-0.05708533	SNORA3A///RPL27A	small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a
39022_at	6.85e-01	6.17e-01	-0.5033603	-6.571618	-0.09476898	INTS1	integrator complex subunit 1
32480_at	6.85e-01	6.17e-01	0.5029642	-6.571817	0.09865806	HOXC4	homeobox C4
38532_at	6.85e-01	6.17e-01	0.5028837	-6.571857	0.15824503	ZBTB39	zinc finger and BTB domain containing 39
37041_at	6.85e-01	6.17e-01	0.5028365	-6.571881	0.14531499	ATG4B	autophagy related 4B cysteine peptidase
33004_g_at	6.85e-01	6.17e-01	0.5026642	-6.571967	0.14735268	LOC101930392///NCK2	cytoplasmic protein NCK2-like///NCK adaptor protein 2
34033_s_at	6.85e-01	6.17e-01	0.5021064	-6.572247	0.14660088	LILRA2	leukocyte immunoglobulin like receptor A2
40363_r_at	6.85e-01	6.18e-01	0.5017117	-6.572444	0.16322596	NFKB2	nuclear factor kappa B subunit 2
33569_at	6.86e-01	6.18e-01	0.5008983	-6.572851	0.12026512	CLEC10A	C-type lectin domain family 10 member A
37634_at	6.87e-01	6.19e-01	0.4997452	-6.573426	0.15439411	PAEP	progestagen associated endometrial protein
32631_at	6.87e-01	6.19e-01	0.4996611	-6.573468	0.12074314	LOC100510710///GBAP1///GBA	glucosylceramidase-like///glucosylceramidase beta pseudogene 1///glucosylceramidase beta
38713_at	6.87e-01	6.20e-01	-0.4987883	-6.573903	-0.08501449	SREBF2	sterol regulatory element binding transcription factor 2
35288_at	6.88e-01	6.20e-01	0.4986296	-6.573982	0.15022422	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
380_at	6.88e-01	6.20e-01	0.4984794	-6.574056	0.0798858	TBX5	T-box 5
494_at	6.88e-01	6.20e-01	0.4983438	-6.574124	0.12741901	IL13	interleukin 13
38441_s_at	6.88e-01	6.20e-01	-0.4981633	-6.574214	-0.08318672	CD46	CD46 molecule
38613_at	6.88e-01	6.20e-01	0.4978614	-6.574364	0.05390285	ZNHIT1	zinc finger HIT-type containing 1
35449_at	6.88e-01	6.21e-01	-0.4972633	-6.57466	-0.2642807	KLRB1	killer cell lectin like receptor B1
35019_at	6.88e-01	6.21e-01	0.4972088	-6.574687	0.13499186	ZNF254	zinc finger protein 254
35688_g_at	6.89e-01	6.22e-01	0.496166	-6.575204	0.04844445	CMC4///MTCP1	C-X9-C motif containing 4///mature T-cell proliferation 1
1238_at	6.89e-01	6.22e-01	-0.4958988	-6.575336	-0.08450278	MAPK9	mitogen-activated protein kinase 9
41396_at	6.89e-01	6.22e-01	-0.4954004	-6.575582	-0.10076884	CLIP2	CAP-Gly domain containing linker protein 2
37464_at	6.89e-01	6.22e-01	0.495367	-6.575599	0.11399411	PEX13	peroxisomal biogenesis factor 13
31579_at	6.90e-01	6.23e-01	0.4946941	-6.575931	0.16393302	LINC00302	long intergenic non-protein coding RNA 302
31839_at	6.90e-01	6.23e-01	-0.4946632	-6.575946	-0.06149436	SUGP1	SURP and G-patch domain containing 1
41811_f_at	6.90e-01	6.23e-01	0.4945614	-6.575997	0.15661651	PKI55	DKFZp434H1419
867_s_at	6.90e-01	6.23e-01	0.4944108	-6.576071	0.13622241	THBS1	thrombospondin 1
31479_f_at	6.90e-01	6.23e-01	0.4941752	-6.576187	0.12980838	LOC1720	dihydrofolate reductase pseudogene
33483_at	6.90e-01	6.23e-01	-0.4939987	-6.576274	-0.21797819	NMU	neuromedin U
31454_f_at	6.91e-01	6.24e-01	0.4932646	-6.576636	0.15054937		
34191_at	6.91e-01	6.24e-01	0.4930894	-6.576722	0.07479397	DCP2	decapping mRNA 2
39891_at	6.91e-01	6.24e-01	-0.4924613	-6.57703	-0.10247302	ZNF710	zinc finger protein 710
39615_at	6.91e-01	6.24e-01	-0.4921678	-6.577175	-0.10788539	KAZN	kazrin, periplakin interacting protein
285_g_at	6.91e-01	6.24e-01	-0.492149	-6.577184	-0.21413626	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai
39781_at	6.91e-01	6.24e-01	-0.492103	-6.577206	-0.12621544	IGFBP4	insulin like growth factor binding protein 4
37513_at	6.92e-01	6.25e-01	-0.4917601	-6.577375	-0.16230324	SCD	stearoyl-CoA desaturase
34003_at	6.92e-01	6.25e-01	-0.4915577	-6.577474	-0.08868327	TPI1	triosephosphate isomerase 1
34724_at	6.92e-01	6.25e-01	-0.4912442	-6.577628	-0.11313534	ARHGAP35	Rho GTPase activating protein 35
2003_s_at	6.92e-01	6.25e-01	-0.4910664	-6.577715	-0.06781555	MSH6	mutS homolog 6
870_f_at	6.92e-01	6.25e-01	0.4908459	-6.577823	0.08463235	MT3	metallothionein 3
34248_at	6.92e-01	6.25e-01	-0.4907739	-6.577858	-0.15569599	PRSS12	protease, serine 12
32623_at	6.92e-01	6.25e-01	0.4907454	-6.577872	0.10991126	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
40831_at	6.92e-01	6.25e-01	0.4907191	-6.577885	0.11607001	KIF1BP	KIF1 binding protein
37462_i_at	6.92e-01	6.25e-01	0.4906793	-6.577904	0.07681711	SF3A2	splicing factor 3a subunit 2
2039_s_at	6.92e-01	6.25e-01	-0.4906644	-6.577911	-0.11622486	FYN	FYN proto-oncogene, Src family tyrosine kinase
39203_at	6.92e-01	6.26e-01	0.4898109	-6.578329	0.14542381	C14orf132	chromosome 14 open reading frame 132
2073_s_at	6.92e-01	6.26e-01	-0.489709	-6.578379	-0.20348921	CDH13	cadherin 13
35804_at	6.92e-01	6.26e-01	0.4896692	-6.578398	0.07877394	ASH2L	ASH2 like histone lysine methyltransferase complex subunit
37854_at	6.92e-01	6.26e-01	-0.489536	-6.578463	-0.16623403	ZW10	zw10 kinetochore protein
761_g_at	6.93e-01	6.27e-01	-0.4888489	-6.578798	-0.10297778	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
40563_at	6.93e-01	6.27e-01	-0.4884796	-6.578978	-0.09425764	NUP50	nucleoporin 50
38092_at	6.93e-01	6.27e-01	0.4881301	-6.579149	0.16279988	EPAS1	endothelial PAS domain protein 1
33744_at	6.94e-01	6.28e-01	0.4876924	-6.579362	0.07194155	GEMIN4	gem nuclear organelle associated protein 4
40383_at	6.94e-01	6.28e-01	-0.4875436	-6.579434	-0.18414367	THOC5	THO complex 5
36996_at	6.94e-01	6.28e-01	-0.4868594	-6.579767	-0.07976277	OS9	OS9, endoplasmic reticulum lectin
41834_g_at	6.94e-01	6.28e-01	0.4866726	-6.579857	0.09359589	JTB	jumping translocation breakpoint
41152_f_at	6.95e-01	6.29e-01	-0.4856666	-6.580345	-0.06664863	RPL36A-HNRNPH2///RPL36A	RPL36A-HNRNPH2 readthrough///ribosomal protein L36a
39068_at	6.95e-01	6.29e-01	-0.4853425	-6.580502	-0.06494851	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta
32941_at	6.95e-01	6.29e-01	-0.4852291	-6.580557	-0.15086613	IRF8	interferon regulatory factor 8
34945_at	6.96e-01	6.30e-01	-0.4838778	-6.58121	-0.18509611	PLXDC1	plexin domain containing 1
41335_at	6.96e-01	6.30e-01	0.4836202	-6.581334	0.06476882	NSL1	NSL1, MIS12 kinetochore complex component
38514_at	6.96e-01	6.31e-01	0.4835006	-6.581392	0.13887974	IGLL1	immunoglobulin lambda like polypeptide 1
36671_at	6.97e-01	6.31e-01	-0.4831976	-6.581538	-0.08231843	ASNS	asparagine synthetase (glutamine-hydrolyzing)
40579_at	6.97e-01	6.31e-01	0.4830485	-6.58161	0.18420063	AGFG1	ArfGAP with FG repeats 1
36719_r_at	6.97e-01	6.31e-01	-0.4828771	-6.581693	-0.11789132	PDK3	pyruvate dehydrogenase kinase 3
883_s_at	6.97e-01	6.31e-01	0.482796	-6.581732	0.06627447	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
32147_at	6.97e-01	6.31e-01	0.4825813	-6.581835	0.11955396	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
1801_at	6.97e-01	6.32e-01	0.4820319	-6.582099	0.06814169	BARD1	BRCA1 associated RING domain 1
1208_at	6.97e-01	6.32e-01	0.4818585	-6.582183	0.12024741	PTK6	protein tyrosine kinase 6
38989_at	6.98e-01	6.32e-01	0.4811265	-6.582534	0.11898829	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific
37526_at	6.98e-01	6.33e-01	0.4804093	-6.582878	0.16367298	VNN1	vanin 1
31891_at	6.98e-01	6.33e-01	0.4803153	-6.582923	0.13585303	CHI3L2	chitinase 3 like 2
232_at	7.00e-01	6.34e-01	0.4780829	-6.583991	0.08801581	LAMC1	laminin subunit gamma 1
36152_at	7.00e-01	6.35e-01	-0.4772544	-6.584386	-0.05625424	GDI1	GDP dissociation inhibitor 1
38201_at	7.00e-01	6.35e-01	0.4772527	-6.584386	0.15108248	BCAT1	branched chain amino acid transaminase 1
39476_at	7.00e-01	6.35e-01	0.4771467	-6.584437	0.10605821		
39256_at	7.01e-01	6.35e-01	0.4767138	-6.584643	0.13152099	KLF12	Kruppel like factor 12
40015_at	7.01e-01	6.35e-01	-0.4765483	-6.584721	-0.15334391	MAST4	microtubule associated serine/threonine kinase family member 4
33696_at	7.01e-01	6.35e-01	-0.4765209	-6.584735	-0.12136162	CBARP	CACN beta subunit associated regulatory protein
31518_i_at	7.01e-01	6.36e-01	0.4763506	-6.584815	0.10998753	BTF3P13	basic transcription factor 3 pseudogene 13
39246_at	7.01e-01	6.36e-01	0.4760545	-6.584956	0.06152656	STAG1	stromal antigen 1
35794_at	7.01e-01	6.36e-01	-0.4759453	-6.585008	-0.12249441	PSD3	pleckstrin and Sec7 domain containing 3
33782_r_at	7.01e-01	6.36e-01	0.4759032	-6.585028	0.05670906	UBE2M	ubiquitin conjugating enzyme E2 M
35933_f_at	7.01e-01	6.36e-01	0.4757756	-6.585089	0.07150576	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
40477_r_at	7.01e-01	6.36e-01	0.4755484	-6.585196	0.09027077	FOXK2	forkhead box K2
33722_at	7.01e-01	6.36e-01	-0.4753119	-6.585309	-0.11742972	ATRN	attractin
33957_at	7.01e-01	6.36e-01	0.4752967	-6.585316	0.18865277	LOC105379655	uncharacterized LOC105379655
34819_at	7.01e-01	6.36e-01	-0.475266	-6.58533	-0.08825016	CD164	CD164 molecule
33627_at	7.01e-01	6.36e-01	0.4751556	-6.585383	0.10048013	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
38944_at	7.01e-01	6.36e-01	0.4751509	-6.585385	0.1234356	SMAD3	SMAD family member 3
34860_g_at	7.01e-01	6.36e-01	0.4751062	-6.585406	0.07702183	MAGED2	MAGE family member D2
36097_at	7.02e-01	6.37e-01	-0.4740731	-6.585895	-0.09406439	IER2	immediate early response 2
39962_at	7.03e-01	6.38e-01	0.4728002	-6.586497	0.09638075	CDC42BPA	CDC42 binding protein kinase alpha
41215_s_at	7.03e-01	6.38e-01	0.4725068	-6.586635	0.12701548	ID2B///ID2	inhibitor of DNA binding 2B, HLH protein (pseudogene)///inhibitor of DNA binding 2, HLH protein
41347_at	7.03e-01	6.39e-01	0.4721075	-6.586823	0.11564974	IRX5	iroquois homeobox 5
41282_s_at	7.05e-01	6.40e-01	-0.4695869	-6.588007	-0.06666084	RER1	retention in endoplasmic reticulum sorting receptor 1
36151_at	7.05e-01	6.40e-01	0.4695768	-6.588012	0.10478066	PLD3	phospholipase D family member 3
34426_at	7.06e-01	6.41e-01	0.4689319	-6.588314	0.10539596	MR1	major histocompatibility complex, class I-related
38783_at	7.06e-01	6.41e-01	0.4686458	-6.588448	0.21872594	MUC1	mucin 1, cell surface associated
31740_s_at	7.06e-01	6.41e-01	0.4683873	-6.588569	0.11431474	PAX4	paired box 4
35465_at	7.06e-01	6.42e-01	-0.4679217	-6.588786	-0.14330544	SLC25A40	solute carrier family 25 member 40
40013_at	7.07e-01	6.42e-01	0.4671806	-6.589132	0.11287113	CLIC2	chloride intracellular channel 2
1089_i_at	7.07e-01	6.42e-01	0.4671378	-6.589152	0.24468592		
32320_at	7.07e-01	6.42e-01	0.4670959	-6.589171	0.14128645	ANXA13	annexin A13
37580_at	7.07e-01	6.42e-01	0.4669844	-6.589223	0.13230787	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
38052_at	7.07e-01	6.42e-01	0.4669661	-6.589232	0.13157072	F13A1	coagulation factor XIII A chain
32181_at	7.07e-01	6.42e-01	-0.4669259	-6.589251	-0.08639834	FLOT2	flotillin 2
38762_at	7.07e-01	6.43e-01	0.4657504	-6.589798	0.0621424	DDX42	DEAD-box helicase 42
41808_at	7.07e-01	6.43e-01	0.4657226	-6.58981	0.06505073	DMTF1	cyclin D binding myb like transcription factor 1
31651_at	7.07e-01	6.43e-01	0.4656404	-6.589849	0.18423475	LINC01558	long intergenic non-protein coding RNA 1558
31932_f_at	7.07e-01	6.43e-01	0.4656012	-6.589867	0.06859006	BTF3	basic transcription factor 3
41767_r_at	7.07e-01	6.43e-01	0.4653762	-6.589971	0.11037644	GOLGA8A	golgin A8 family member A
41179_at	7.08e-01	6.44e-01	-0.4647521	-6.590261	-0.07553551	RNF44	ring finger protein 44
32987_at	7.08e-01	6.44e-01	-0.464648	-6.590309	-0.11652347	CENPI	centromere protein I
38795_s_at	7.08e-01	6.44e-01	-0.4645463	-6.590356	-0.0738431	UBTF	upstream binding transcription factor, RNA polymerase I
39695_at	7.08e-01	6.44e-01	-0.4643528	-6.590446	-0.12937311	CD55	CD55 molecule (Cromer blood group)
