Updated.gene.symbol	logFC	P.Value
BCHE	0.99144373	0.0064
BCKDHA	0.43544256	4.26e-05
BCKDHB	1.1419281	0.00213
BCKDK	0.46498982	0.00658
BCL10	-0.94960574	0.000315
BCL11A	-0.21571391	0.546
BCL2	1.55458197	1.24e-08
BCL2A1	-0.54160294	0.0842
BCL2L1	0.12078622	0.461
BCL2L11	0.78422218	0.0118
BCL2L2	-0.12121889	0.393
BCL2L2-PABPN1///PABPN1	-0.16917663	0.106
BCL6	1.2338258	0.000565
BCL7A	0.50816292	0.000849
BCL7B	0.28320982	0.00199
BCL9	0.34296416	0.0551
BCLAF1	0.03857186	0.801
BCR	-1.53854084	5.43e-07
BCRP3	-0.10000896	0.587
BCS1L	0.13593361	0.479
BDH1	-0.24624193	0.191
BDKRB1	0.54126261	0.0973
BDKRB2	-0.54173995	0.0111
BDNF	0.8134728	0.063
BEAN1	0.35525889	0.278
BECN1	-0.02973593	0.75
BEST1	0.88643319	0.00206
BET1	-0.32987637	0.0565
BEX4	1.53058516	3.45e-06
BFSP1	-0.46315387	0.131
BFSP2	0.84592486	0.0102
BGN	-0.7481131	0.0131
BHLHE40	-0.12420044	0.6
BHMT	0.82782979	0.000625
BICC1	0.25303701	0.422
BICD1	0.04216256	0.889
BICD2	-1.04720136	9.82e-09
BICDL1	0.2306723	0.127
BID	0.32832049	0.278
BIK	-1.03885272	0.00146
BIN1	1.90944167	2.39e-06
BIRC2	-0.63056927	0.018
BIRC3	-0.0238443	0.935
BIRC5	-0.63645297	0.00105
BIVM-ERCC5///ERCC5	0.36038801	0.082
BLCAP	-0.0984387	0.573
BLK	0.67118229	0.0259
BLM	-0.29906478	0.154
BLMH	0.12499435	0.566
BLNK	-0.28051023	0.441
BLOC1S1-RDH5///BLOC1S1	0.56685481	0.00493
BLOC1S1-RDH5///RDH5///CPT1A	1.47354817	2.11e-06
BLVRA	-0.19603468	0.175
BLVRB	0.52852865	0.000627
BLZF1	-0.22876494	0.324
BMP1	-1.4150182	0.000182
BMP10	0.5202829	0.0353
BMP2	-2.34469979	3.12e-10
BMP2K	-0.28317377	0.172
BMP3	0.7309119	0.00874
BMP4	1.08417102	0.000101
BMP5	0.92888594	0.00313
BMP6	1.12797469	0.000847
BMP7	-0.5703219	0.173
BMP8A	0.36671684	0.0267
BMPR1A	0.85038172	9.46e-06
BMPR1B	0.79306266	0.00626
BMPR2	-0.12653458	0.714
BMS1P21///MBL1P	0.7590578	0.000227
BMX	0.14367617	0.604
BNC1	-1.2879651	3.03e-05
BNIP1	0.35797865	0.00397
BNIP2	-0.28852739	0.0598
BNIP3	0.43547716	0.0876
BNIP3L	-0.34767801	0.156
BOLA2	-1.53800376	5.09e-10
BPGM	-1.43296783	1.97e-07
BPHL	0.14190857	0.173
BPTF	-0.16807727	0.286
BPY2	0.70787723	0.00806
BRAP	-0.52107852	0.00769
BRCA1	-0.55706534	0.00775
BRCA2	0.45272906	0.362
BRD1	0.50035639	0.0921
BRD2	-0.42628092	0.00117
BRD3	0.38464625	0.0424
BRD4	0.61466229	9.05e-05
BRD8	0.57532849	0.0394
BRDT	0.65228156	0.0565
BRE	0.2993361	0.0233
BRF1	0.3029984	0.243
BRINP1	0.73603958	0.017
BRINP2	0.74174104	0.00716
BRINP3	0.90983958	0.0239
BRMS1	-0.73249248	2.6e-07
BRPF1	0.75361337	0.00676
BRS3	0.97582159	0.0113
BRSK2	0.93723749	2.92e-06
BRWD1	0.35138508	0.0719
BSG	-0.31320925	0.04
BSN	0.6100399	0.0583
BST1	0.48181327	0.136
BST2	-1.93848021	1.23e-08
BTAF1	0.2189783	0.12
BTBD2	0.23661242	0.0514
BTBD3	0.40196312	0.0489
BTC	0.45118509	0.188
BTD	0.51473242	0.000249
BTF3	0.57248183	0.000968
BTF3P11	0.14256434	0.424
BTF3P12	0.16110807	0.61
BTF3P13	0.22777938	0.0462
BTG1	-0.90263047	8.49e-07
BTG2	1.12103476	0.000837
BTG3	-0.71413212	9.73e-05
BTK	0.70873092	0.0165
BTN1A1	0.49587354	0.0689
BTN2A1	0.05168602	0.736
BTN3A1	0.35941072	0.122
BTN3A2	-0.83786023	0.0101
BTN3A3	-0.72642809	0.00387
BTNL3	0.26467364	0.247
BTRC	0.86303885	0.00022
BUB1	-1.4192595	3.07e-06
BUB1B	-0.80100539	0.00145
BUB3	-0.86784169	9.35e-07
BUD31	-0.72275613	1.28e-08
BYSL	-0.36079832	0.002
BZW1	-1.05215106	5.21e-09
C10orf10	0.82835551	0.0121
C10orf12	0.55266927	0.0198
C11orf58	-0.34961677	0.00423
C11orf80	-1.26470575	0.000165
C11orf80///RCE1	-0.20524368	0.205
C12orf29	-0.00016531	0.999
C14orf1	-1.4003108	4.15e-06
C14orf132	1.21766632	0.00138
C14orf2	0.25145765	0.114
C14orf79	0.19893362	0.248
C15orf38-AP3S2///AP3S2	0.81289795	0.0044
C15orf39	0.84963987	0.0064
C16orf45	1.33778556	2.46e-08
C16orf62	0.58677611	0.014
C17orf75	0.169265	0.584
C18orf25	0.57656955	0.0719
C19orf57	0.58184733	0.036
C1D	-0.16026023	0.199
C1QB	-1.38695525	0.000565
C1QBP	-0.4448477	0.017
C1QL1	0.60518932	0.00146
C1QTNF3-AMACR///AMACR	-0.19118866	0.501
C1R	-0.53834757	0.0122
C1S	-0.59453876	0.00612
C1orf105	0.73548137	0.00257
C1orf123	0.24091558	0.184
C1orf21	1.2846423	0.000632
C1orf216	0.22766656	0.113
C1orf61	0.78827222	0.00693
C1orf68	0.62511001	0.000909
C2	0.20843261	0.178
C20orf194	0.37375217	0.0636
C21orf2	0.91950579	9.57e-06
C21orf33	0.95894252	3.79e-09
C22orf24	0.53560764	0.00331
C22orf31	0.51051739	0.0881
C2CD2	-0.17462453	0.472
C2CD2L	0.37297284	0.211
C2CD3	0.20717269	0.191
C2CD5	0.63177354	0.000117
C2orf27A	-1.2109675	3e-04
C2orf27B///C2orf27A	0.67639434	0.000651
C2orf72	0.54978461	0.0144
C3AR1	-0.09236223	0.775
C4BPA	0.95842951	0.0135
C4BPB	0.42188944	0.217
C4B_2///C4B///C4A	0.42552586	0.0867
C4orf46///TOMM7	0.65450813	4.32e-05
C5	0.66921646	0.085
C5orf15	-0.34526349	0.00356
C5orf22	0.16534279	0.583
C5orf30	0.57853481	0.0189
C5orf45	-0.25959299	0.205
C6	1.1530343	8.82e-05
C6orf10	0.04947194	0.905
C6orf106	0.5562377	0.000826
C6orf120	-0.09855913	0.406
C6orf47	-0.26987402	0.212
C6orf62	-0.64227596	3.72e-05
C7	1.18657394	0.00203
C8A	0.77862922	0.0198
C8B	0.03314027	0.89
C8G	0.64404561	0.0096
C9	1.0722788	0.00226
BBLN	-0.56802239	0.00114
C9orf3	0.32153098	0.292
CA1	0.45511631	0.271
CA11	0.63144682	1.21e-05
CA12	-1.61962098	0.000576
CA2	-1.2015132	0.00214
CA3	3.64144181	1.24e-07
CA4	0.97017414	2.15e-06
CA5A	0.66201891	0.00116
CA5B	0.91962691	0.00197
CA5BP1	0.35486767	0.0725
CA6	0.85480836	0.0411
CA7	0.89079322	0.000198
CA9	-0.45562248	0.167
CABIN1	-0.00836822	0.967
CABP1	0.8661946	0.000968
CACNA1B	0.4838813	0.000422
CACNA1C	1.05002744	0.00729
CACNA1D	0.72541685	0.00512
CACNA1E	0.5043307	0.0188
CACNA1F	0.76209059	0.00557
CACNA1G	0.88429251	1.11e-05
CACNA1H	0.57869195	0.00303
CACNA1S	2.82825067	6.41e-08
CACNA2D1	0.90092002	0.000125
CACNA2D2	0.98797157	2.76e-05
CACNB1	3.41097876	1.87e-06
CACNB2	1.14158573	0.000223
CACNB3	-0.19436688	0.344
CACNB4	1.14683627	0.00149
CACNG1	1.98002685	7.75e-06
CACNG3	1.07980675	0.000546
CACTIN	0.47647874	0.0117
CACYBP	0.12042281	0.522
CAD	-0.1467025	0.287
CADM1	1.17930885	0.000668
CADM3	0.37633096	0.0459
CADM3-AS1	0.78326783	0.0308
CADM4	0.58607622	0.00088
CADPS	0.81117483	0.00942
CALB1	0.83967057	0.0641
CALB2	0.24387963	0.333
CALCA	0.6269839	0.000895
CALCB	1.22693678	0.000776
CALCOCO1	0.86854408	2.38e-08
CALCOCO2	0.11895065	0.393
CALCR	1.15230641	0.000164
CALCRL	-0.01417946	0.943
CALD1	-0.61230439	0.00781
CALM1	0.42748965	0.109
CALM3///CALM2///CALM1	-0.51235912	0.00367
CALML3	0.61864793	0.113
CALR	-2.35231781	4.24e-10
CALU	-0.85706559	1.61e-05
CAMK1	0.29274552	0.184
CAMK1G	0.87249681	0.000722
CAMK2A	0.78382313	0.000202
CAMK2B	1.15912077	0.000139
CAMK2G	1.25862526	0.000498
CAMK4	0.78651263	0.0137
CAMKK2	0.09716769	0.39
CAMLG	0.20669076	0.378
CAMP	0.41359427	0.101
CAMSAP1	0.4934442	0.143
CAMSAP2	-0.43805139	0.00495
CAMTA1	1.28127983	0.000322
CAMTA2	0.39364006	0.00868
CAND1	-0.14758461	0.364
CAND2	3.85117184	4.18e-08
CANX	-0.6110624	0.00103
CAP1	-1.46980858	3.37e-11
CAP2	2.4946211	1.91e-05
CAPG	-1.66844342	6.84e-09
CAPN1	-0.45083731	0.0054
CAPN11	0.57636768	0.0282
CAPN15	-0.67034952	0.0301
CAPN2	-0.19774089	0.228
CAPN3	1.9276816	1.75e-06
CAPN5	0.64569009	0.00555
CAPN6	1.39043093	3.35e-05
CAPN7	0.83415262	0.00253
CAPN9	1.01688495	0.000349
CAPNS1	-0.21849699	0.232
CAPRIN1	-0.46070453	0.000388
CAPZA1	-1.17113319	6.19e-08
CAPZA2	0.18468178	0.273
CAPZB	-0.46157668	4.07e-05
CARD10	1.30820825	2.78e-05
CARD8	0.39039544	0.0971
CARM1	0.00051855	0.998
CARS	-0.320879	0.00585
CARTPT	0.72436012	0.00133
CASC3	0.16720441	0.0434
CASC7///AGO2	-1.30078842	1.95e-05
CASK	-1.41531474	8.43e-09
CASP1	-1.9877461	4.88e-09
CASP10	0.80719024	0.00611
CASP2	0.51354229	0.0112
CASP3	-0.16771993	0.306
CASP4	-1.62142611	3.97e-09
CASP5	0.66467438	0.0802
CASP6	-0.06400675	0.853
CASP7	-0.59596673	8.84e-05
CASP8	-0.71736594	0.00484
CASP9	0.86304501	0.001
CASQ2	2.18369302	0.000435
CASR	0.72565868	0.0166
CAST	0.68584736	0.000395
CAT	0.8622533	1.38e-05
CATR1	0.00348632	0.993
CAV1	-0.87628908	0.00097
CAV2	-1.43943689	5.76e-07
CAV3	1.88434456	1.03e-07
CBARP	0.39320447	0.22
CBFA2T2	0.17418296	0.241
CBFA2T3	1.16951443	0.000177
CBFB	-0.73233288	0.00011
CBL	0.85041088	0.00261
CBLB	1.23551764	0.000259
CBLN1	1.06409096	0.000164
CBR1	-1.03984731	8.6e-05
CBR3	-0.23866938	0.486
CBR4	0.71185612	1.13e-07
CBS	0.61443439	0.0828
CBX1	-0.53425736	0.00302
CBX2	0.54689178	0.104
CBX3	-1.16723948	2.17e-08
CBX4	-0.23261356	0.34
CBX5	-0.63179545	0.0231
CBX6	0.20196751	0.312
CBX7	1.61060093	1.12e-09
CBY1	0.13258075	0.269
CCDC106	0.46504359	0.0705
CCDC130	-0.44073061	0.0111
CCDC144A	0.74176846	0.18
CCDC144B///USP32P2///USP32P1///USP32///USP6	-0.12844077	0.408
CCDC181	0.76711502	0.000565
CCDC22	0.45050243	0.0535
CCDC28A	0.35323181	0.037
CCDC57	0.00335244	0.987
CCDC6	0.01136056	0.935
CCDC69	1.37180562	1.68e-08
CCDC85B	0.41657096	0.0544
CCDC86	-0.90662511	0.0019
CCDC88C	0.67854579	0.00563
CCDC9	0.13985535	0.417
CCDC93	-0.12534497	0.455
CCDC94	0.09595768	0.548
CCHCR1	0.86940235	8.4e-07
CCIN	0.74864131	0.00122
CCK	-0.36874275	0.194
CCKAR	0.82200036	7.32e-06
CCKBR	1.08702592	0.000173
CCL1	0.46074102	0.0961
CCL11	-0.35370606	0.157
CCL13	-0.52750877	0.0662
CCL15	0.58687557	0.0375
CCL15-CCL14///CCL14	1.57224539	0.000121
CCL16	0.5946855	0.0302
CCL17	0.50798482	0.183
CCL18	-2.04226647	0.000123
CCL19	-0.69926212	0.29
CCL2	0.59800598	0.0362
CCL20	-2.18240345	1.2e-05
CCL21	-0.27331366	0.474
CCL22	-0.38858651	0.11
CCL23	1.19208147	0.00019
CCL25	0.5636633	0.00184
CCL27	0.44115822	0.0506
CCL3	-0.6961282	0.00233
CCL4	-1.4306219	0.000547
CCL5	-1.67253381	0.000144
CCL7	0.66851387	0.00635
CCL8	-0.47916264	0.204
CCNA1	-0.39320679	0.157
CCNA2	-0.58323938	0.00346
CCNB1	-2.27677549	3.8e-08
CCNB2	-1.90890916	3.46e-09
CCNC	-1.10787654	0.000207
CCND1	-0.66506456	0.0165
CCND2	-0.1492071	0.571
CCND3	-0.30451827	0.0818
CCNE1	-1.16531759	2.9e-06
CCNE2	-1.21978688	4.1e-06
CCNF	0.57245095	0.00838
CCNG1	1.3457508	1.93e-07
CCNG2	0.63727101	0.000775
CCNH	0.72440162	0.0826
CCNI	0.10158302	0.506
CCNO	-0.09142764	0.779
CCNT1	0.2713769	0.0728
CCNT2	-0.21577612	0.325
CCP110	0.53480516	0.00867
CCR1	-0.91422135	0.00158
CCR2	0.84745859	0.00302
CCR3	0.73989078	0.00721
CCR4	0.6736628	0.00856
CCR5	-0.32414777	0.341
CCR6	-0.57877694	0.0856
CCR7	0.25170111	0.317
CCR8	0.84858772	0.0277
CCR9	0.64160886	0.0123
CCRL2	0.41951329	0.00351
CCS	-0.47024624	0.0167
CCSER2	0.67954736	0.000106
CCT2	-0.84078784	2.42e-08
CCT4	-0.04048493	0.696
CCT5	-1.31216089	2.09e-11
CCT6A	-0.7791777	0.000131
CCT6B	0.70435236	0.0249
CCT7	-0.07292676	0.581
CCT8	-0.31754979	0.0203
CCZ1B///CCZ1	-0.53498164	0.000253
CD101	0.20946568	0.258
CD14	-0.5095267	0.0681
CD151	-1.12388773	0.000851
CD160	0.14517507	0.691
CD163	-0.27890758	0.387
CD164	-0.08825016	0.636
CD180	0.55157795	0.11
CD19	0.5851429	0.0814
CD1A	-0.04724893	0.857
CD1B	0.51815769	0.0754
CD1C	0.19350112	0.456
CD1D	0.65430894	0.0464
CD1E	0.20004407	0.479
CD2	-0.43869272	0.11
CD200	0.39232542	0.079
CD22	0.39509119	0.282
CD226	1.03113062	2.97e-05
CD24	-0.90331523	0.0423
CD247	-0.29405894	0.376
CD27	-1.1047546	0.053
CD28	0.15966983	0.592
CD2AP	-0.76412511	0.000516
CD2BP2	-0.25557229	0.258
CD300A	0.14988593	0.483
CD300C	0.15479344	0.449
CD33	0.27031947	0.266
CD34	1.05871602	3.35e-07
CD36	1.14768046	0.00518
CD37	0.07950609	0.82
CD38	0.14805186	0.709
CD3D	-0.76083881	0.0356
CD3E	0.46560751	0.0294
CD3G	0.03757242	0.923
CD4	0.97722299	0.000148
CD40	0.35684766	0.013
CD40LG	0.14196267	0.654
CD44	-2.27446881	7.36e-10
CD46	-0.08318672	0.62
CD47	-1.37735232	3.86e-06
CD48	-0.23997403	0.563
CD5	0.99652019	3.49e-05
CD52	-1.30156746	0.0129
CD53	-1.0754639	0.0148
CD55	-0.12937311	0.644
CD58	-0.95650932	3.95e-07
CD59	0.33367838	0.0165
CD5L	1.13598863	0.00156
CD6	0.12008378	0.557
CD63	0.36522318	0.0326
CD68	-0.0621406	0.704
CD69	-0.02745291	0.935
CD7	0.538319	0.00178
CD70	-0.1592266	0.594
CD72	0.56504397	0.113
CD74	-0.27605734	0.338
CD79A	0.43433229	0.305
CD79B	0.58253539	0.184
CD80	0.26248537	0.36
CD81	0.14024209	0.287
CD83	0.45631192	0.0529
CD84	0.2911358	0.323
CD86	-0.28588945	0.238
CD8A	0.20595368	0.332
CD9	-0.68567378	0.0323
CD93	0.89338179	0.00202
CD96	0.75927836	0.0312
CD99	-0.24156243	0.0875
CDA	-1.79296361	1.28e-05
CDC123	-0.72330593	8.2e-05
CDC14A	0.63758135	0.0234
CDC14B	0.3772934	0.0731
CDC14BL	0.27721795	0.127
CDC16	-0.03948575	0.726
CDC20	-2.15218899	1.77e-10
CDC23	-0.17660216	0.256
CDC25A	0.41167477	0.11
CDC25B	-1.76863495	1.37e-08
CDC25C	-0.33098013	0.162
CDC27	-0.50938927	0.0157
CDC34	0.59871815	3.78e-05
CDC37	-0.1619427	0.33
CDC40	-0.76037396	0.00239
CDC42	1.11700173	2.05e-05
CDC42BPA	0.43992792	0.00912
CDC42EP1	0.05575684	0.678
CDC42EP2	0.7614676	0.00214
CDC42EP3	0.1875679	0.25
CDC42EP4	-0.4366788	0.0332
CDC45	-0.74209517	0.00512
CDC5L	0.68764262	0.0772
CDC6	-1.29939895	0.000123
CDC7	-0.32088739	0.171
CDH1	-2.02625231	0.000109
CDH11	-0.93261616	0.00828
CDH12	0.79730203	0.00316
CDH13	-0.32272581	0.269
CDH15	0.66079904	0.0107
CDH16	0.41864677	0.019
CDH17	0.77653476	0.00123
CDH18	0.69716995	0.0338
CDH19	1.70772816	5.42e-07
CDH2	0.33289955	0.149
CDH22	0.83964822	0.00075
CDH3	-2.51808066	1.56e-14
CDH4	0.76226658	2.39e-06
CDH5	0.87387289	0.000991
CDH6	0.68095827	6.62e-05
CDH8	0.66834268	0.0421
CDHR1	-0.51142307	0.0518
CDIPT	-0.17825284	0.111
CDK1	-1.37006142	0.000293
CDK10	0.01268018	0.915
CDK11A///CDK11B	0.2613317	0.0755
CDK12	0.62296643	0.0143
CDK13	0.59501059	0.0224
CDK14	-0.22416506	0.286
CDK16	0.53007662	0.0698
CDK17	-0.23571903	0.218
CDK18	0.65508581	0.0406
CDK19	0.0755779	0.607
CDK2	-0.6234231	0.00174
CDK20	0.22920921	0.333
CDK2AP1	-0.36452798	0.0123
CDK2AP2	-0.8156931	9.33e-05
CDK4	-0.79176849	2.21e-05
CDK5	-1.97849785	2.22e-12
CDK5R1	0.56270912	6.46e-05
CDK5R2	0.38253555	0.118
CDK6	0.22234789	0.205
CDK7	-1.00444028	6.07e-05
CDK8	0.14309491	0.212
CDK9	-0.45708399	9.96e-05
CDKL1	0.88408702	0.000983
CDKL2	-0.01544891	0.945
CDKL5	0.9734951	0.000466
CDKN1A	-1.0419652	2.48e-05
CDKN1B	0.79309935	2.17e-05
CDKN1C	2.24407868	1.86e-09
CDKN2A	-1.14026769	0.0169
CDKN2B	-0.91724945	0.0121
CDKN2C	0.35473794	0.0245
CDKN2D	-0.41838991	0.00782
CDKN3	-2.56174448	1.24e-10
CDO1	1.86446711	5.42e-06
CDON	0.94569166	0.00149
CDR1	1.6356994	0.000197
CDR2L	0.55710725	0.00234
CDRT1	0.15076307	0.613
CDS1	-1.20028227	0.00156
CDS2	-0.60833726	0.00037
CDSN	-0.80653289	0.0302
CDT1	0.11754291	0.569
CDV3	-0.40088528	0.0878
CDX1	0.56851983	0.0572
CDX2	1.06106231	0.00031
CDY1B///CDY2B///CDY2A///CDY1	0.80163673	0.0173
CDYL	-0.39988136	0.000347
CEACAM1	1.18755258	0.000379
CEACAM3	0.52513451	0.196
CEACAM4	0.459228	0.0935
CEACAM5	1.07075191	0.00144
CEACAM6	0.10865503	0.845
CEACAM7	1.25454744	0.0065
CEACAM8	1.19757711	0.000433
CEBPA	0.22726837	0.239
CEBPB	-0.75229116	7e-04
CEBPD	-0.3365635	0.118
CEBPE	0.42126542	0.00569
CEBPG	-0.62984618	0.000314
CEBPZ	-0.19469414	0.17
CECR7	0.71892402	8.48e-05
CEL	0.75300645	0.0209
CELA2A///CELA2B	-0.29793279	0.0338
CELA2B	0.38752685	0.06
CELA3B///CELA3A	0.63532594	2.19e-05
CELF1	0.09340347	0.693
CELF2	0.90562214	0.000302
CELF3	0.77929768	4.65e-05
CELP	0.51751234	0.00435
CELP///CEL	0.23501066	0.158
CELSR1	-1.34198301	3.66e-05
CELSR2	-0.67767981	0.00058
CELSR3	0.16002347	0.421
CEMIP	-1.28215198	0.000298
CENPB	0.15187371	0.154
CENPC	0.28284838	0.0837
CENPE	-1.0789972	0.00301
CENPF	-0.54021231	0.0306
CENPI	-0.11652347	0.644
CEP104	1.01247701	0.0536
CEP112	0.96115924	0.00258
CEP131	-0.29711556	0.293
CEP135	-0.10687479	0.531
CEP152	0.27785858	0.413
CEP162	0.55050055	0.0248
CEP164	-0.02685432	0.882
CEP170B	-0.72000826	0.00069
CEP170P1///CEP170	-0.14670349	0.49
CEP250	0.51187384	0.00308
CEP290	0.22584055	0.453
CEP350	0.16574951	0.265
CEP57	0.00536688	0.976
CEP68	1.17412952	1.12e-09
CERS1///GDF1	0.79502055	1.26e-07
CERS6	-0.02132453	0.895
CES2	-0.29898785	0.241
CETN1	1.322535	2.73e-05
CETN2	-0.81222761	2.44e-06
CETN3	-0.07294754	0.54
CETP	0.42117605	0.17
CFAP20	0.14520289	0.58
CFB	-1.40449281	4.5e-05
CFD	2.09841259	1.55e-11
CFDP1	-0.26882928	0.0164
CFH	1.06345589	2.14e-05
CFHR1///CFH	0.29036921	0.348
CFHR2	1.47903663	0.000785
CFHR2///CFHR1	0.28483167	0.461
CFHR3	0.73056611	0.00017
CFHR4	0.62733787	0.041
CFI	0.26270663	0.268
CFL1	-1.09307417	7.28e-10
CFLAR	-0.31319524	0.0762
CFP	0.89345284	0.00271
CFTR	1.53299861	0.000586
CGA	0.76321701	0.0351
CGB1///LHB	-0.16441527	0.463
CGB2///CGB1///CGB8///CGB7///CGB5///CGB3	-0.41115186	0.2
CGGBP1	0.9021649	0.00022
CGREF1	0.79723226	0.00637
CGRRF1	0.70780505	0.000276
CH17-360D5.1///NPY4R	0.13371391	0.675
CH25H	0.2083986	0.294
CHAD	1.42860849	2.12e-07
CHAF1A	-0.57181012	0.00372
CHAF1B	0.09265803	0.677
CHD1	-0.02415877	0.871
CHD1L	0.17719467	0.557
CHD2	0.57732122	0.0205
CHD3	-0.12951946	0.439
CHD4	-0.51875519	0.000507
CHD5	0.4084371	0.0608
CHD8	0.60945912	0.0096
CHD9	0.23993735	0.0167
CHEK1	-1.08626401	0.00356
CHEK2	-0.06086244	0.825
CHERP	0.01447238	0.932
CHGA	0.43223354	0.146
CHGB	-0.24888828	0.473
CHI3L1	-2.48021729	1.82e-07
CHI3L2	0.13585303	0.633
CHIT1	0.64526458	0.011
CHKA	1.09500615	6.75e-05
CHKB	0.39963451	0.00203
CHKB-CPT1B///CPT1B	1.64059846	3.84e-06
CHL1	0.54198065	0.249
CHM	0.81447517	0.00272
CHML	-0.52427959	0.096
CHMP1A	-0.34569925	0.00114
CHMP2A	0.01389176	0.905
CHMP2B	0.32563817	0.0685
CHMP7	0.54766419	0.0814
CHN1	-0.33253226	0.0948
CHN2	-0.20274054	0.359
CHP1	0.31245506	0.0807
CHP2	0.75753053	0.0265
CHPF	-1.42485943	3.91e-07
CHRD	0.84318641	5.36e-05
CHRDL1	2.99573174	6.29e-10
CHRM3	0.57625934	0.00106
CHRNA1	1.13259649	0.0261
CHRNA2	0.49421719	0.0342
CHRNA3	0.40004346	0.0918
CHRNA4	0.5838349	0.0434
CHRNA5	0.12792621	0.711
CHRNA6	0.3698868	0.322
CHRNB1	0.82596634	0.00157
CHRNB2	0.65553639	0.00244
CHRNB3	0.62615763	0.0377
CHRNB4	-0.14568257	0.481
CHRND	0.35148031	0.124
CHRNE	0.9385948	0.00718
CHST1	-0.33922292	0.0857
CHST10	0.60460839	0.0146
CHST15	-0.34486033	0.0112
CHST2	-2.80106152	1.48e-09
CHST3	-0.14489294	0.339
CHST7	0.2692425	0.0499
CHSY1	-0.49813209	0.00176
CHTOP	-0.04081481	0.887
CHUK	-0.36349858	0.00122
CHURC1-FNTB///FNTB	0.37420316	0.0156
CIAO1	-0.04867752	0.725
CIAPIN1	-0.09775647	0.3
CIB1	-0.36574327	0.0103
CIB2	0.45258762	0.114
CIC	0.09590047	0.657
CIITA	0.93634164	0.0142
CILP	2.55052972	2.69e-09
CIR1	-0.1549417	0.477
CIRBP	0.86513168	3.44e-07
CITED1	0.43381125	0.101
CITED2	1.14697635	3.8e-07
CIZ1	0.01648847	0.878
CKAP2///IGLC1	0.46730346	0.198
CKAP4	-1.10321824	1.9e-06
CKAP5	-0.24467467	0.0384
CKB	0.68919821	0.00903
CKM	1.4872932	9.9e-06
CKMT1A///CKMT1B	-0.33762307	0.35
CKMT2	4.07976363	1.13e-08
CKS1B	-1.07210845	2.33e-07
CKS2	-2.16703391	8.81e-11
CLASP1	0.49305057	0.0043
CLASP2	0.85443646	5.17e-06
CLASRP	0.08219297	0.566
CLC	0.82130943	0.00942
CLCA1	0.95186771	0.00164
CLCA2	-2.37648235	1.7e-08
CLCC1	0.41526235	0.112
CLCN1	1.19895159	2.65e-06
CLCN2	0.42282053	0.0735
CLCN3	0.34925434	0.353
CLCN4	1.96108711	3.49e-05
CLCN5	0.1703976	0.518
CLCN6	0.95525441	0.00039
CLCN7	-0.16427234	0.194
CLCNKA	0.51051433	0.00915
CLCNKB///CLCNKA	0.97674607	0.000459
CLDN10	2.57379952	2.22e-05
CLDN14	0.63929679	0.000432
CLDN18	0.97800606	0.00187
CLDN3	1.51207989	0.000212
CLDN4	-0.61392628	0.262
CLDN5	2.03328815	3.94e-09
CLDN7	0.55876849	0.114
CLDN8	1.3336878	0.0031
CLDN9	0.75049503	2.63e-06
CLDND1	-0.45678775	0.00184
CLEC10A	0.12026512	0.618
CLEC11A	-0.0572948	0.717
CLEC16A	-0.05874233	0.69
CLEC2B	-0.65325577	0.00515
CLEC4M	0.27299574	0.316
CLGN	1.66414566	6.56e-05
CLIC1	-1.41624693	2.65e-08
CLIC2	0.11287113	0.642
CLIC4	-0.72654537	0.000105
CLIC5	3.08369882	1.37e-09
CLINT1	0.25141234	0.203
CLIP1	0.13328274	0.565
CLIP2	-0.10076884	0.622
CLIP3	0.54202847	0.0114
CLK1	0.43079988	0.00225
CLK2	-0.03468372	0.812
CLK3	-0.00151985	0.994
CLMN	1.06981059	0.00191
CLN3	0.25257943	0.0242
CLN5	-0.06339562	0.761
CLNS1A	-0.42595898	0.000804
CLOCK	0.26086819	0.0319
CLP1	-0.53216587	0.00694
CLPP	-0.03926424	0.806
CLPS	0.78441009	0.00996
CLPTM1	0.15686926	0.174
CLPX	0.02101857	0.91
CLSTN1	-0.80574112	8.14e-05
CLSTN3	-0.10320435	0.606
CLTA	-0.67052439	3.16e-06
CLTB	-0.70859857	0.00558
CLTC	-0.15236305	0.324
CLTCL1	1.57182484	1.19e-05
CLU	1.72836562	7.65e-05
CLUAP1	0.47689793	0.0775
CLUH	0.40905553	0.0304
CLUL1	1.20325511	0.0029
CMA1	0.58295806	0.021
CMAHP	0.89884718	0.00164
CMC4	0.43637914	0.0116
CMC4///MTCP1	0.48436094	6.5e-05
CMKLR1	-0.32037975	0.213
CMTR1	-0.31910327	0.0355
CNBP	0.05569426	0.786
CNGA1	0.22681384	0.471
CNGA3	0.6384376	0.0777
CNGB1	-2.43567309	9.24e-11
CNIH1	-0.71399772	4.5e-06
CNIH3	0.37039556	0.236
CNKSR1	0.57724227	0.000401
CNKSR2	0.31002011	0.348
CNN1	1.99183426	8.13e-08
CNN3	-0.17226218	0.348
CNNM2	0.45743534	0.00358
CNOT1	0.07756806	0.556
CNOT2	-0.031957	0.742
CNOT3	-0.01756453	0.919
CNOT4	-0.00702496	0.934
CNOT8	0.53184242	0.0513
CNOT9	-0.37100381	5.62e-05
CNP	0.37374766	0.0122
CNPPD1	0.43582526	0.000167
CNPY2	-0.35380342	0.0215
CNPY3	-0.01406481	0.95
CNR1	1.16165363	0.004
