Updated.gene.symbol	logFC	P.Value
EPCAM	-0.60599682	0.000347
NDUFAF6	-0.60595851	1.78e-08
TRABD	-0.60592803	8.8e-14
CLPB	-0.60580429	1.17e-13
MRPL58	-0.60501775	8.74e-15
TLE3	-0.60422094	1.22e-12
SLC35F3	-0.60408725	1.55e-06
LANCL1	-0.60385161	2.16e-09
ZFP69B	-0.60373059	1.01e-10
MANF	-0.60365447	8.1e-12
ZRANB3	-0.60361953	1.95e-09
F11R	-0.60349159	3.33e-07
MRPS35	-0.6034281	6.96e-15
FANCE	-0.60316353	1.55e-08
POLR2J	-0.60300422	4.11e-18
GTF2I	-0.60277708	6.43e-08
IPO9	-0.60266901	3.04e-17
ACYP1	-0.6026474	7.77e-09
YIF1A	-0.60254619	2.59e-15
GRB7	-0.60248788	9.79e-10
ETNK2	-0.60212491	3.3e-15
RAC3	-0.60199641	5.68e-11
E2F6	-0.60195565	1.33e-13
NDUFS6	-0.60171514	8.77e-12
BAG4	-0.60161417	5.74e-07
H2AC17	-0.60145884	3.06e-14
KDM3A	-0.60127234	1.14e-12
WDR59	-0.60098696	2.18e-15
C1orf56	-0.6008938	6.49e-09
MED1	-0.60075351	1.76e-10
FBLL1	-0.60052773	1.34e-08
SEL1L	-0.60045092	1.91e-12
EFNA2	-0.60045003	2.52e-06
TCOF1	-0.60032361	2.44e-17
ZFAND3	-0.6001262	3.44e-16
UPF3B	-0.60011291	1.55e-08
G3BP1	-0.59997151	1.94e-09
RBL1	-0.59979528	4.34e-08
SNX27	-0.59946394	3.85e-11
DDX55	-0.59940653	1.11e-13
TRIM28	-0.5993976	4.76e-10
ATP5MF	-0.59935774	2.34e-21
ZNF232-AS1	-0.59930903	7.63e-06
PIK3R2	-0.59926932	2.76e-12
MRPS18A	-0.59925155	3.6e-12
DDC	-0.59855211	0.000422
WIPF3	-0.59841343	3.49e-05
WDR74	-0.59840284	7.57e-14
SRPK2	-0.59835459	5.08e-06
F2RL2	-0.59828652	0.000263
KCNMB3	-0.59819864	2.56e-14
HOXC4	-0.59816863	1.5e-10
ABHD10	-0.59813614	6.89e-06
SLC35F5	-0.59807642	1.34e-09
DIAPH3	-0.59793892	2.19e-11
BANF1	-0.5978089	1.45e-10
NDUFAF7	-0.59780444	1.03e-13
ENTPD7	-0.59771856	5.2e-13
SH3BP4	-0.59771384	2.64e-09
GGCX	-0.59715258	2.03e-10
SLC38A10	-0.59671872	4.95e-12
POU4F1	-0.59668737	2.31e-06
COPB2	-0.59668285	7.34e-14
LOC283683	-0.59657983	0.000103
FUT9	-0.59635846	0.000158
RALGAPB	-0.59617888	4.95e-14
CFAP20DC	-0.59615465	2.52e-08
BEAN1	-0.59601761	0.000303
CACNA1B	-0.59582949	9.56e-08
PRRT3-AS1	-0.59580531	5.19e-09
GOT1	-0.59573495	4.19e-09
LOC389906	-0.59561059	1.07e-14
OSTC	-0.59556636	5.46e-12
FKSG49	-0.59554787	7.76e-14
GRHL2	-0.59550878	0.000101
SAE1	-0.59539868	5.09e-06
PAH	-0.59492116	7.62e-05
KAT2A	-0.59491164	4.62e-19
HCCS	-0.59457668	4.61e-11
GLYATL2	-0.59389401	1.65e-05
ACTR3B	-0.59372202	4.46e-08
GPN1	-0.59371041	1.2e-18
GMFB	-0.59330155	2.45e-08
ANKRD36	-0.59326497	2.42e-07
COIL	-0.59325413	9.79e-14
LINC02802	-0.5927961	9.73e-06
OLFML2B	-0.59222228	3.39e-05
PCGF3	-0.59159173	1.34e-14
GOT2	-0.59149718	2.36e-16
LHX2	-0.59134217	9.84e-06
ATPSCKMT	-0.59128747	5.23e-09
TSKU-AS1	-0.59125267	6.31e-14
PSME4	-0.59096949	1.4e-06
VWA1	-0.59093713	5.86e-10
CSRNP3	-0.59082928	2.84e-08
OXLD1	-0.59069167	1.23e-14
REEP6	-0.59061288	3.16e-07
RBM39	-0.59019259	6.26e-08
NUP107	-0.59003468	8.56e-11
HM13	-0.58966642	1.87e-13
SMURF1	-0.58955642	5.16e-12
NHP2	-0.58952774	1.92e-15
KRTAP4-1	-0.58938451	8.19e-09
TPRXL	-0.5891131	1.25e-11
CDKN2C	-0.58905662	1.47e-05
TMEM65	-0.58883713	4.23e-07
PGAP1	-0.58883457	3.5e-06
PCNX2	-0.58881938	5.75e-14
DNAJA3	-0.58873903	6.52e-19
ALG6	-0.58850776	6.07e-11
TOP1MT	-0.58828422	5.55e-07
WFDC3	-0.58824095	4.54e-08
MRPL4	-0.58811699	3.92e-07
MMP16	-0.58769569	2.31e-05
STRAP	-0.58767147	1.32e-14
TUBGCP4	-0.58760286	3.61e-11
GRIP1	-0.58734647	5.27e-09
FER1L4	-0.587072	7.34e-12
DUSP9	-0.58675558	8.53e-11
CST4	-0.58661614	6.43e-06
ALAD	-0.58629855	5.5e-18
KDELR1	-0.58628624	2.14e-06
MYT1	-0.58614234	8.09e-05
FGF12	-0.58587265	3.8e-07
DBF4B	-0.58582907	4.72e-16
TGIF2	-0.585775	1.73e-07
ZNF551	-0.58562024	1.77e-08
LIN9	-0.58556072	8.54e-15
FAM200C	-0.58548373	2.93e-06
ITGB8	-0.58541743	2.11e-07
ZNF74	-0.58529748	2.24e-12
PDCD10	-0.58503193	9.43e-12
FANCF	-0.58486977	2.21e-10
SAP30	-0.58473792	1.23e-06
GPATCH4	-0.58472523	1.27e-09
IDE	-0.58465747	1.36e-09
TFR2	-0.5843834	2.13e-15
RUNDC3A	-0.58435323	1.99e-05
E2F5	-0.58434979	6.78e-06
NUP205	-0.58397673	1.89e-11
NIF3L1	-0.58386206	1.59e-13
UTP20	-0.58383173	1.69e-11
UTP4	-0.58358252	3.44e-11
POLR2G	-0.58328564	2.8e-17
SEPHS1	-0.58320537	1.72e-15
TAF1D	-0.58308021	3.46e-09
SNAPC1	-0.58289422	5.36e-06
ARHGEF39	-0.58269096	2.91e-13
MAZ	-0.58265621	4.96e-09
COX5B	-0.58257984	1.88e-09
C1GALT1C1L	-0.58257189	1.43e-07
GALNT1	-0.58253709	3.22e-12
PLA2G12A	-0.58228453	1.58e-10
DPH2	-0.58217191	1.48e-17
NUP85	-0.58187135	1.77e-13
RCOR3	-0.58151972	1.53e-12
STK26	-0.58150386	1.57e-05
CNOT7	-0.58139015	2.61e-07
GTF3C2	-0.58097088	3.3e-12
HEBP2	-0.58096874	6.48e-13
MELTF-AS1	-0.58061338	2.73e-12
PKP4	-0.58053552	3.19e-07
PMS2P1	-0.58017552	6.95e-15
TIMM9	-0.57995035	3.45e-15
ZNF131	-0.57964345	1.46e-09
CAND1	-0.57946517	7.3e-13
NUDT3	-0.57934445	1.72e-09
HNRNPA3P1	-0.57906199	7.01e-17
FRMD6-AS1	-0.57852739	6.74e-12
APELA	-0.57831056	4.5e-05
WNT3	-0.578093	1.1e-09
EIF3C	-0.57804317	2.77e-08
ARHGEF16	-0.57803584	1.28e-15
MRPL51	-0.57791475	3.56e-17
GPR180	-0.57784271	8.15e-12
MFSD3	-0.5777947	5.9e-12
ADNP	-0.57773681	3.15e-11
XRCC3	-0.57767544	2.54e-15
ADA	-0.57765497	9.87e-05
ELAVL1	-0.5776201	2.76e-11
ARHGAP32	-0.57748424	1.25e-08
ALKBH6	-0.57745952	2.27e-10
ISOC2	-0.57737847	1.14e-12
RBM34	-0.57691946	1.92e-14
XIAP	-0.57688887	1.08e-09
RBMX	-0.57687869	1.73e-07
MTHFD1	-0.57680353	9.12e-13
CCHCR1	-0.57666713	8.85e-16
DPY19L4	-0.57629956	2.15e-09
TMEM41A	-0.57578931	1.06e-08
VPS35	-0.57569485	3.54e-07
VTA1	-0.57566739	1.48e-12
TIMM10	-0.57565639	5.35e-10
SIGMAR1	-0.57533906	1.04e-08
ZNF738	-0.57530884	0.000279
USH1C	-0.57468162	2.64e-05
SLC39A9	-0.57458493	1.31e-10
CDH1	-0.57456381	0.000113
ESCO1	-0.57412419	3.27e-08
ZBED6	-0.57398905	4.36e-05
PGAM5	-0.57371718	1.5e-16
SMG7	-0.57365957	5.02e-09
PSMB3	-0.57358575	1.92e-13
DPYSL4	-0.57356535	2.34e-05
PRPS2	-0.57350715	6.06e-07
CYREN	-0.57350063	1.78e-15
ARPP19	-0.57336401	2.63e-13
TDG	-0.57319709	3.81e-10
CENPS	-0.57307148	2.86e-08
HAUS1	-0.57297121	1.45e-08
PCAT7	-0.57295757	4.13e-11
MUC13	-0.57268893	4.21e-06
PPP4C	-0.57197561	1.03e-11
CMC2	-0.57142714	2.93e-13
SNRNP27	-0.57142653	7.55e-13
IGHV3-72	-0.57138022	2.2e-07
PUSL1	-0.57106348	2.02e-10
KRTCAP2	-0.57095285	1.27e-16
CASC15	-0.57084221	2.8e-07
PYCR2	-0.57083602	1.31e-11
NUP43	-0.57057733	2.71e-12
SMPDL3B	-0.57017162	1.62e-13
CNOT11	-0.56996672	2.44e-13
SPANXA1	-0.56979021	5.99e-06
FAAP24	-0.56978731	2.66e-13
XRN1	-0.56966165	1.56e-09
CCDC28B	-0.56961856	3.37e-12
FOXK2	-0.56956612	5.39e-12
MESP1	-0.56953475	3.3e-08
KIF22	-0.56941863	1.56e-11
PYGO2	-0.569406	1.18e-16
MRPS5	-0.5690935	1.2e-11
SF3B3	-0.56855151	3.03e-19
FAM168B	-0.56840047	1.71e-13
CELF4	-0.56839794	1.32e-05
NUTF2	-0.56820318	2.66e-07
ACTR2	-0.56795556	2.45e-05
PM20D2	-0.56790555	2.88e-06
LOC728485	-0.56749238	5.53e-07
LCLAT1	-0.56743611	3.07e-11
LINC00205	-0.56729529	6.9e-07
ERCC8	-0.56719433	2.68e-09
TMEM54	-0.56699687	4.49e-06
ISG20L2	-0.56690908	8.39e-14
TMEM147	-0.56675032	1.13e-15
SF3B4	-0.56658982	6.96e-10
GPD2	-0.56648312	1.25e-10
CLDN12	-0.56632611	1.42e-08
COPG2	-0.56588581	1.23e-08
HOXD11	-0.56577336	3.42e-09
STARD5	-0.56550159	2.85e-08
DCAF17	-0.56547486	1.29e-09
ATL2	-0.56543865	8.48e-07
KCNJ10	-0.56533833	6.94e-07
TSFM	-0.56514355	3.79e-21
COX5A	-0.56509781	1.59e-18
SNHG17	-0.56505643	2.37e-07
PLP2	-0.56492823	7.17e-08
RBBP8	-0.56491537	1.57e-07
ATAD3B	-0.56461142	3.97e-13
GXYLT2	-0.5644219	0.000223
ABCA4	-0.56379968	0.000155
RNF157	-0.56327167	4.74e-05
GAMT	-0.56269483	4.15e-14
VPS25	-0.56251376	1.5e-15
SLC9A3-AS1	-0.56247382	1.38e-06
NFS1	-0.56217124	1.74e-15
ARL6IP6	-0.56165674	3.91e-07
A2ML1	-0.5614903	2.47e-05
CDC27	-0.56134185	2.02e-09
TFDP1	-0.56105683	2.51e-11
COPS6	-0.56062547	4.41e-14
PANK1	-0.56049141	1.06e-07
SLC35B2	-0.56044302	1.63e-17
KIF20B	-0.56038536	3.4e-15
ANAPC1	-0.56030167	8.01e-13
GOLGA3	-0.56005938	7.95e-21
KRT10	-0.56003101	2.25e-12
HSD17B10	-0.55996181	1.96e-16
LRIF1	-0.55983252	5.7e-06
OSBPL3	-0.55981689	7e-05
PA2G4	-0.55980177	2.02e-12
USP31	-0.55949184	8.82e-06
ESPN	-0.55944752	5.52e-12
PLOD1	-0.55938201	5.57e-11
ERC2	-0.55904626	2.41e-10
TONSL	-0.5589066	3e-17
ATP5MC3	-0.55849416	1.13e-15
PSMD3	-0.55835906	2.08e-14
ARL9	-0.5582792	1.98e-09
GLDC	-0.55821304	8.46e-05
TMEM38B	-0.55790684	2.1e-08
CPNE1	-0.55779136	1.73e-09
SNHG16	-0.55757335	5.94e-09
COX6B1	-0.5572731	1.02e-15
SCRN1	-0.55721438	7.34e-07
SQLE	-0.55714458	4.78e-06
MTPAP	-0.55705617	9.17e-05
GANAB	-0.55696517	7.55e-10
PDP1	-0.55677047	2.36e-05
URI1	-0.55668444	2.95e-08
BEND6	-0.55657724	1.19e-06
PET117	-0.55648853	1.18e-07
BRMS1L	-0.5563749	7.58e-08
PPP2R1B	-0.5562102	2.92e-05
RABL6	-0.55596344	2.1e-15
TMEM223	-0.55596261	3.16e-12
PSMD8	-0.55589722	2.14e-11
SPDEF	-0.55577184	4.68e-05
UBE2M	-0.55568273	0.000212
SLC29A2	-0.5556121	2.55e-08
SEPTIN2	-0.5553784	0.00013
NDRG3	-0.55529362	1.14e-06
EED	-0.55520417	3.35e-11
LARP1	-0.55494625	9.44e-07
TRO	-0.55430389	3.96e-07
CUL4A	-0.55426953	8.04e-10
ERGIC3	-0.55399977	9.03e-12
TUBA4A	-0.55395229	1.01e-07
HSPA4	-0.55393898	3.02e-13
LOC644656	-0.55387803	2.09e-11
PTPRN	-0.5538151	8.16e-05
MIF-AS1	-0.55348171	6.04e-11
INTS11	-0.55339505	1.51e-14
IER3IP1	-0.55327804	1.8e-05
DDX42	-0.55313662	0.000201
ZNF184	-0.55290002	1.19e-07
PAGR1	-0.55251638	7.82e-16
PAAF1	-0.55251572	2.73e-10
DDIT3	-0.55234182	9.07e-08
MMACHC	-0.55230691	6.41e-12
APEX1	-0.55221283	1.67e-12
HPDL	-0.55217741	3.21e-10
SLC39A11	-0.55193556	1.38e-06
TLL2	-0.55174666	5.67e-10
GIGYF2	-0.55158762	2.72e-13
SLC41A2	-0.55119888	2.01e-05
TDRKH-AS1	-0.55104021	7.11e-15
CDK19	-0.5508828	6.68e-11
CDK5R2	-0.5508471	1.73e-05
CHCHD2	-0.55039088	9.91e-18
RTCA	-0.55036218	2.7e-13
OCIAD1	-0.55034326	1.59e-11
RPAP2	-0.5503164	2.68e-17
APLP1	-0.55015773	4.74e-06
LINC00626	-0.55006951	0.00013
VPREB3	-0.54978073	2.63e-06
HGH1	-0.5497472	6.08e-14
TIMM29	-0.54944579	2.41e-15
KLK8	-0.54926882	1.38e-05
PMEPA1	-0.5492358	1.01e-05
TOR3A	-0.54890727	6.73e-09
ELOC	-0.54830571	6.65e-11
AHCTF1	-0.54808504	1.3e-10
STC2	-0.54804419	4.33e-06
NUP42	-0.54799775	2.61e-11
OR7E14P	-0.5479472	6.58e-07
ICE2	-0.5478659	2.14e-07
SLC9A7	-0.54784452	1.08e-05
POLR2J2	-0.54767912	1.05e-06
ENTPD5	-0.54740733	2e-10
TFCP2	-0.54738971	7.21e-07
CGREF1	-0.54732308	2.46e-11
CEP250	-0.54709434	5.99e-13
PGP	-0.54700585	2.4e-11
DHX33	-0.54688753	7.67e-11
FAM3C	-0.54654996	8.62e-09
CDIPTOSP	-0.54633828	1.11e-11
PRKRA	-0.54595466	5.67e-05
IARS2	-0.54566847	1.91e-16
RBCK1	-0.54556033	1.94e-09
TRIO	-0.54545371	7.15e-08
EIF4G3	-0.54540648	1.1e-11
SMC1A	-0.545169	1.74e-12
SNORA21	-0.54516473	9.03e-08
GPX7	-0.54500785	4.68e-05
PMS2P3	-0.54490245	8.78e-19
GLMN	-0.54467462	7.91e-11
TADA1	-0.54445688	2.21e-10
ERAL1	-0.5444418	7.93e-11
OTUB2	-0.54438877	2e-10
MRPS7	-0.5441805	2.87e-17
SCAMP1	-0.54410308	8.21e-06
CHD7	-0.5439065	7.06e-06
POLDIP2	-0.54367588	3.63e-13
LINC00470	-0.54362302	3.19e-05
GSDMC	-0.5435415	7.38e-08
GPRIN1	-0.54350508	6.89e-14
FAM222A	-0.54348715	2.66e-06
PACSIN1	-0.54345647	1.99e-05
FCRLA	-0.54344059	1.15e-05
RPLP0	-0.54337186	1.9e-13
PREB	-0.54328238	5.08e-14
GID4	-0.54316991	9.6e-08
LINC02210	-0.54288646	1.03e-15
RNGTT	-0.54285904	1.62e-08
ADAMTS18	-0.54258234	4.5e-05
CDCP1	-0.54237467	0.000198
DCAF16	-0.54230528	5.1e-08
ATP2A1-AS1	-0.54204348	7.8e-15
HOXC13	-0.54181529	5.91e-15
PARD6G	-0.5416092	1.26e-05
MTX1	-0.54140181	2.1e-15
EMG1	-0.54133375	4.29e-09
PAM16	-0.54128858	1.03e-12
CNOT3	-0.5412544	8.57e-06
GMPPA	-0.54101931	7.89e-12
SMOX	-0.54079954	7.94e-13
SASS6	-0.54068387	8.17e-13
LIN7C	-0.54043337	1.56e-08
CBR4	-0.54039514	1.01e-08
UGT1A6	-0.54005099	1.52e-05
PDAP1	-0.53993157	9.23e-07
ITGB3BP	-0.53978173	9.38e-09
HASPIN	-0.5397395	1.65e-13
METAP1	-0.5394345	1.67e-11
DUS1L	-0.5394292	1.56e-12
TMEM263	-0.53905634	4.73e-12
ANKIB1	-0.53867017	1.75e-14
ZKSCAN1	-0.53865747	2.04e-06
ZNF300	-0.53864776	2.35e-05
NOL7	-0.5386148	5.29e-14
PALB2	-0.53839558	3.45e-09
LMBR1	-0.53838251	3.01e-10
ARPC1A	-0.53832371	3.84e-10
DPP10-AS1	-0.53811437	5.65e-05
MAPK12	-0.53802151	3.18e-08
HTATSF1	-0.53797326	3.27e-07
LRRC59	-0.53789004	6.89e-11
DDOST	-0.53786696	3.21e-11
DDX52	-0.53783484	3.34e-09
WDR45B	-0.53676328	7.16e-14
GRIK2	-0.53674317	3.24e-06
TOMM20	-0.53642311	5.99e-13
HROB	-0.53639381	4.11e-19
DCAF7	-0.53636764	1.05e-08
MRPS34	-0.53633148	7.35e-17
PXYLP1	-0.53621053	7.41e-06
BCAS4	-0.53618674	9.68e-11
UTP23	-0.53578983	2.25e-11
NDUFS1	-0.53571347	1.73e-12
TRIM37	-0.53567	4.04e-11
ARFGEF2	-0.5356157	1.43e-10
RNF187	-0.5351471	2.46e-09
ATP6V1C2	-0.53477164	7.89e-06
B4GALT3	-0.53446221	6.22e-13
BZW1	-0.53416314	9.28e-06
CD164	-0.53406601	3.24e-06
PPP2R3A	-0.53398086	9.86e-07
PXMP2	-0.53389673	3.93e-10
GCAT	-0.5335933	2.89e-07
E2F1	-0.53356896	1.62e-10
UBQLN4	-0.53351997	8.57e-10
SMIM10L1	-0.53344494	2.82e-08
MTERF3	-0.53283419	1.93e-09
ALKBH2	-0.53279768	4.98e-08
SF3B1	-0.53238974	3.83e-10
TMEM260	-0.53207495	2.57e-08
PTDSS1	-0.53164691	1.51e-08
TSN	-0.53162462	1.48e-07
TUBB3	-0.5315999	4.91e-11
UQCC1	-0.53125234	2.53e-08
VDAC3	-0.53119409	7.86e-08
SLC39A7	-0.53117092	8.28e-08
URB1-AS1	-0.53112211	1.82e-10
NKRF	-0.53096394	7.01e-15
RNF32-DT	-0.53088931	5.89e-09
ADSL	-0.53035088	4.91e-10
HLCS	-0.53024276	5.96e-15
BLOC1S5	-0.5300338	3.64e-08
IGHV3-47	-0.52969434	5.18e-08
GDF11	-0.52969364	6.77e-11
LSM1	-0.52945688	2.74e-10
ANKRD13B	-0.52932046	2.34e-14
OR7E37P	-0.52912028	1.03e-07
MORF4L2	-0.52905088	1.38e-05
TFG	-0.52899624	9.47e-07
CYTOR	-0.5288352	9.47e-05
CROT	-0.52881629	4.21e-10
MRPL38	-0.52869458	7.98e-09
KBTBD6	-0.52854933	6.99e-05
KRT31	-0.52817025	1.19e-05
ZNF576	-0.52802754	7.67e-13
MAPK13	-0.52794832	1.83e-06
ARHGAP11B	-0.52794207	2.31e-10
CASP3	-0.52778231	9.29e-11
LINC01607	-0.52776988	3.53e-10
CRYBG2	-0.52772879	9.76e-07
FAM98A	-0.52762873	9.04e-10
LOC105379524	-0.52750236	4.13e-09
MFF	-0.52748687	1.77e-09
TMEM17	-0.52743709	0.000117
RIPPLY2	-0.52739533	8.09e-09
EOLA2	-0.52737786	1.63e-15
RITA1	-0.52701324	6.46e-17
COA4	-0.52683474	2.19e-14
SNRNP200	-0.5268256	7.67e-15
BLMH	-0.52653151	1.49e-06
TGS1	-0.52630535	2.88e-08
TMEM9	-0.52626374	2.97e-09
FKBPL	-0.52624626	1.14e-13
PHLDB3	-0.52610707	7.92e-06
NDUFB11	-0.52608642	3.73e-11
KCNMB2-AS1	-0.52601357	3.26e-10
LYSMD1	-0.52588267	1.33e-09
CANT1	-0.52584311	3.02e-10
RBM33	-0.52573137	1.55e-08
PHF14	-0.5256958	1.28e-08
NEPRO	-0.52547063	2.16e-11
TRMT1L	-0.52534559	3.41e-09
RIOX2	-0.52519977	6.76e-07
LRFN4	-0.52517459	6.13e-11
MILIP	-0.52486435	3.64e-19
LSM14A	-0.52475931	1.85e-14
NUFIP2	-0.5244272	2.08e-09
SLBP	-0.52433754	1.87e-12
USP21	-0.52400486	8.39e-11
NASP	-0.52321653	4.06e-09
MTMR4	-0.52291466	4.91e-13
LINC00847	-0.52221093	1.07e-10
THAP8	-0.522013	1.75e-11
MRPL11	-0.52199703	8.65e-09
ZNF532	-0.5217382	7.11e-06
PKP4-AS1	-0.52171858	1.09e-05
FRK	-0.52128417	6.16e-07
QSOX2	-0.52088193	1.19e-14
PPP5C	-0.52086121	3.72e-08
ZKSCAN4	-0.52084295	1.36e-10
PAPOLG	-0.52027258	8.19e-09
RAD1	-0.52024956	9.43e-09
KDM4C	-0.51986186	2.03e-12
RNASEH1-DT	-0.51973165	1.93e-07
ZNF639	-0.51971309	1.05e-07
NDUFB5	-0.51957161	4.57e-12
HAX1	-0.51956317	3.66e-13
GAP43	-0.5195589	2.35e-05
MLF2	-0.51903093	6.74e-11
ERI2	-0.51895775	2.09e-07
NOP16	-0.51892653	9.37e-06
COA8	-0.51883024	1.3e-13
NCOA3	-0.51856214	1.57e-08
FUT6	-0.51776758	4.92e-10
UBE2G1	-0.51763145	5.44e-07
RBBP4	-0.51757207	4.3e-05
RALA	-0.51750704	5.2e-07
METTL1	-0.51737939	1.47e-11
SRSF9	-0.51729312	1.17e-11
MAPK6	-0.51717235	4.66e-10
KRT75	-0.51705062	7.49e-06
EFNB3	-0.51693704	9.83e-05
ZNF292	-0.51647107	3.41e-08
MRPL48	-0.51615281	2.21e-09
GNB1	-0.51612475	2.9e-09
IMMP1L	-0.51602131	1.33e-08
TRPT1	-0.51519686	1.79e-15
SMARCB1	-0.51502939	1.14e-10
RND2	-0.51492575	2.48e-08
CCDC77	-0.51490854	2.08e-07
TMBIM6	-0.51471989	5.58e-11
NOB1	-0.5146648	3.42e-10
SCAMP5	-0.51464668	8.15e-09
PUF60	-0.51450338	1.31e-10
RAB15	-0.51421057	1.89e-06
VASH2	-0.51405228	9.96e-06
CDIN1	-0.51404238	5.4e-10
POLR2J4	-0.51380009	9.6e-10
POLG2	-0.51359643	4.39e-14
LOC105376379	-0.51344383	2.76e-10
TYW3	-0.51342107	1.86e-11
MAP3K2-DT	-0.51299559	2.02e-05
ABCF2	-0.51271868	1.36e-10
SART3	-0.51259852	5.23e-10
PPFIA4	-0.51256716	5.22e-14
MTHFD1L	-0.51255382	2.44e-06
TSEN34	-0.51224993	2.35e-14
POLD1	-0.51202703	3.89e-08
NFYA	-0.51174177	4.82e-09
NUP35	-0.51148489	2.1e-08
THADA	-0.51129425	9.01e-10
TBCE	-0.51122513	9.99e-09
EFS	-0.51107942	1.23e-05
ZCRB1	-0.51103832	3.02e-14
ANTXR1	-0.51097632	1.26e-07
MRM2	-0.51094078	1.01e-10
ZDHHC12-DT	-0.51092082	6.14e-08
DDX56	-0.51089234	1.98e-10
FOXRED2	-0.51078201	6.01e-13
ISCA2	-0.51069824	1.97e-12
AMZ2	-0.51054698	4.16e-17
LINC00173	-0.51041173	7.93e-05
METTL13	-0.51040971	6.18e-14
LINC02241	-0.51037189	3.53e-06
MEAK7	-0.5103444	2.04e-07
RFK	-0.51001867	1e-06
HDLBP	-0.50983688	3.15e-13
PPIB	-0.50977638	6.76e-07
EMC8	-0.50964589	6.02e-15
NF1	-0.50940934	7.07e-11
DGUOK	-0.50936411	1.56e-08
ANGEL2	-0.50922376	2.7e-07
SMIM24	-0.50897436	9.2e-07
DDX10	-0.50894377	1.32e-08
DERL1	-0.50879076	2.38e-08
ZFHX4	-0.5086081	6.96e-07
AIRIM	-0.50860375	3.23e-10
RFT1	-0.50855931	3.52e-14
ASAH2B	-0.5084906	8.31e-08
KLHL12	-0.50847919	7.22e-10
OR51E1	-0.50846067	7.59e-05
COPE	-0.50845133	2.12e-07
TMEM186	-0.50811165	2.53e-13
DHX40	-0.50804002	3.23e-07
NDUFA8	-0.50800243	1.42e-13
DEF8	-0.50797943	1.9e-10
NT5C3B	-0.50794874	4.32e-13
ACBD5	-0.50767381	7.31e-14
BCL2L15	-0.50766602	3.21e-06
MARCHF6-DT	-0.50763615	3.28e-14
ZBTB41	-0.50736047	2.56e-07
DTX2	-0.50730471	6.81e-09
CLCN2	-0.50714898	3.73e-16
PLEKHG4	-0.50663045	1.23e-05
STK32A	-0.50639835	6.55e-06
IGLC1	-0.50636847	8.66e-05
IFT25	-0.5062353	8.31e-11
ESF1	-0.50597049	1.12e-05
MAST2	-0.5059132	6.6e-09
TECR	-0.50559236	4.02e-08
ZEB1-AS1	-0.50548456	3.06e-06
TNNI3	-0.50547299	1.85e-06
HHIPL2	-0.5052788	2.29e-05
RIPK4	-0.50526036	7.17e-05
ZBED1	-0.50521695	1.22e-06
POLR1A	-0.50493498	2.33e-11
SNAP29	-0.50487907	2.48e-08
ATAT1	-0.50450576	3.6e-13
MEX3B	-0.50445237	8.21e-08
NOC2L	-0.50442072	3.07e-13
RPS6KB2	-0.5043689	2.56e-14
TTLL4	-0.50430107	2.42e-06
DENND5B	-0.50411121	4.66e-10
EIF4B	-0.50410168	3.39e-09
FBXL19	-0.504012	2.34e-13
SLC33A1	-0.50388242	4.37e-07
DPH6	-0.50322607	6.31e-09
EIF2B5	-0.50303933	7.69e-08
SRRM3	-0.50297665	3.15e-17
JMJD4	-0.50262838	1.53e-14
PHF20L1	-0.5020496	1.92e-06
ARHGAP11A	-0.50196774	4.68e-12
COASY	-0.50170934	5.78e-14
PPIE	-0.50168944	8.39e-12
THOP1	-0.50168667	1.85e-12
ANKRD13D	-0.5015894	6.61e-09
DLK2	-0.50137219	4.52e-13
SLC35B1	-0.50112423	5.58e-13
DPM2	-0.50076703	3.31e-10
ABHD11	-0.50033291	1.93e-07
ACLY	-0.5003109	6.55e-05
NAA10	-0.50023521	2.68e-11
SURF4	-0.50011397	3.55e-08
TARBP2	-0.50007349	1.62e-13
PROC	-0.49977264	4.52e-06
POLR1C	-0.49967111	2.55e-09
C17orf99	-0.49961128	1.21e-07
TMPO-AS1	-0.49954724	3.04e-13
PPP1R3E	-0.49943558	4.28e-07
GABPA	-0.49937492	2.69e-09
TRPM2	-0.49903488	2.5e-11
YY1	-0.49897277	5.11e-11
CST2	-0.49894513	1.17e-07
HTATIP2	-0.49845625	5.62e-06
CHD1L	-0.49840825	1.57e-08
CYP2J2	-0.49824073	3.02e-05
MED8	-0.49813375	1.33e-13
OSGEPL1	-0.49799993	2.27e-06
ATF2	-0.49795233	4.29e-07
MTNAP1	-0.49766312	9.3e-09
PRR7	-0.49749036	2.68e-14
CDK2AP1	-0.4974291	1.09e-12
TXN	-0.49740058	1.14e-06
EDN2	-0.49729282	2.76e-06
LINC00668	-0.49728478	5.46e-10
HIKESHI	-0.49721726	2.15e-11
CCNT1	-0.49688243	1.77e-09
AAGAB	-0.49682008	1.78e-10
USP18	-0.49656136	1.35e-05
TMCO1	-0.49649266	1.75e-11
FLJ42627	-0.49646151	4.22e-12
PRKAA1	-0.49616267	1.03e-07
SLC7A6OS	-0.49611028	8.84e-12
CENPQ	-0.49601146	6.2e-09
GNGT1	-0.49586222	6.38e-11
VBP1	-0.49580364	3.22e-12
PAXIP1-DT	-0.49571842	9.52e-06
ZNF280C	-0.49557385	1.25e-06
EOLA1	-0.49545119	1.41e-13
PWWP3A	-0.49507985	7.36e-09
DIABLO	-0.49496418	2.97e-20
BCL7A	-0.49481567	5.8e-08
AASDH	-0.49429043	3.6e-06
